M1,M2,M3,qin,qout,gw_kick_random,gw_kick_5deg,gw_kick_hybrid,t_triple_form,z_merger,a_2nd_ovtks,bin_merger_flag,strong_key,bhid1,bhid2,bhid3,bhid4,f-gas,Vescape
247545936.31862307,50257725.6141324,123480966.3949792,0.2030238361475032,0.4146388449140742,180.7166701881527,84.47343232476075,102.79405055853492,2338198883.5611053,0.959769241386818,1018.2332290210732,Yes,False,9223372036436800542,9223372037117914745,9223372036773217188,9223372037117914745,0.2947114431207717,1888.9620879754489
49491637.90422085,1862297.1783192272,6061226.689827746,0.0376285218509691,0.1180284759110604,31.980716930739337,11.966198778327321,11.469839471025182,2441658943.231772,0.0,1059.851815812586,No,False,9223372036642233368,9223372037292598216,9223372037025683981,9223372037292598216,0.4220159038603481,1578.5512633935343
11731955.17220308,1854594.9361833064,1296305.617447188,0.1580806360884723,0.0954109473785427,216.38371356687085,171.84758085945722,92.35190036735246,2138502169.634058,0.9827541243919756,955.9792019748484,Yes,False,9223372036879208070,9223372038344785831,9223372037951112490,9223372038344785831,0.6894149759929048,1304.9240128889585
591213603.5626572,1156044.8312316486,9626475.39732422,0.0019553758984321,0.0162507910785517,0.035008033261072144,0.07758748611867308,0.032504731223970615,2501719879.0787883,0.0,2064.0816695918056,No,False,9223372037455249531,9223372039282966160,9223372037351871744,9223372039282966160,0.1300400232290007,3206.060765101786
44078290.377359815,2469116.662923173,5001441.785781155,0.0560166159300815,0.1074483436091899,55.25666021641876,16.931051397166883,23.936070552309857,3520845546.1904225,0.0,1051.902122310782,No,False,9223372036779699527,9223372037341775695,9223372037341775695,9223372037722174783,0.5745023142225397,1540.3686949414823
37395904.4496709,1968123.1429159648,5237138.879982831,0.052629376715965,0.1330437762666618,124.1643318190019,20.062363073625814,44.405767352327715,2400533144.340633,0.0,949.9856361257424,No,False,9223372036555793263,9223372038668667963,9223372038606443198,9223372038668667963,0.4633918058619602,1274.0265085617962
11592940.531134097,4490922.390699061,2363588.2962701665,0.3873842342793188,0.1469540189292273,266.6554066926021,300.4765903132142,385.69818909274454,3897460479.016248,0.0,824.8274514678993,No,False,9223372037446406352,9223372038379285535,9223372038379285535,9223372041653106166,0.8130247293389569,866.7460011782625
102749876.7329695,7409333.126076552,2789314.2201264296,0.0721103845733287,0.0253207536954512,30.834056979247723,62.706201208653205,41.33231877408113,4718404345.222127,0.0,694.4829702565247,No,False,9223372036600775795,9223372036771159188,9223372036771159188,9223372039868643679,0.449082869582028,1792.6147043501069
25071649.3343841,5904810.740359532,5811783.675202692,0.2355174428936143,0.1876193619664526,777.4474163500637,139.78128317348708,402.694565296745,2140969892.7818916,0.9130103226787248,1626.6082860326592,Yes,False,9223372036432867832,9223372037625161312,9223372036795892730,9223372037625161312,0.6526221784352888,1705.805775502321
7234509170.29536,443098598.0776459,143965795.9052557,0.0612479143570642,0.0187513871831673,70.53185206267858,21.368671492846925,33.47989456669478,6016030946.353017,0.2186045784590622,917.3501603048788,Yes,False,9223372037169305721,9223372037749141149,9223372037749141149,9223372054822346420,0.7437644873888549,1243.4367083202592
22966776.854597937,3173618.489375547,14998105.612358509,0.1381830158174846,0.5737520574958035,130.12545689186143,58.21333306628129,101.47099870080226,3104269337.9657254,0.4390518842494195,231.1812782433464,Yes,False,9223372037084385162,9223372037727873487,7622979385946127792,9223372037727873487,0.7158585999892768,986.4611718210816
41513445.612802096,7118002.007372314,1142890.9212839615,0.1714625683871741,0.0235010672561151,377.28191148270633,167.60720646135175,84.84895706950753,3883004450.885606,0.0,1179.650937189762,No,False,7834870636419884,9223372037851885089,9223372037851885089,9223372042816139065,0.774158934932798,990.7452936530624
9186390.66415833,4214660.520167539,1267213.3992949422,0.4587939566527995,0.094560746158264,188.99451381929867,274.49001493513845,125.40909833308898,2340315217.2924037,0.0,287.358151343756,No,False,9223372036990543378,9223372037279306310,9223372037279306310,9223372037602827960,0.7514088858935235,921.4398471377646
7947887.295895071,1486514.424108275,2511072.9342011586,0.1870326501579899,0.266161332612861,437.7842320837355,79.66147306333067,265.52713041594006,2648982127.298012,0.0,1244.3687365383446,No,False,9223372037901308819,9223372038424703220,9223372038424703220,9223372039207893131,0.8855424227946733,840.1838880770437
120926021.49021526,8026190.441874659,4131302.3024517233,0.0663727322123476,0.0320374675281056,39.662030729948825,23.00015244566444,167.2825485117578,2439870302.6167207,1.095095468384221,444.8604501229919,Yes,False,9223372037188540807,9223372037696535973,9223372037070667236,9223372037696535973,0.453231813318908,1749.7671395501325
173556293.6644278,5603602.630599869,1036500.621279842,0.0322869457067023,0.005785338363743,14.97179411082526,7.724151901871833,49.12873714223331,2418096623.420981,1.4542089044384372,241.38536148598143,Yes,False,9223372037161555970,9223372038346618530,9223372037647366606,9223372038346618530,0.726975763591889,1587.843234155571
51869072.8255132,13156798.955811804,4621440.927796045,0.2536540223125075,0.0710708030695452,615.1182679540011,232.2593735093867,131.68083196269728,2822506162.9337,0.0,924.2870113876656,No,False,9223372037310742049,9223372037881167128,285891838241553297,9223372037881167128,0.7759230473861825,1205.7585411830937
13546896.160493862,12047354.452608649,1067438.882464153,0.8893073594039752,0.0417061979504763,825.693838086164,170.08753276573356,171.92899243939684,2162053579.845886,0.0,1289.3112809167708,No,False,9223372037105608176,9223372037250617578,9223372037102168575,9223372037250617578,0.5364084855757264,1107.6606217771762
6946729.230538686,4055105.026998158,7184217.267226045,0.5837430670496573,0.6530017721639892,929.8440382635954,407.0762477225846,177.53463116040115,2764693954.848192,0.0,341.59824107809135,No,False,9223372037338826180,9223372037536960777,9223372037536960777,9223372039591139881,0.8042973100704713,823.7685475666786
13837046.567455238,3398037.189835795,27405076.82424829,0.2455753236986269,1.5900750591162631,198.89241058036464,105.20004183822782,309.8081643596761,2154852848.418769,1.906813343462815,778.3834371269091,Yes,False,5293910425720235937,9223372038833552362,9223372036563096127,9223372038833552362,0.4663623260762447,1512.878222814831
11121220.97474324,8010316.989719375,6536639.571908594,0.7202731613652081,0.3416682748689933,942.1737381639136,56.2883801331762,568.4466908876464,2260654220.8735766,0.0,1009.3762447648696,No,False,9223372036878862979,9223372037236882671,9223372037236882671,9223372037920418421,0.6424250724133935,1252.0400749829869
266106977.68735057,9575408.588857662,43760166.06848487,0.0359833051807751,0.1587339933449402,73.87747334508951,13.14391571747144,8.964608859340485,2432101531.173549,0.0,443.9952765909498,No,False,9223372036513809078,9223372037818741525,9223372037110298426,9223372037818741525,0.3963695477819898,2000.5087180436271
14109496.666825768,2881199.3936818694,2749212.4853375675,0.2042028473245358,0.1618069368992896,262.03940338424894,196.335858409324,131.22594419640188,2258799294.23764,0.0,991.7107957652748,No,False,9223372036997874089,9223372038213925965,9223372037643938840,9223372038213925965,0.7675243405363843,1003.8740235559808
1071049275.4331248,17533899.913682647,21955273.78697155,0.0163707686619666,0.0201686690408171,13.898659281132035,1.853322664496983,10.030208094538624,2712416849.2196183,1.4605288467751925,1774.4190628848066,Yes,False,9223372037351871744,9223372039282966160,9223372037799263254,9223372039282966160,0.1300400232290007,3165.912822923679
78565759.10660651,9032674.850950604,3150528.040177522,0.1149696121270093,0.0359655749291591,245.6398841532225,66.09018872287533,79.5327966939032,2639916402.676611,0.0,1052.3159147630402,No,False,9223372037309139359,9223372037599027831,9223372037599027831,9223372037810386480,0.3358718014408307,1669.30813977702
99385797.50669277,2746391.239003371,390527563.3671865,0.0276336388890819,3.823746148626854,22.98950129704833,15.304042058592714,15.416898354754355,2661796082.3292193,0.4107948965499117,889.4593282579052,Yes,False,9223372036387143888,9223372037852041953,9223372037852041953,9223372038668667963,0.3186613577718166,1772.9915831677677
41982605.9890126,2285363.9166003433,36480082.36657058,0.0544359708684699,0.8240739849681947,72.80226906329094,41.34043451789124,16.313487707269775,2286447721.2334323,0.0,1070.1983681634808,No,False,9223372037304692412,9223372037888167354,9223372037163625220,9223372037888167354,0.7859598573655691,1365.7894069829051
