M1,M2,t_merger,Merger,Type,GW-kick-random,GW-kick-aligned
483873579545.4546,12370525568.181818,5035882111.833292,Yes,iso,7.828661611753665,5.490517356958456
10139630681.818184,5114019886.363637,9921225872.697168,Yes,iso,1502.4766777181933,196.02294451195323
1639701704.5454545,1030798295.4545456,2948608333.0156436,Yes,iso,812.6953554537804,196.32740533747028
24594744318.181816,9833849431.818182,4085611103.6581535,Yes,iso,752.9360712361278,135.09004313775347
177428977272.72726,7138494318.18182,8763751514.296595,Yes,iso,19.35282560624772,30.9148205013219
16276704545.454546,6496534090.909091,12684247462.67978,Yes,iso,225.76111996205233,146.75593000431647
82111079545.45456,7179261363.636364,9713134691.411625,Yes,iso,49.30122575847277,66.13702548786367
3778693181.8181815,3032500000.0000005,2978551935.2380385,Yes,iso,1384.914597382023,294.55231763533675
19249147727.272728,2612599431.818182,7341878142.448781,Yes,iso,82.36335651344204,62.30913966708361
2758181818.1818185,2483196022.7272725,4616534759.846678,Yes,iso,245.37995949916365,220.22788643282772
17608664772.727272,4189957386.363637,3131199073.853821,Yes,iso,665.8099459093435,220.4168976783309
46110937500.0,18383238636.363636,8932294436.456911,Yes,iso,347.1121561709254,244.89326716989206
113099431818.1818,29600568181.818188,8403973113.183023,Yes,iso,577.4745497343912,103.69623840138439
5180042613.636364,1158629261.3636365,6821921058.387508,Yes,iso,139.49362954997116,90.91225870233473
64325142045.45454,11325724431.818182,10122927769.169104,Yes,iso,431.08686967814396,175.10972909726405
1528139204545.4546,14733948863.636364,12019684937.03134,Yes,iso,2.445089824960285,1.712123069387716
142919034090.9091,29306676136.363636,9173567206.84212,Yes,iso,268.1148196834754,286.72589437142824
13748664772.727272,2469644886.3636365,3261484225.5079055,Yes,iso,285.23630739398226,100.95364313107784
7462031250.0,1560113636.3636365,7902907089.810603,Yes,iso,441.2532809870353,232.70466450145477
7570866477.272727,3360213068.1818185,6644946473.891687,Yes,iso,878.6245013155797,379.14339381037485
10303025568.181818,2564786931.818182,3816021069.370269,Yes,iso,594.1509278331606,98.43337520470524
253471590909.0909,7027428977.272728,12755292729.096832,Yes,iso,10.221365997805055,12.642114443897759
9211349431.818182,2611207386.363636,12621944876.752745,Yes,iso,483.58166828441125,174.1888297645678
4967130681.818182,4471051136.363636,9023475330.58351,Yes,iso,252.59995479497434,162.08958491779632
4569715909.090909,2862485795.454545,3081309883.1980753,Yes,iso,530.7591445424988,434.71566916507584
39679261363.63637,16546448863.636362,10368130132.960045,Yes,iso,641.7833029555715,209.77574828514835
3052187499.9999995,1196715909.0909092,3024949187.485696,Yes,iso,1564.4490733551042,136.66222808863856
32364346590.909092,1509261363.6363635,10356922954.909014,Yes,iso,88.54007040677514,19.295856336393896
541133522727.2727,524839488636.3637,7300243568.904955,Yes,iso,1438.9299868919761,57.947644410903585
10458579545.454546,3913053977.272727,3050011857.303343,Yes,iso,948.9316968770754,143.91002392589903
2293252840.909091,1302526988.6363635,3042662582.2635293,Yes,iso,366.8627108537842,226.32521841608198
167907670454.54547,152596590909.0909,3955497587.6066217,Yes,iso,1086.4438415454604,119.0840177419123
11311818181.818182,9599517045.454546,4018275546.034493,Yes,iso,443.9002080381923,363.86382071394297
12463494318.18182,5571676136.363637,3045531670.975561,Yes,iso,624.3075518164187,252.80145657600735
172215909090.9091,2258210227.272727,8494346320.723419,Yes,iso,2.021243522650882,3.06029844406856
316140625000.0,13815071022.727274,6299098243.444846,Yes,iso,48.591578049053545,29.56352449236112
208532670454.54547,6501732954.545455,7830674492.826189,Yes,iso,12.263624636272686,6.7094397555893135
6961463068.181819,6297372159.09091,3042050179.6173778,Yes,iso,312.47902113908606,20.946313742663495
6086988636.363637,1310362215.909091,3040597752.5891123,Yes,iso,283.11887746204843,303.20398680982606
12701562500.000002,1712073863.6363635,6781569435.40206,Yes,iso,220.50337516099304,59.82140177363453
1698522727.272727,1291583806.8181818,5311176778.221222,Yes,iso,755.3509238508202,386.23528878692446
15806676136.363636,8320454545.454545,11804363228.86145,Yes,iso,1434.6333685378925,216.77344315185624
1403829545.4545455,1129826704.5454545,3393749314.2991886,Yes,iso,272.85870646138534,324.5930771026741
46534375000.0,11412173295.454544,4474326629.159042,Yes,iso,613.9665918124402,154.6631730117631
16999147727.272728,1053784090.909091,6698896336.553945,Yes,iso,81.64116126943935,44.15694836814347
4202088068.1818185,1342593750.0000002,3425608819.310035,Yes,iso,915.9763714422047,105.67910155124068
40955965909.09091,17126846590.90909,3939406272.1522975,Yes,iso,144.6692955094231,293.5503943804204
5351505681.818182,1557230113.6363635,7623476735.446182,Yes,iso,459.74489563110825,110.1869605219695
4229375000.000001,2145255681.8181815,3060007499.647841,Yes,iso,260.9668539497381,177.8838056671097
17395738636.36364,6893849431.818183,3293156135.238231,Yes,iso,365.54703024464874,104.52182196179581
4970980113.636364,1619076704.5454545,4064911098.341682,Yes,iso,569.9508860550192,274.90582737011687
6367017045.454546,3745269886.363636,3095003724.3333464,Yes,iso,1956.2359056681976,78.84964378450994
95252272727.27272,68181818181.81818,4817168071.657923,Yes,iso,1114.8234451085407,246.3453429505592
2217656250.0000005,1371691761.3636365,8767731508.642889,Yes,iso,137.88473368077752,74.58816767927306
9452258522.727274,1813508522.7272727,3070271622.1922064,Yes,iso,570.0533646853601,175.32682706165963
32257102272.727276,5498039772.727272,12836584528.463997,Yes,iso,172.70041488605375,109.31374124921535
22604687500.0,15111363636.363636,6630686636.42805,Yes,iso,65.66681932522536,118.45871604570003
6461789772.727273,5117627840.909091,3324412889.789319,Yes,iso,526.0985893519447,113.11137512986527
9256789772.727274,5223920454.545455,3116970650.6270585,Yes,iso,1103.0627383284138,236.25491500194593
42458096590.90909,8706590909.09091,11662891797.651138,Yes,iso,329.07783878132096,153.4554641852384
5054034090.909091,1800085227.2727273,3366298466.7171865,Yes,iso,448.4998692396231,107.9038123254984
18390340909.09091,2835426136.363637,9257875842.219326,Yes,iso,154.39512390509614,204.23012815190708
17692755681.818184,3745113636.363637,4181743005.113517,Yes,iso,1173.2436986496612,154.8442628495018
39394034090.90909,5300454545.454546,8495842393.281967,Yes,iso,134.01441791001668,57.277290861750124
45804971590.90909,23269318181.818184,6944339895.700946,Yes,iso,1029.3120735184295,183.91253045947195
6717585227.272728,5206846590.909091,3137891384.008091,Yes,iso,1989.2979007549266,195.1302467858999
21006250000.0,14914488636.363638,11322487236.161768,Yes,iso,206.59314260513082,307.8882051874357
490487215909.09094,9118068181.818182,5021751059.990926,Yes,iso,10.02678357626619,7.7794806103349385
75959375000.0,11658096590.909092,7042345402.469032,Yes,iso,428.8818431275694,66.4255460045223
56811079545.454544,26006534090.909092,4975005452.7196455,Yes,iso,1226.826893905204,146.26734842574885
8589616477.272728,5520099431.818182,4882299890.853861,Yes,iso,302.9854827288481,202.58451236745748
1796278409.0909092,1680553977.2727275,3144750815.4186106,Yes,iso,2282.26388118995,123.85114667097496
30524005681.818184,2760355113.6363635,3852784903.657676,Yes,iso,155.52967441863234,42.48926458941791
3450156250.0000005,2473849431.818182,4636000530.093385,Yes,iso,1065.599661519491,347.1300377832788
3352471590.909091,2224218750.0,10112513887.901194,Yes,iso,609.9774114262316,76.64874405327583
10556193181.818182,1023970170.4545454,9678481647.453306,Yes,iso,184.3395834848655,46.733626692291544
20150142045.454548,6764005681.818182,11541648340.15443,Yes,iso,1807.4246923630888,295.43674445306164
3157045454.5454545,1448849431.8181818,9219142971.247356,Yes,iso,506.75388060774753,269.7621347565297
52362073863.63637,9885156250.0,9727361480.238785,Yes,iso,361.408474706279,181.77817507516895
5757755681.818182,1570965909.0909092,5992426698.385517,Yes,iso,290.87400656434585,220.5042571390344
7499644886.363637,5251704545.454545,3742016958.713344,Yes,iso,1103.9925205319819,145.67125949560628
1094617897.7272727,1050936079.5454546,3247647745.8086243,Yes,iso,1194.9119286008304,319.17027130183425
26951704545.454548,4551704545.454546,3233795416.2298875,Yes,iso,272.0272451232197,154.85313508002972
202230113636.36365,4470170454.545455,4061521224.1021137,Yes,iso,14.45192480688213,6.782191701312054
12188309659.090908,3619602272.727273,6221124268.427809,Yes,iso,629.5147064556802,356.4766875760618
28293607954.54546,1455241477.2727273,4239161102.783764,Yes,iso,78.42489596502172,14.295290941598894
22476704545.454548,14812784090.909094,10071066947.90702,Yes,iso,177.29025354555392,344.8607966264907
2112698863.6363635,1012045454.5454547,3178515480.548542,Yes,iso,1130.6804522299835,319.24180933229485
28210085227.27273,20312926136.36364,4236482761.749992,Yes,iso,1885.9025009896613,448.3571345487737
64325710227.27273,34568892045.454544,4811698816.167502,Yes,iso,387.2972170444829,131.21869513977418
2125369318.1818185,1614588068.1818182,3179101131.14995,Yes,iso,931.2493328667144,259.0283593912634
14738352272.727274,2877883522.727273,5041830071.8130045,Yes,iso,306.09731576237147,94.5814124769614
12565071022.727272,3788295454.545455,5665677047.885728,Yes,iso,301.9231059668066,179.1907227032599
2786079545.454546,2179758522.7272725,3196405850.6200495,Yes,iso,728.7162607282206,285.0930261719372
5462045454.545454,2858394886.3636365,4863999803.749378,Yes,iso,100.73828339576276,90.1392329549831
4615085227.272727,1232623579.5454547,9571036031.782484,Yes,iso,792.465666796018,100.45417285355344
1791988636.3636365,1407599431.8181818,3749006862.30912,Yes,iso,172.63634477892435,62.244495662501556
5002400568.181818,1730411931.818182,3217691087.282404,Yes,iso,447.5787440212347,332.16931018644283
3651519886.363637,1486718750.0,3204606157.757189,Yes,iso,714.5580466205445,136.44449358139778
4707102272.727273,1339159090.909091,8736755576.403091,Yes,iso,297.80892603907853,128.27959648501445
4769900568.181818,4118409090.909091,3208406941.02124,Yes,iso,1599.2291591948465,320.5415932370025
5833295454.545455,2771292613.636364,4396444521.772645,Yes,iso,406.8993701987206,98.43518527398886
28735795454.54546,9417826704.545454,9157348529.564655,Yes,iso,660.9959939230539,142.349564128993
4768536931.818182,2651164772.7272725,9345534991.965849,Yes,iso,446.1381874069128,244.17254620964687
9922599431.818182,6575298295.454546,3276416536.2008185,Yes,iso,688.6116903940634,65.1708140610055
45015056818.18182,3664673295.4545455,3648758553.854473,Yes,iso,87.3473074018341,53.517258576306496
4126647727.272727,1276828125.0,3253989322.3197093,Yes,iso,502.57183325155313,138.56921987265088
95630539772.72728,16984943181.818184,5507458778.539079,Yes,iso,243.6563998437376,205.10891062100518
10151619318.181818,3154559659.090909,3293991337.50417,Yes,iso,334.8960351362846,125.61868182316948
23305255681.818184,3474062500.0000005,5412059819.850678,Yes,iso,377.4419713953469,111.2725086585221
2230014204.5454545,1207156250.0,7075236941.626342,Yes,iso,476.3452188661284,100.67975835492572
4459247159.090909,1072622159.0909092,3248242544.3582625,Yes,iso,493.5893486825499,157.34104047644587
13677968750.0,2549090909.0909095,7302177966.79903,Yes,iso,608.3759178548715,81.3704826294824
2643409090.909091,2284517045.4545455,4399714868.155143,Yes,iso,806.2665289000365,491.05181017561216
1308973011.3636365,1077911931.8181818,3275033285.2366323,Yes,iso,836.2784914177772,70.48975545880303
2699545454.545455,1485184659.0909092,3252057670.7695045,Yes,iso,1922.9354672676827,166.28460614928628
522511363636.3636,7856974431.818182,8425492816.024909,Yes,iso,18.571496267093924,1.5862271612784264
456872159090.9091,3655326704.5454545,4184375867.3951006,Yes,iso,3.2630955661417103,0.4883459932364934
4527684659.09091,1213772727.2727273,3277840842.5234404,Yes,iso,464.874068652353,154.79263017213
17800852272.727272,6321661931.818182,3506663690.3518486,Yes,iso,466.79717981455303,254.2651378859568
9526349431.818182,2371946022.727273,8921741130.398554,Yes,iso,272.3400287921626,152.46823984641026
1204809659090.909,39040056818.18182,13223367462.591043,Yes,iso,58.3973152672116,19.53498877242023
5526732954.545455,5405823863.636364,3828964301.945439,Yes,iso,1379.9941259238433,251.71658803767022
6100539772.727273,2986619318.1818185,3309370197.298375,Yes,iso,356.22089640556004,142.6547043417852
2431221590.909091,1596079545.4545455,4571064349.431133,Yes,iso,507.9755507077462,92.71793501980125
410789772727.2727,17504971590.90909,7095175023.595917,Yes,iso,84.6117517401733,12.075213930235718
1881661931.818182,1156690340.909091,10746557986.25779,Yes,iso,1117.3786935428827,371.17322629247883
28586931818.18182,2526278409.0909095,4000932383.339587,Yes,iso,66.58801680300022,37.24762535535185
141011931818.18182,2366903409.090909,8443650005.617062,Yes,iso,10.9705675096107,1.959131601514109
5630667613.636364,1810440340.909091,6806284920.510784,Yes,iso,631.0578830537938,311.76367974437505
28451562500.000004,4402130681.818182,6320162808.331869,Yes,iso,237.00717007930052,66.60017082555198
34814204545.454544,8944559659.09091,4750093842.937117,Yes,iso,718.1272419659272,229.46613002974362
5042613636.363637,1968366477.2727273,3440153945.1311226,Yes,iso,1520.828133832508,204.6712750771621
238998579545.45456,16897727272.727274,12295949459.16304,Yes,iso,139.8189737879564,28.19247762818369
13699019886.363638,1411200284.0909092,3303231667.4160466,Yes,iso,69.96006431377351,47.00769956203792
10059303977.272728,6968721590.90909,10242032762.158558,Yes,iso,168.4863264735145,132.61134349221635
1883153409.090909,1453892045.4545455,6575341787.102432,Yes,iso,1605.9381840171973,348.85742422647
6701519886.363636,4196335227.272727,7719212853.742811,Yes,iso,663.2582820342093,305.3545693844751
1628593750000.0002,12940071022.727274,8917121763.242193,Yes,iso,1.0997406085487758,0.7694869594586391
5935610795.454545,4696377840.909091,8098692607.010845,Yes,iso,142.22054215569813,57.13406633353137
1777215909.0909092,1559005681.818182,3323893853.7845345,Yes,iso,542.6278746973469,323.424427048122
4430994318.181818,1136068181.818182,3320270782.734591,Yes,iso,1312.5440475486282,187.39045325889683
6018281250.0,2093835227.2727273,9425304319.545591,Yes,iso,729.890499467189,278.53937431202843
4141463068.181818,1237856534.090909,11442279916.861166,Yes,iso,361.08175551502217,103.14920888857257
27510937500.000004,9210284090.909092,5418915335.107502,Yes,iso,757.3844741191225,304.20767577840775
4486235795.454545,4158849431.818182,5883815566.562064,Yes,iso,183.1966749452244,596.8817037443982
21773863636.363636,1916576704.5454545,9693957776.982555,Yes,iso,64.63030295502108,44.203665456329496
36106960227.27273,19538494318.18182,4396555243.240068,Yes,iso,1010.7396561975576,300.69627248528786
120415198863.63635,1535951704.5454545,8250584409.24342,Yes,iso,2.138400383016061,1.7287721522448558
5393465909.09091,3851775568.1818185,4458622034.8903675,Yes,iso,2397.542542313798,237.86817782492184
459803977272.7273,293272727272.7273,9060363773.547096,Yes,iso,657.1387368154856,283.38069662928996
7927116477.272728,3029218750.0,3420600447.2341294,Yes,iso,313.7540211900791,186.9016107753142
9833423295.454546,4030071022.727273,5696742382.410606,Yes,iso,672.8086103041366,323.11013586674056
10415724431.818182,4009303977.272727,10495942325.606909,Yes,iso,790.4879723011613,226.48337067339068
1827741477272.7275,2246306818.181818,13280586832.513298,Yes,iso,0.029764345743512544,0.012806377987320322
12350156250.0,2797826704.545455,3495075631.500808,Yes,iso,491.1334691496048,110.98380410206289
3087855113.6363635,2513735795.4545455,8859543649.787004,Yes,iso,521.6029472019218,280.14820892547715
11983636363.636366,1507855113.6363635,10297013584.82338,Yes,iso,122.11119649289887,81.81085750056714
3410497159.090909,1113664772.7272727,12291896704.956528,Yes,iso,292.7389665864998,361.4028550028505
23420880681.818184,9909076704.545456,4614765748.519797,Yes,iso,374.18497210693056,247.31621206877443
13133068181.818182,1817571022.7272725,7725803237.605042,Yes,iso,139.32239762868502,58.880946575539035
4054602272.727273,3494985795.4545455,10771603346.887775,Yes,iso,772.3535890157104,290.11895264764433
9363778409.09091,5189630681.818182,3851131962.657472,Yes,iso,560.1063875305325,142.9757009876921
379221590909.09094,2674346590.909091,9625482178.32468,Yes,iso,1.1666164124923581,0.376011267805028
4378735795.454546,3297727272.7272725,6060549210.195506,Yes,iso,264.76962885164806,117.98463783500766
18650994318.181816,1941860795.4545455,5440071790.890639,Yes,iso,262.26369542350034,42.590674720897866
11165781249.999998,3760056818.1818185,3443174015.829735,Yes,iso,395.66110590329464,257.7114616194766
36094318181.818184,12209857954.545456,4677378001.899084,Yes,iso,756.0123191242812,105.69946341743047
14466477272.727274,12267940340.90909,3678338595.401964,Yes,iso,1900.0178806692136,44.28632064363593
3177485795.4545455,1880000000.0,4077766125.152738,Yes,iso,553.1451204905571,270.5597897575397
16235511363.636366,7011946022.727273,3621188724.4103184,Yes,iso,248.07749577944625,288.2142800544707
3509204545.454545,2613011363.636364,13387666672.615566,Yes,iso,1656.2313413513234,52.167401133354545
28446022727.27273,1356376420.4545455,7954338877.691058,Yes,iso,18.869713387523156,22.553688536427895
33432102272.727272,7908877840.909091,6860261351.451905,Yes,iso,642.1614595621162,95.13595436865336
3024517045.4545455,2537500000.0,12211910965.293549,Yes,iso,958.089777598144,318.40574385577713
22882244318.181816,3832343750.000001,7558010106.689744,Yes,iso,228.17685603820416,95.02945902073569
3803934659.0909095,2179886363.6363635,11084162591.7975,Yes,iso,1326.3167533249234,82.15802948554168
23619602272.727276,4744545454.545455,9374322819.949802,Yes,iso,328.33756944058047,168.68369318698444
45489630681.81818,27956534090.909092,6084363835.703376,Yes,iso,886.1769268517712,258.20284109386296
753049715909.091,88379971590.9091,13675198212.977886,Yes,iso,167.03222880765557,129.88641179945847
18681676136.363636,1705724431.8181818,4955601383.282068,Yes,iso,66.7344437964871,49.15473726106782
2018039772.7272727,1443153409.0909092,3408918119.6574035,Yes,iso,437.1335149963195,105.52028177196502
2465994318.1818185,1802244318.1818185,5484785393.86627,Yes,iso,756.8697957001209,106.02844458752811
2656917613.6363635,1158308238.6363635,9856460349.390354,Yes,iso,942.2457722674832,320.8622088119523
2219900568.181818,1801633522.7272727,3473189180.3963013,Yes,iso,1063.1260193221658,35.03215409078344
20300710227.272728,18366193181.818184,7586711003.310861,Yes,iso,393.99584924723047,441.8958110721857
9748394886.363638,2349289772.7272725,8597152218.809507,Yes,iso,354.17892629783347,190.32111516204054
2168409090.909091,1212821022.7272727,3993008658.8892417,Yes,iso,1440.2921986642452,94.12682809038371
44866335227.27273,5120823863.636364,5832930016.500761,Yes,iso,203.98783910135435,55.43633241096427
19430823863.636364,3205255681.818182,6548796348.984996,Yes,iso,357.91351177867534,122.8706101359719
4055113636.363637,3299801136.3636365,3459388285.5983024,Yes,iso,914.3878052550391,104.23048129324607
13800170454.545456,3430625000.0,3457839430.435022,Yes,iso,555.0340529950874,258.7561261101704
3377301136.363637,2987443181.818182,3612024575.04108,Yes,iso,466.957560720312,110.5125274503148
5810426136.363636,2150809659.090909,8171224472.355999,Yes,iso,985.2827309660978,117.05554884457247
1511605113.6363635,1467755681.8181818,7665123164.290216,Yes,iso,1336.9719500322026,47.60756226562676
112695170454.54546,2392968750.0,7736292556.637985,Yes,iso,8.546666772720185,9.030385772112822
31606107954.545456,7899048295.454546,7400856243.748713,Yes,iso,189.15056733084558,105.12983592109859
8596860795.454546,2386193181.818182,3540162452.3029613,Yes,iso,395.3695577238835,172.82401258743963
1480639204.5454547,1458238636.3636365,3576436866.271703,Yes,iso,86.7601059352444,423.38124317898195
2983678977.2727275,1192559659.090909,8542727172.884824,Yes,iso,360.8813741290959,220.1903544280959
6369943181.818182,2520809659.090909,8531003928.05284,Yes,iso,250.06825904219295,133.6330610501054
731512784090.909,36722869318.181816,6060904411.219725,Yes,iso,32.716127354083966,43.57254833283047
4150468750.0,3732869318.1818185,3499766216.8737097,Yes,iso,286.64542946719513,22.156341812994956
16947869318.181816,3430610795.4545455,3548477333.126589,Yes,iso,582.0016819538079,85.96837612497382
8587414772.727273,3296534090.909091,3506696360.5622363,Yes,iso,636.4842340460543,316.73023149263395
21577982954.545456,5121761363.636363,6744359682.532228,Yes,iso,268.0848402624927,170.5809440234328
4187940340.909091,2567457386.363636,5501513755.032868,Yes,iso,1808.3393671721449,292.55846173565646
5428409090.909091,4809744318.181818,3532687809.431584,Yes,iso,710.1834890958268,232.0814005912111
2663465909.090909,1041887784.0909092,3509334961.4244533,Yes,iso,934.9963758295852,148.18959317172667
3789744318.1818185,3471803977.272727,3998806527.710599,Yes,iso,1459.7814355781015,232.07206409570728
11678650568.181818,2212528409.090909,4821285221.654011,Yes,iso,126.32089372625086,250.22296982311457
19968750000.000004,8946548295.454544,3932865310.416466,Yes,iso,843.5772564042389,413.94986845012266
4212017045.454546,1487997159.090909,3510969785.9405346,Yes,iso,810.8119997069041,312.0584226449717
4105014204.545454,3353948863.636364,8116104098.135664,Yes,iso,243.9923878734862,176.2102330379127
3607443181.8181825,2172755681.818182,6398921331.970733,Yes,iso,1956.515401375425,206.92647757921858
8153948863.636364,1881590909.090909,6602319769.115229,Yes,iso,261.7645490369878,197.23384000709774
1257436079545.4546,22878977272.727272,11798123933.035316,Yes,iso,11.145131311110637,4.360073670263027
7634218750.0,1534801136.3636365,3946937934.954904,Yes,iso,218.56661760123194,89.12924088014248
6455951704.545454,3426633522.7272725,6712652106.884361,Yes,iso,1129.1720559296318,404.4318114697395
115726136363.63638,2249801136.3636365,6038826174.018442,Yes,iso,9.500426042625989,3.7710130230753505
4999801136.363636,3037982954.5454545,8196178135.05813,Yes,iso,1289.8475627350088,236.35998108454888
20880965909.090908,3866974431.818182,3524293856.024907,Yes,iso,558.4312627177416,176.74691128287773
20688068181.818184,2713934659.090909,3760096062.101626,Yes,iso,149.319906217202,77.27916150203454
418857954545.4545,14429119318.18182,6586165295.013816,Yes,iso,11.092248220193195,8.653220836820722
6198806818.181818,3070071022.727273,3543808301.0472717,Yes,iso,559.6733051864155,162.89114810476406
41515056818.18182,40006534090.90909,6054851362.232822,Yes,iso,142.01984418829718,262.4380892174663
4822471590.909091,1675852272.7272727,3551714391.609355,Yes,iso,1200.9549990108824,128.8260751449503
8177826704.545456,1816690340.909091,6180028999.453576,Yes,iso,220.4304750143595,180.9499385753495
6724389204.545455,5563053977.272727,6307798226.225403,Yes,iso,606.1368059534245,104.21395044553255
8494431818.181819,1427428977.2727273,8698288357.15875,Yes,iso,487.55536332493307,89.15723512631008
421066761363.6364,3788536931.818182,4644849694.51778,Yes,iso,7.799176352872072,0.7329877074214852
6331633522.727273,2424914772.727273,3621399174.6132617,Yes,iso,1174.8209739012634,459.83754337142153
9691022727.272728,1807514204.5454545,6093669750.481964,Yes,iso,174.85654336435832,78.99445072937156
58420454545.454544,4503110795.454545,4013612860.4776826,Yes,iso,453.54686185277524,58.085413323809114
12980071022.727274,1607045454.5454545,3580388010.4558406,Yes,iso,171.84366968971818,80.50059472912272
6409417613.636364,3209659090.909091,8916797064.70457,Yes,iso,823.8562391217486,156.79575292984916
9471960227.272728,3080625000.0,3723348468.5185966,Yes,iso,220.1003560023449,105.02055502680832
46009090909.09091,3675014204.545455,9931967292.412292,Yes,iso,60.08512133837169,82.16540272197577
209785511363.6364,4714417613.636364,5829137339.162502,Yes,iso,7.356301380161583,3.3670310053395465
19774573863.636364,2356590909.0909095,12320906998.485178,Yes,iso,323.3563638885296,101.38879569453535
2399900568181.8184,36728551136.36364,11170336226.54183,Yes,iso,3.514273989832811,3.694521313580636
3323920454.5454545,1633806818.1818182,5809308287.76563,Yes,iso,1392.581889337818,173.49114070653937
5123750000.000001,3335880681.818182,10658500340.429647,Yes,iso,730.1809695287016,177.78373016230438
12624616477.272728,3803678977.272727,10440721212.772846,Yes,iso,1289.764970148682,205.77229528647806
1525866477.2727273,1237359375.0,5280618799.008968,Yes,iso,1748.3482677378897,35.06764517595043
14807670454.545456,1079187500.0,9785698773.563011,Yes,iso,58.00301460373757,24.813971633615008
7956093750.000001,4462159090.909091,4894940284.262526,Yes,iso,339.63245327997976,91.25857534169197
1915170454545.4548,41356250000.0,10062158604.676935,Yes,iso,10.20549949191486,5.423456126088169
25227840909.090908,14753835227.272728,9821837089.900145,Yes,iso,737.6064604592174,285.3560518484386
11135241477.272728,10282258522.727272,3632840170.980915,Yes,iso,1034.4598403683294,386.72886765810426
57268039772.72728,1766278409.0909092,9836265417.442465,Yes,iso,11.274850433427714,12.905159999516782
40122159090.909096,14216051136.363638,12683703757.208994,Yes,iso,390.94306932162226,105.740621457994
1316646306.818182,1112383522.727273,3669461732.186308,Yes,iso,196.90337459933224,43.88083121467045
29382954545.454548,2715923295.4545455,6173931222.91195,Yes,iso,125.5524635297146,59.39304055072769
23686647727.272728,7391221590.909091,5524047578.057662,Yes,iso,396.1055658998539,106.63193622595719
76949573863.63637,5297940340.909091,8512478796.861621,Yes,iso,50.895874285906224,54.443128281920714
72957244318.18181,10485937500.0,13217344783.717154,Yes,iso,506.84026335108996,139.06843348066437
14845170454.545456,8491974431.818182,7539599661.9361725,Yes,iso,950.7577697701731,331.27369751687695
136477982954.54546,126560511363.63635,6365767144.233301,Yes,iso,1471.7161858139789,393.9088276491373
9836832386.363636,1642656250.0000002,3836963091.466094,Yes,iso,216.17810439820923,88.37092220125429
14535227272.72727,2901917613.6363635,7022213662.81834,Yes,iso,374.5473799463637,87.33802857720065
4869872159.090909,2563607954.545455,3810200473.4928265,Yes,iso,257.7423965261658,124.72238992256057
272119318181.8182,1796775568.1818185,6158915727.355277,Yes,iso,0.6856521251204701,0.6566146359049951
2987002840.909091,1939019886.3636367,13171515566.968924,Yes,iso,1695.9903693741658,270.3819487140913
6051434659.090909,3412642045.454546,5308477387.716308,Yes,iso,373.69169049471105,225.40067726122714
428974431818.1818,86911363636.36365,5359992656.266636,Yes,iso,291.82967364469613,124.59163566210613
9149446022.727272,3900625000.000001,7741733638.224954,Yes,iso,664.3370130320322,260.99167026589936
26032812500.000004,11608764204.545456,4258866573.436662,Yes,iso,744.2863234609127,428.86877212672385
2086917613.6363635,1555440340.9090908,5778185564.084904,Yes,iso,933.7976436067689,90.48109356412672
5349687500.000001,1508522727.2727275,7045330676.582073,Yes,iso,994.6933721379693,104.60746329408224
10866519886.363636,5083110795.454546,7878802449.945358,Yes,iso,613.758766409388,335.26458866658686
11668849431.818182,5792400568.181818,7666645780.569808,Yes,iso,1156.4733895873092,143.15577039297318
7182684659.09091,1537642045.4545455,7057521544.283842,Yes,iso,352.5658153309911,179.96059465476452
6856292613.636364,2816434659.0909095,10209070562.036308,Yes,iso,513.0228327676294,216.31142779560577
3638309659.090909,1359362215.909091,3760116699.819795,Yes,iso,195.04191171298064,393.0555676444351
13303494318.18182,4233338068.181819,3985046579.427728,Yes,iso,1050.21547813454,105.71629688643723
17215340909.09091,5442926136.363636,5409722950.436124,Yes,iso,1397.9855438613454,138.53029252706995
49196448863.63637,26339346590.909092,4579130415.405211,Yes,iso,833.2021688164348,105.37151802589887
6336718750.0,3741065340.9090905,3862792639.4604263,Yes,iso,572.4720657055475,139.16880350676107
54599715909.09091,53782812500.0,6664053333.026349,Yes,iso,1083.1968706613718,341.26191196915767
8416164772.727273,3707059659.0909095,7499164027.456133,Yes,iso,314.71084171532857,106.32939288247036
3423238636.3636365,1990710227.2727275,3792687718.590196,Yes,iso,2201.1175012437902,185.21354898493368
60053835227.272736,2830610795.4545455,7071337582.430749,Yes,iso,25.68034261676292,14.182073974025824
4346392045.454546,2984531250.0,3762830605.547474,Yes,iso,779.6765879762676,115.54950276086096
153036931818.18182,63169886363.63637,10882291790.618317,Yes,iso,213.00773590010888,114.96135808066639
146071022727.27274,5106306818.181818,6653401488.833603,Yes,iso,24.726502893979053,21.567027141624692
3799687500.000001,2849204545.4545455,3768251147.6264167,Yes,iso,97.40881110592998,47.09096256750979
21241051136.363636,6252727272.727273,8642118656.243486,Yes,iso,434.7844742450184,221.48729167010427
153375000000.0,31384375000.0,8363444185.85708,Yes,iso,281.98470830977425,138.55462778543603
48007386363.63637,21012926136.363636,6384564494.628329,Yes,iso,1565.7911011866813,204.1437240501226
2965539772.727273,1650042613.6363635,9777281965.254225,Yes,iso,684.1584291461411,93.99878017022483
13572031250.0,2976576704.545455,3752994859.4644666,Yes,iso,201.7689003546357,96.86293402198856
