M1,M2,t_merger,Merger,Type
6.253266598761464e+39,3.5577849567132e+39,639758388891.6887,No,iso
8.925983207346908e+41,4.1835409323568836e+39,31465069132.575935,No,iso
3.433594073169744e+39,2.6522732696023284e+39,5981186486.47928,Yes,iso
2.73187180223871e+42,1.1974690046027983e+40,17612201036.968113,No,iso
1.040003324629379e+42,5.6653017084444e+40,19860435344.882812,No,iso
9.371228849416283e+41,7.166522916363038e+40,45104221546.95968,No,iso
4.708322969254182e+39,4.1998097403898684e+39,6369823050.88004,Yes,iso
2.6341685717739553e+40,7.678538458067786e+39,7401147691.699262,Yes,iso
1.9109183746576083e+41,6.891054713679542e+39,54223078832.54304,No,iso
2.921352575797871e+41,4.775488291307023e+40,101294020367.30312,No,iso
8.958662045704828e+40,4.3356373407902506e+39,77162240696.973,No,iso
1.011722148442874e+40,2.2295667053286488e+39,284100405673.5797,No,iso
4.901515064645868e+39,4.0443522414080207e+39,8340104703.698751,Yes,iso
6.381496439854776e+40,1.8454816134582724e+40,24360738674.4034,No,iso
7.064560421572983e+40,4.109681673665472e+39,45781805073.12213,No,iso
2.5018545819973636e+39,2.034572613491643e+39,9548141604.365358,Yes,iso
2.9124555714048324e+39,2.8393871575483576e+39,84240072419.53854,No,iso
1.705970935683756e+40,1.2038776722116247e+40,102215624755.73068,No,iso
1.2679445771790166e+40,8.341548874328668e+39,755057228541.381,No,iso
1.7831630404652585e+41,8.298080652865539e+39,17220262094.528893,No,trip
2.590403783497725e+40,4.86143617818961e+39,128261320232.8772,No,iso
3.8252882221305477e+42,2.851193341155627e+40,12662860288.976013,Yes,iso
1.4342168792786239e+41,7.854360211549255e+40,10865255024.973522,Yes,trip
6.667076158642106e+41,2.953664236196714e+39,85952374183.47835,No,iso
1.8196096895724851e+40,5.855782335830589e+39,258345587916.38925,No,iso
3.4571499514675022e+41,2.1342529560437392e+39,34644014650.11476,No,iso
2.9716559561915246e+39,2.889972982525917e+39,104853838594.20601,No,iso
5.04395186830965e+40,4.6950763182689923e+39,7996760071.030522,Yes,iso
5.322188027915424e+41,1.0767324183205119e+41,66983725901.67592,No,trip
1.7408895595920514e+41,3.654663448992949e+40,14267566419.373426,No,iso
5.66151695102006e+41,1.600480708040714e+40,79129273599.56006,No,iso
2.340773611349948e+40,9.733209828150179e+39,56875945005.20829,No,iso
2.0898074763202956e+40,1.050877441109759e+40,56978395969.98744,No,iso
1.2413495951584302e+40,4.126882548825345e+39,25994170371.91947,No,iso
7.307914675066369e+39,3.997353462646066e+39,6003437697.266644,Yes,trip
4.4773962774526586e+39,3.99235419351093e+39,1355003551894.2798,No,iso
1.123214323493918e+41,1.0709536021337957e+40,75437818377.97002,No,iso
4.544279154921593e+40,2.3967287078675602e+39,110762985752.33119,No,iso
6.194941792184881e+40,1.015362859129422e+40,21705977500.27143,No,iso
3.130220345596338e+40,2.774636736687913e+39,214092737580.0546,No,trip
4.348601547191535e+41,2.6270142504636173e+41,38853973832.08402,No,iso
1.3636904666773024e+42,9.737361763533597e+40,29479531923.047,No,trip
2.0265455384170355e+42,1.5440313335012663e+40,16893653450.09325,No,iso
5.900691024671638e+39,3.020321157998524e+39,8136691672.4063835,Yes,iso
8.649724159828475e+40,3.338297270559869e+40,84769810386.11896,No,iso
6.908199099922634e+39,3.9309224965113817e+39,6080025328.12103,Yes,iso
7.251990647452985e+39,4.663696724997038e+39,6326210669.216322,Yes,iso
1.4169990574437158e+41,2.0480113267938893e+39,384812585641.51904,No,iso
5.3551210663988605e+42,1.0994183672998397e+40,15410136301.68726,No,iso
5.43030781463463e+41,1.6463129906711365e+40,7454926795.120223,Yes,iso
3.4716111141634875e+39,2.735088846049399e+39,24960807214.01869,No,iso
1.171650745187953e+40,6.20717164266801e+39,294338825340.9206,No,iso
4.798874702854437e+40,2.422665594007646e+40,123372392157.47708,No,iso
2.0466753639120144e+41,3.7101638097304727e+40,16054989898.797678,No,iso
3.87033813326355e+41,5.468381344545155e+40,8083367470.804551,Yes,iso
5.4232184555785904e+42,7.211855272079947e+39,30482389178.625412,No,iso
4.569275500597271e+40,1.2013441442939882e+40,6497453109.281353,Yes,iso
2.7598083960328494e+40,1.249193081253499e+40,35891041046.406715,No,iso
8.970637696062443e+41,1.9434107995901514e+41,10074012249.103739,Yes,iso
1.7977343565489675e+40,5.537806223269244e+39,45584605956.00643,No,iso
1.1474537176847283e+41,1.344794924013993e+40,16687445234.060413,No,iso
1.080664046928483e+41,7.043546544530378e+40,7478552155.606451,Yes,iso
1.2523903539433147e+40,1.1368705191257715e+40,43737927328.50524,No,iso
4.5113461164381565e+40,2.0017638506251253e+39,110091408893.89911,No,iso
5.090357513445401e+40,4.997405000881946e+40,192857059238.74365,No,iso
5.691314854622141e+40,1.2345031384445493e+40,63663314134.169975,No,iso
2.5895112586125823e+42,1.4448085511750978e+40,17912929324.30602,No,iso
6.58833060864912e+39,3.630966348403238e+39,8921472136.20699,Yes,iso
2.1492535878949856e+41,3.342025539067427e+39,54780064752.438896,No,iso
4.554447159942208e+42,4.562355608291575e+40,8406613805.008289,Yes,iso
1.571586627107133e+42,5.491287600299931e+39,17362813799.28741,No,iso
8.87689433866405e+40,6.736077370490335e+40,74094381467.56656,No,iso
2.7491432885445605e+39,2.586528643806535e+39,6048181491.606548,Yes,iso
1.3035354191970083e+40,3.675338392534866e+39,26976310779.49579,No,iso
2.516728113785852e+41,5.198675011373342e+39,22913461120.404358,No,iso
2.2964043916641586e+40,2.039046535700714e+40,8837459031.282753,Yes,iso
2.041424719097202e+41,1.9898475136301324e+40,63128165461.25502,No,trip
6.511336215076352e+39,3.951145528719049e+39,25159392058.82819,No,iso
1.5352812002918594e+40,1.0824265011320563e+40,6751676219.91481,Yes,trip
8.084128880556764e+40,2.3852868777735292e+39,37234266164.59783,No,iso
3.2045032711636094e+41,1.2514978290581718e+41,21034242710.539436,No,trip
7.08195900794159e+41,1.650363246004348e+40,16585679819.669281,No,iso
1.696935533444604e+41,9.049665690639333e+39,17453300773.99211,No,trip
1.1039798473299213e+41,4.549476135265463e+39,44360838246.78051,No,iso
1.0310893735613066e+41,4.3136349077039756e+39,43082527972.909996,No,iso
1.2661651763004089e+41,6.200223505903923e+39,21425908663.41688,No,iso
8.997300464783165e+40,4.073924189342976e+39,599268530553.0319,No,iso
4.028365877958942e+40,5.0603901430929775e+39,60948973376.92919,No,iso
2.5149967284865085e+39,2.3228920447428607e+39,39643612275.78484,No,iso
1.1321395723453466e+41,4.837371899640821e+39,84013332321.25812,No,iso
6.99677372143555e+41,2.1962806111153298e+39,73513819266.15811,No,iso
5.6686063100761e+39,3.1751572788957784e+39,6051745841.049344,Yes,iso
3.0721214946868796e+40,5.825701987644602e+39,361654807290.1976,No,iso
1.2180168480819577e+40,6.722068119128599e+39,25303374928.940655,No,iso
1.2682128995337272e+41,1.9987049757814237e+40,42473493464.06982,No,iso
4.1910822027471736e+40,4.9577215368431566e+39,190895466056.01065,No,iso
9.701858479336615e+40,4.8434444581948e+40,213317879560.888,No,trip
1.0546226562923522e+40,4.3682879346897814e+39,10923619168.311016,Yes,iso
2.693803921219863e+40,1.9402615424796e+40,64809020270.36255,No,iso
4.003030598782576e+40,3.158549537362107e+39,12151859978.496008,Yes,trip
2.0331914594763428e+42,2.4459277299381414e+39,57183137342.674614,No,iso
2.379739666145616e+41,9.813367601062693e+39,10958516957.719492,Yes,trip
9.158661055568648e+40,2.752010101071206e+40,19103915163.441036,No,iso
2.4586349117680713e+40,2.8745515082446516e+39,75596734018.1122,No,iso
5.8059591112295754e+41,7.564798024128851e+40,14385263732.559792,No,iso
6.756921780782596e+39,4.5689083226381934e+39,6139138839.216278,Yes,iso
6.577400003251959e+41,5.808924779360588e+39,58108463539.09543,No,iso
4.441299859629475e+40,4.289316429029671e+39,31313514519.993214,No,iso
6.569576288277764e+39,6.14384756695629e+39,25753986777.683796,No,iso
3.3018336747776072e+41,1.3364204421011808e+40,6694811740.696717,Yes,iso
7.346863783187001e+41,3.4812424744746817e+39,27506202482.080746,No,iso
8.545417374991998e+39,2.7088949353379587e+39,219063356167.80157,No,iso
2.602246684900903e+40,2.530392782755223e+40,662539762073.6082,No,iso
1.4940075732456793e+41,1.1589718078164142e+41,6790232695.762244,Yes,iso
1.8145172137246604e+41,7.993548902498118e+39,6686611169.071717,Yes,iso
1.0201305237057548e+41,5.03590219766833e+40,89831664060.77321,No,trip
1.9942451758015483e+41,5.312500178687449e+39,88966005879.55777,No,iso
2.3380536700069334e+40,3.269098347502905e+39,23871956532.695187,No,iso
9.61130674573636e+40,6.389150688078628e+39,23499808460.838005,No,iso
2.2921874940264423e+40,8.462491645157205e+39,8396352713.213656,Yes,iso
9.6505382984409e+40,2.8736194411177617e+40,133255920601.01172,No,iso
9.045457266339134e+39,3.734510532863167e+39,110673139904.3524,No,iso
8.653904339670284e+39,4.5997230267423354e+39,13773669398.338116,Yes,iso
9.947867711918718e+40,1.4266275933090703e+40,219204148106.05368,No,iso
2.7429153854694335e+40,1.3665262102997184e+40,6868117060.786355,Yes,iso
9.14222278078532e+39,2.8065727457901614e+39,274875225985.13727,No,iso
1.4123302484717498e+40,2.1866520752499753e+39,17129270116.43514,No,iso
3.51095564470159e+42,2.0360356764362762e+40,27102229079.33946,No,trip
3.626136546018446e+40,7.307660474940853e+39,47215855423.510445,No,iso
6.811151140892543e+39,4.9953713998778224e+39,755269509947.0137,No,iso
1.3196827760589128e+41,1.1520914577524646e+41,11300159218.354584,Yes,trip
4.561875452498934e+40,7.01807004306206e+39,44696320814.50839,No,iso
4.51007511581058e+40,1.6763792166279273e+40,57956359576.79771,No,iso
4.45666484499396e+40,1.820078547581769e+40,44486884679.98809,No,iso
1.0970288861199951e+41,1.6254544581496803e+40,12656063792.992273,Yes,iso
1.8383188188104167e+40,1.4067463190479287e+40,7446212201.645354,Yes,iso
1.969175394534054e+41,4.3541939499528727e+40,105564685297.26115,No,trip
5.3446988612527306e+42,2.1902221747905472e+39,22202929338.075207,No,iso
3.869067132635974e+41,1.6819631460517484e+40,60914651674.54576,No,trip
1.721674854548928e+42,4.4978170208690605e+39,50828161572.80277,No,iso
1.5372413657041667e+40,7.07249711438074e+39,145409195793.92557,No,iso
8.750811076408423e+40,8.46509013532914e+39,8129677347.197546,Yes,iso
6.6588852657088326e+41,4.096209067013157e+39,56715456184.69594,No,iso
1.6579723030947748e+41,1.9638965052608516e+40,10933304552.751303,Yes,iso
4.275448399959888e+39,4.023649053407713e+39,25545272448.541718,No,iso
6.621348380507729e+42,1.133435992985475e+41,11058341559.463337,Yes,iso
5.926704170849378e+40,1.3023378541612469e+40,906630801160.9866,No,iso
7.065746688825387e+41,5.893658154532379e+41,7252235577.863082,Yes,iso
1.3553668247895934e+40,6.514245394290583e+39,6348357965.652764,Yes,iso
2.1381732868683542e+40,2.1619212274831684e+39,10685646567.852507,Yes,iso
4.0168138944771875e+41,4.106461805408944e+39,74992865588.3472,No,iso
2.581933270426385e+40,4.8812072990630277e+39,125847767379.96222,No,iso
9.323834648236861e+40,3.248649359628113e+39,126688100031.44257,No,iso
1.8083514484579933e+41,6.97841482348166e+39,83204172945.0488,No,iso
2.6674348948664013e+40,6.079619668576073e+39,799309402369.6517,No,iso
5.357606578737233e+42,4.817685512142575e+39,12794876500.376528,Yes,iso
1.0522275262208295e+40,3.897565791152086e+39,44086785639.39612,No,iso
3.7966200968640915e+39,2.3687977629650984e+39,1731753025185.5593,No,iso
1.4071586881404317e+41,1.204837983796905e+40,14782492429.540712,No,iso
3.681326217713673e+39,2.4715567514817698e+39,19452277660.3796,No,iso
1.2535173078330995e+40,1.1300918491120282e+40,6908288893.409249,Yes,iso
6.522408042765466e+40,9.10581567391984e+39,34462281308.471115,No,iso
2.668810399990023e+42,9.309938374708686e+39,11677706547.076874,Yes,trip
3.830795891516714e+41,1.7781355268717321e+40,20426888444.23949,No,trip
8.652859294709831e+39,3.300647407525202e+39,97488259177.39607,No,iso
1.6119564314848137e+40,3.1465456425461036e+39,116383309748.79132,No,iso
2.4862099764948113e+41,5.011668452369197e+40,10155818601.495455,Yes,iso
1.92551228630803e+40,3.5599880244676674e+39,23755455988.622456,No,iso
4.543968465879296e+40,1.0800228977230163e+40,14572179656.488733,No,iso
3.314120014177517e+42,7.662354383409974e+39,27962956037.12964,No,iso
1.1493771653011282e+41,3.977836541898164e+39,251751380518.8336,No,iso
1.1256885380489342e+40,6.689897681021708e+39,17521640049.787716,No,iso
1.332234613367694e+40,2.864863659016676e+39,36904120549.55494,No,iso
1.049267506981495e+41,9.318976601393677e+39,309317537855.92346,No,trip
5.856234247164838e+40,7.968072401029799e+39,32807447200.098637,No,iso
1.3730591535254635e+40,1.3135932708299e+40,149978934009.12442,No,iso
2.8164131150934457e+43,6.527379067442211e+39,23592735805.700752,No,iso
2.486594101128924e+40,1.6085586231404248e+40,25951812564.522068,No,iso
3.1922734206804804e+40,9.852683887142405e+39,9375379468.951479,Yes,iso
6.235642056725733e+40,4.160154520809469e+40,54821461234.99644,No,iso
5.732692986164365e+39,3.879461093323713e+39,6231335026.087705,Yes,iso
3.692143845277272e+39,2.116885438579361e+39,17441309941.985905,No,iso
5.863803762013518e+41,3.082826144416916e+39,42804402690.13941,No,iso
4.633418665602318e+40,4.4447174390947376e+39,42639866400.5449,No,trip
1.5242828081945605e+41,1.429251503493557e+41,25759528742.659595,No,trip
2.5521692601743735e+41,7.178583300095823e+39,13952081390.230358,Yes,iso
4.19755018371862e+42,1.4956711718448855e+41,10734779871.171108,Yes,iso
1.6771983059212545e+40,7.458259927079518e+39,6416669033.223315,Yes,iso
2.698650670279689e+40,1.1335546197107155e+40,38547107854.88228,No,iso
8.529459256001312e+40,7.924943113067358e+39,32849078778.86978,No,iso
2.1152642066677407e+41,4.3603794863404136e+39,38282348085.593254,No,iso
7.530085584766807e+40,1.9161097061098002e+40,94987256247.41264,No,iso
3.3863975831990557e+41,7.120484449186363e+39,47054092357.73388,No,iso
1.1582685208024883e+41,6.811574807768401e+39,49131618679.97771,No,iso
1.2526784474188987e+41,1.0155718681215125e+41,18178096838.82209,No,iso
1.9080911043727095e+42,3.734482288404777e+40,30595391921.62863,No,iso
2.14695731342783e+40,8.554766290719287e+39,94867501804.89345,No,iso
2.4096448986895806e+40,2.0808313874437636e+40,13816615027.585209,Yes,iso
1.0330297678527407e+40,2.663932582025967e+39,6206336214.701468,Yes,trip
1.335197457052868e+40,2.1970262648168417e+39,26137425840.158657,No,iso
2.2846236280694403e+42,1.326162054813716e+40,29238887309.385258,No,iso
3.638535863251918e+40,2.9365480944120123e+39,419473677903.81757,No,iso
1.4655625792005088e+40,2.286586617927587e+39,135555229677.51634,No,iso
1.544438053702091e+41,7.141696037437702e+39,13268482589.059423,Yes,trip
1.160770979815895e+40,8.696525227381694e+39,43635301536.39768,No,iso
8.480539854068798e+41,3.989445014296699e+39,33450861410.262413,No,iso
1.0182776872353316e+41,9.263645707406498e+39,7194184407.351038,Yes,iso
2.588751482681875e+40,4.691743472178901e+39,54101968604.007065,No,iso
1.1537804763642223e+41,3.9440279252046183e+39,29646668721.80698,No,trip
1.2501703395138137e+40,1.1962516684461634e+40,10068340593.631783,Yes,iso
2.3358477778066277e+40,5.1940146757388937e+39,18632396479.511684,No,iso
9.0164219631136e+39,2.5928045624609258e+39,79932815753.53981,No,iso
1.714766260026588e+40,1.1016327328376623e+40,6246692306.348916,Yes,iso
1.8685601604092294e+40,1.1709474581740272e+40,6750572259.543228,Yes,trip
1.873932256395121e+41,1.3730167868378778e+40,45604035454.07683,No,iso
2.256890394375713e+40,1.4622382064479355e+40,7376541543.640179,Yes,iso
1.435216733105651e+41,2.0454608522012183e+39,47264139063.72908,No,iso
3.634751105827578e+42,4.4891459721431465e+41,8560191703.795345,Yes,iso
2.7649969030392025e+39,2.5327398972474817e+39,6196451328.278855,Yes,iso
1.4679633581637095e+40,1.2613551450364902e+40,90471568394.4414,No,iso
3.0386800559524123e+40,1.0038871356853224e+40,24240063614.895664,No,iso
1.274494467079796e+41,6.153902594143342e+40,9041055051.23294,Yes,iso
1.3250915898407122e+41,8.251449052062662e+39,30712333417.0319,No,iso
1.0424492947260047e+43,2.1517193291124846e+39,54658203836.09714,No,iso
2.6101946754920165e+42,4.9080677789924865e+39,13829086332.581066,Yes,iso
4.466832850014575e+41,7.76807339116598e+39,33798593948.908264,No,trip
1.08265528124502e+42,4.90589295569641e+40,16183733235.044289,No,iso
5.827142455022523e+39,2.3591409826413533e+39,488643856574.723,No,iso
7.591912704183825e+39,2.2475556008776204e+39,69044809182.12595,No,iso
4.070308898668979e+41,7.178837500221338e+39,8671638026.425844,Yes,iso
1.8618097348538767e+40,6.397624025595808e+39,9222519598.45642,Yes,iso
3.256331852310355e+40,6.339214485644052e+39,150660419533.433,No,iso
1.0054095119925755e+41,6.610022352693099e+39,7654339962.731789,Yes,iso
5.641689341229861e+40,6.178701228610287e+39,169063611062.3341,No,iso
6.172035536430106e+39,4.504059046173382e+39,6217351994.472338,Yes,iso
5.235788229698586e+41,5.0033080926855804e+39,35457289087.60738,No,iso
8.898529593791248e+41,4.00130768682075e+39,25515392494.96522,No,iso
6.949859676048766e+39,5.954637940197679e+39,71248793050.06017,No,iso
4.357526796042963e+42,8.240687913415844e+40,14897455149.902843,No,iso
7.370702106068667e+41,1.1434514779307807e+41,23208775155.297554,No,iso
2.17017708267074e+40,1.4206115236718734e+40,16254897795.296474,No,iso
1.0088920537121362e+41,3.012892865441797e+39,50996901983.90762,No,iso
5.309167332597359e+40,4.1364009313029774e+39,163796104660.57697,No,iso
3.8765519141094815e+40,4.076353212764567e+39,399697534416.2406,No,iso
1.8139833934610783e+41,2.2640305934568558e+39,14364415984.88908,No,trip
1.621570845120973e+41,4.8436139249451436e+39,39152500646.54713,No,iso
1.6988420343859693e+41,5.412570294765335e+40,55215712783.35442,No,iso
8.862546153801625e+39,2.6934254454774288e+39,35462719639.64687,No,trip
1.2695375646322462e+40,2.0680422966845013e+39,6250568464.105316,Yes,trip
2.8538483202443436e+40,2.555047370484375e+39,34853779529.03164,No,iso
2.6460623132022363e+41,1.6534983808857043e+41,44488258464.30636,No,trip
4.364644399557394e+41,2.3915656208737588e+39,42700089581.628876,No,iso
5.107247699562979e+39,2.3397003219311053e+39,34757356107.11447,No,iso
9.13555708860514e+40,1.0331060278903952e+40,7405528916.60141,Yes,iso
2.2499761509616946e+40,5.807456067524276e+39,35616757964.57526,No,iso
3.523693895435749e+40,1.1770115433904885e+40,188904835170.07605,No,iso
5.482136395781376e+39,2.855204054247092e+39,110747005905.94633,No,iso
4.530269903559857e+41,1.0462453499337011e+40,42602719913.2815,No,iso
6.861708721411712e+40,1.6029012581247884e+40,153348876706.98245,No,iso
1.3730083135003604e+40,3.246022624997787e+39,6248943710.648888,Yes,iso
1.3672323217594833e+42,4.931623657290245e+40,24595422186.02711,No,iso
7.995808459169366e+40,1.0072425773421251e+40,107078285730.20392,No,iso
7.736665553435635e+40,3.4835867645211015e+39,43633081749.62225,No,iso
2.7442061572178836e+42,5.357211156319765e+40,37613215189.00146,No,iso
1.5729932011349848e+40,5.1615335485897064e+39,945640427184.9271,No,iso
6.5298080908638034e+41,3.172332833056719e+41,27728112824.904022,No,trip
1.0200373169930658e+41,1.0908970142033964e+40,53684454208.580284,No,iso
1.72242050825044e+40,4.412490512071065e+39,39813174263.27321,No,iso
4.100219780104622e+40,1.0007858941540346e+40,62389997024.231384,No,iso
3.406761837698676e+40,6.33204039321284e+39,14481313082.086992,No,iso
2.0849070627895267e+41,2.3548704205326953e+39,80298074849.97499,No,iso
3.915529266688506e+39,3.617437252834142e+39,404924951306.2343,No,iso
1.7690295134866037e+42,3.0049844170924294e+41,18548701979.50636,No,iso
1.6548428171050967e+40,2.1014328953938653e+39,103565420041.45238,No,iso
6.930286266384083e+40,3.414698530506434e+39,80164854410.1485,No,iso
4.115951943428184e+40,8.47356347284632e+39,40547992876.75851,No,iso
1.1607992242742856e+42,2.151685435762416e+39,43689819535.96408,No,iso
6.653942485490478e+39,3.6562451386628223e+39,18037792641.87567,No,iso
3.313442147176143e+40,1.203278889693744e+40,9007893020.154387,Yes,iso
8.759340902842384e+41,3.7000522936266387e+40,21712754132.723564,No,iso
5.390172439261592e+41,1.8246823942994366e+41,44134642052.56549,No,trip
4.8980127518054335e+40,2.0696070396793403e+39,929413886231.1501,No,iso
2.0344483378747247e+40,1.266498460909418e+40,18373227112.641865,No,iso
1.1596440259261103e+40,4.027151366248147e+39,1489749065047.0256,No,iso
5.792062837701401e+39,3.780718466790185e+39,6283920321.408956,Yes,iso
5.153907544824245e+41,3.5632643816409765e+41,38372085245.12036,No,iso
1.501077161180846e+41,5.761191644680478e+39,42472929860.68047,No,trip
3.2060284719167015e+40,2.1275110038259037e+40,106901762528.03604,No,iso
7.412249704361234e+39,5.977487707035672e+39,13669400955.204506,Yes,iso
2.3918311187826307e+40,8.713556635791224e+39,960557301060.4772,No,iso
1.4611423214623803e+41,9.303074971319772e+39,48650792092.66913,No,iso
6.841570422579216e+41,1.3187252889194715e+41,25218815080.04284,No,iso
1.553148644669751e+42,2.6919454358577615e+39,43349616892.36456,No,iso
3.435684163090648e+42,7.192423084707216e+39,40133864718.44765,No,iso
1.0257342242504493e+40,3.636389284414232e+39,6311903890.155889,Yes,iso
2.1116912826813303e+42,1.5272738963381248e+40,18911646471.059376,No,iso
1.5397833669593204e+41,2.0200634352163935e+39,30208633805.173466,No,iso
4.750350723339391e+40,2.2296486142579816e+39,15574917309.834827,No,iso
3.2308553508420364e+40,7.336046155623404e+39,142152137011.16803,No,iso
3.5958867310821155e+41,2.8842111130142352e+41,34210414542.83882,No,iso
3.0800864319530275e+41,9.327223983243733e+40,41427278001.99702,No,iso
2.822053533434048e+42,2.2507331024465627e+41,20641759671.18823,No,iso
3.4886707670314086e+39,1.9970470260738957e+39,54173506569.921585,No,iso
3.899090991905178e+42,1.6108690198367757e+40,56327696410.50998,No,iso
4.900724219810931e+42,8.584931372280445e+39,31860617243.19982,No,iso
5.748820571905396e+39,2.898898231377346e+39,6311955820.693562,Yes,iso
3.4477445468234332e+41,2.6732701999698984e+41,11126213590.155102,Yes,iso
8.954877288280489e+39,2.4960814147023255e+39,6352235217.91465,Yes,iso
1.2944576502702702e+40,3.7280143074333304e+39,25990285440.65179,No,iso
9.366540269323443e+40,2.4081903090824645e+39,27869118190.3315,No,iso
9.633874067990448e+39,6.845976558088149e+39,6580265545.171248,Yes,iso
1.213254832397303e+40,3.722873816006242e+39,6378469269.391596,Yes,iso
3.0338784980260105e+42,2.1749278005720385e+40,27559092171.13611,No,iso
5.103632408888983e+40,2.2316454974661967e+39,53739028610.07031,No,trip
5.465698120998049e+40,1.7221380636665338e+40,9640229278.270187,Yes,trip
2.177410488464572e+40,1.0682421341282984e+40,13804676505.963972,Yes,iso
8.224475594299642e+40,3.9371927662740945e+39,10994165887.909716,Yes,iso
9.986590864372228e+40,2.905253234515231e+39,7149814850.940872,Yes,iso
7.842130361066126e+40,2.74454791516441e+39,54712474620.31086,No,iso
7.50322510483735e+39,4.8217527141508206e+39,27327255335.82676,No,iso
6.57079079998856e+40,2.4502434831802247e+40,206102176556.7949,No,iso
1.3016938805099412e+40,1.2072811294476918e+40,6383193684.269718,Yes,iso
6.067446307009725e+41,5.507641141708086e+39,37296155651.23903,No,trip
1.2800360298160313e+40,2.1651128512813063e+39,28410365309.1239,No,iso
6.318511297643744e+40,1.8322264891355653e+40,25718152707.2111,No,iso
2.024913008722059e+40,2.957194793495539e+39,68632554468.48433,No,iso
9.005378379882875e+40,1.9202983592891254e+40,11185528156.654594,Yes,iso
4.809240419083786e+41,3.158493048445326e+39,89991538730.3985,No,iso
5.2643433771314806e+41,8.977472854992965e+40,10388750693.246002,Yes,trip
5.99629851632381e+40,8.511495780464891e+39,49518670471.77935,No,iso
1.090648462969559e+40,9.905642246624775e+39,10366833568.350002,Yes,iso
5.951107382898855e+40,7.605667755420045e+39,169693074848.61508,No,iso
4.511289627521375e+40,3.3772181342221117e+40,41603777600.9761,No,trip
4.557751761573908e+41,9.849435774427487e+39,83716129859.55475,No,iso
3.02865327322375e+40,4.438983814041446e+39,20973104406.92052,No,iso
1.8521105878425456e+40,3.780238310997545e+39,9804557810.918152,Yes,iso
1.3322995756219925e+40,5.055051940457155e+39,6595038134.275673,Yes,iso
6.768050097388491e+40,5.797598751545958e+40,24180701195.981037,No,iso
1.3622584726368992e+40,2.9023722997593895e+39,18518896492.033264,No,iso
6.7948258439427775e+41,2.8018248523347025e+41,43491403297.61762,No,trip
2.974423913113803e+40,1.1887838336476896e+40,702424904534.8239,No,iso
8.153807959406368e+40,7.317771991044687e+39,384225743633.7855,No,iso
4.3194532661324384e+39,2.1309427055203613e+39,7483872325.469581,Yes,iso
1.1290185596931855e+41,2.4879950262650972e+39,250159511700.65244,No,iso
7.448543833393152e+40,4.6032535840411605e+40,111964685722.72365,No,iso
8.497458284644766e+41,5.935685908617588e+39,7858384216.777764,Yes,iso
1.994092655726239e+40,2.5490482475222126e+39,58079498864.44764,No,iso
3.1693106760089248e+41,1.254294030438841e+40,61896603233.49323,No,iso
1.340219321754716e+42,2.0151037083230045e+39,92235706881.38155,No,iso
3.793823895483422e+41,7.547653637885759e+40,8624246030.22307,Yes,iso
7.626992321504945e+40,1.257465883116105e+40,108546055894.61188,No,iso
1.0441383133377625e+43,1.296522320178623e+40,28256712699.55366,No,iso
8.227130573388358e+41,7.249505135114612e+40,11779880405.81508,Yes,iso
1.0572889331644246e+40,3.03763501099196e+39,81339000143.59778,No,iso
7.545139881088995e+39,2.2845332458025904e+39,3707138935502.15,No,iso
1.1970679332936516e+41,2.5443173007417872e+39,147143999346.47693,No,iso
1.6330832863609805e+41,2.411664377464508e+40,24876642230.349724,No,iso
4.0855891506582924e+40,6.058012657907265e+39,889643630528.4095,No,iso
4.920890763101817e+42,1.6861828681353037e+40,17393182837.656704,No,iso
1.7878149027621898e+40,9.868387806007578e+39,14321561204.606728,No,iso
3.0973720404880737e+39,2.6681438307720048e+39,47548326383.85878,No,iso
6.969348352338279e+39,5.057029052544496e+39,8313755178.318236,Yes,iso
8.351829857182846e+40,1.2115234470979593e+40,32714736324.714046,No,iso
3.2844633328673903e+41,4.21788619375985e+40,61033919639.12094,No,trip
2.6318016861608237e+41,3.6863254868488083e+40,98561279074.01915,No,iso
1.9076561397134943e+42,2.7023563432205356e+39,3.100072290116735e+16,No,iso
4.985175150398816e+41,5.622370131690692e+40,9651556765.351269,Yes,trip
1.0591728385390774e+40,6.524300421477637e+39,205185030475.35144,No,iso
2.4688142145720427e+41,2.3407538402290742e+39,46036363320.46471,No,iso
1.2965985802162776e+43,2.0081951138006645e+39,39013243455.21441,No,iso
4.112251919379016e+39,2.767002259584935e+39,22616492677.539146,No,iso
6.842756689831621e+40,4.383398719928751e+39,226165961143.25342,No,iso
3.1905222642602633e+41,6.662472311924438e+40,14049861170.392021,Yes,trip
2.6203570316209533e+41,3.7811421336660436e+39,76597053481.48698,No,iso
4.2157678593805553e+40,7.688819440921964e+39,133067929764.36707,No,iso
2.853735342410781e+41,1.479193354819811e+41,27468177785.395283,No,iso
2.4537203760081072e+39,2.144262792097367e+39,218523198926.94125,No,iso
1.7915770646198175e+42,1.1454766055973866e+41,26973991488.448837,No,iso
2.423357583238215e+41,1.2125487209375381e+40,28752687365.746265,No,iso
1.3986994728524477e+40,7.396630518871235e+39,390683096351.7367,No,iso
6.962682660158097e+39,2.8346138440803465e+39,52607315669.776276,No,iso
2.5485765650670895e+42,3.8974245688601328e+40,15907656719.245472,No,iso
4.797434235476516e+40,2.1629860435644938e+39,52398408267.609314,No,iso
3.7626420134202024e+40,2.1867396330709864e+39,42345401074.22232,No,iso
