M1,M2,t_merger,Merger,Type
8.49347581601169e+39,6.353703892798429e+39,445564509898.17664,No,iso
2.725915045964133e+40,1.1201356775293427e+40,195083276114.12488,No,iso
1.6670952631549378e+41,4.89595090634292e+39,106240619991.89699,No,iso
5.962376921796703e+39,5.330915565558118e+39,2398308070.6954517,Yes,iso
2.834698577455518e+40,1.229105622446106e+40,14567018288.62591,No,iso
4.430002076273236e+40,1.1892159738610656e+40,393145730494.3022,No,iso
1.239974090034808e+40,2.138399242535479e+39,50027835235.385445,No,iso
4.1835691768152745e+39,4.156906408094551e+39,13680190437.395193,Yes,iso
5.3187986929085526e+39,3.0074981738891926e+39,2383260465.84262,Yes,iso
5.964467011717606e+39,3.066387869633588e+39,95888898416.04285,No,iso
5.558029255476911e+39,2.6632038749994896e+39,101991231151.00204,No,iso
5.54187342527749e+39,3.2638448782422544e+39,128236565941.43562,No,iso
3.5793919673820068e+40,4.3838788757213904e+39,2461729545149.495,No,iso
4.884172967194041e+40,2.812639655452462e+39,27728793142.753242,No,iso
1.1166135935680352e+40,4.288469095277953e+39,2393303295.6275005,Yes,iso
1.5472399039744382e+42,3.050486239559682e+39,25971343581.8785,No,iso
9.284122939739682e+39,3.6609337187556614e+39,5845388394.331183,Yes,iso
2.8271855515236193e+40,1.3048261909454585e+40,4476072479.08801,Yes,iso
7.886191716155458e+39,2.941942785964617e+39,2401859934.363397,Yes,iso
1.2720852147790782e+41,5.71162262020498e+39,2701699064.577991,Yes,trip
4.341173254634807e+39,3.5538872214552975e+39,2743358003332.8394,No,iso
8.87076529119329e+40,6.504924723021687e+39,8803957725.661894,Yes,trip
1.3494100685150165e+40,4.996529422671837e+39,24746330043.897873,No,iso
1.9336551636620388e+41,3.5129327567889314e+39,42067308897.33563,No,iso
1.8353418528960478e+41,3.6205723877154984e+39,66112003654.0972,No,iso
5.713627976750712e+39,3.3932609865879705e+39,7817156188.910654,Yes,iso
4.015938316267079e+41,8.139883441419803e+39,45986117843.86706,No,iso
1.0890244066120999e+41,4.158403364389252e+39,8710416029.835323,Yes,trip
1.1632113010208428e+40,5.2964290818632e+39,2421332398.8419433,Yes,iso
7.14624339523859e+40,4.5422737983758605e+39,9729285508.939548,Yes,iso
7.445662898637311e+40,8.274778974693295e+39,769108402798.4712,No,iso
9.263589218489717e+39,2.1265026766613594e+39,1440026283889.9875,No,iso
1.6791951891294698e+40,9.893666596267163e+39,1551842390483.9233,No,iso
1.9570189796427411e+40,2.0159736376414348e+39,2535578481447.517,No,iso
4.362977976512348e+40,1.037402010011605e+40,249555012248.26633,No,iso
1.2783978512293768e+41,3.905615461793406e+39,43848204701.11432,No,trip
2.1852313789929285e+40,2.1153263444762e+39,4569777024118.353,No,iso
5.396527442399476e+39,2.478338245941352e+39,49436944350.99184,No,trip
2.4964683637822763e+40,2.261932030198435e+40,153015834620.30344,No,iso
5.657901660346064e+40,1.8447698531068294e+40,193776095965.58463,No,iso
7.790838424628801e+39,3.505024308439564e+39,4157674247.3309846,Yes,iso
3.1865680400855794e+40,4.8938043275052345e+39,51532691914.25335,No,iso
1.8609115610770558e+40,8.682854909520645e+39,15091227744.165293,No,iso
3.3018901636943885e+41,8.256900232532047e+40,19616817586.92264,No,iso
1.6781501441690177e+40,5.553877320093494e+39,142176396208.42627,No,trip
5.887755062728745e+40,3.2509936496745324e+40,9202407919.235746,Yes,iso
5.968562458184244e+40,3.327903309872129e+39,10263596574.133394,Yes,iso
4.771195133631652e+39,2.2045844818821657e+39,28414851079.19015,No,trip
3.835710427276678e+41,4.0838662386964655e+39,38491078625.54815,No,iso
5.288153455554755e+40,3.398373233556669e+39,63833293367.01458,No,iso
2.220909778831931e+40,5.524248883241757e+39,95538835307.70499,No,iso
4.098666334893139e+40,2.761302527881712e+39,285110022506.0797,No,iso
1.0205541905816138e+42,1.2720202525247798e+41,11924768066.452047,Yes,trip
7.901867390562239e+40,3.130446301263463e+39,63205131064.15969,No,iso
5.3942961301866194e+41,3.414444330380919e+39,48142404610.71343,No,iso
7.953865438459328e+41,3.4259680694042825e+39,37735576845.00287,No,iso
9.27316408988413e+40,2.5536888120357878e+39,48027318121.870926,No,iso
1.737841982531706e+40,2.7301969058561476e+39,235301636443.44296,No,iso
8.152141536361322e+41,8.555698357846177e+39,7809879241.336696,Yes,iso
3.734764732988683e+39,2.276246321710789e+39,83902607075.74174,No,iso
5.997371805742654e+39,2.89245849486429e+39,15273100692.419073,No,iso
6.075637199942998e+39,4.354617616828732e+39,61689812836.39738,No,trip
1.404204317792775e+40,4.565660209923275e+39,31951825449.802074,No,iso
9.524483280643665e+39,7.616880805401112e+39,1315399501521.7126,No,iso
7.566379713798725e+40,1.3619393102570855e+40,9322189248.30088,Yes,iso
1.6008394126622745e+41,5.301880262332585e+40,50948809379.58332,No,trip
1.1346702758171442e+40,1.0267227802941202e+40,269784176011.27475,No,iso
6.758729426119594e+40,4.436893724120542e+39,4899923124.093291,Yes,trip
1.490155029121202e+40,8.201569338544867e+39,70376137389.97844,No,iso
1.6904421324606057e+40,5.603982989278413e+39,69998353472.83112,No,iso
2.2637989888980533e+40,5.665753619778649e+39,118545529791.66995,No,trip
1.420413812463139e+41,1.0314367803995109e+40,4987038871.6676235,Yes,iso
8.780015846384301e+39,4.72620171141543e+39,6532097268.043639,Yes,iso
1.968839285479206e+41,2.199588037192869e+39,41423356984.150894,No,iso
2.5648594953292687e+41,8.217160279576478e+39,27479617269.59479,No,trip
7.7185608556072625e+40,2.0051644834153535e+40,13461292250.58364,Yes,trip
8.19549677999089e+39,2.446896514860939e+39,1570333111128.1445,No,iso
1.996688321452335e+41,5.98824884568249e+39,66746161112.04365,No,iso
7.748330514750952e+40,3.416619153676995e+40,6770077585.383165,Yes,trip
3.563490337308101e+41,2.061599735725606e+39,3174654592.9701214,Yes,iso
6.07244557614486e+40,3.2319568847192695e+40,4548408760.488323,Yes,iso
1.0214297687917222e+41,1.2055779886067388e+40,29387729860.624355,No,iso
4.510216338102532e+40,8.105114513140977e+39,6573687123.985786,Yes,trip
1.0037713334059208e+40,2.3365284692538413e+39,1223776314642.1135,No,iso
1.5970151129961876e+40,4.355238994913325e+39,40746642050.69543,No,iso
1.3654049053016116e+41,5.275895360613235e+39,6073197748.578517,Yes,iso
4.953089445667098e+40,6.608440663023225e+39,65055541256.087685,No,trip
1.9982926066889211e+40,6.850919338306504e+39,724436489943.0963,No,iso
3.466244667069274e+40,8.779337979382926e+39,35220455448.62973,No,trip
1.3349940969524556e+40,4.9143380487551986e+39,27674831202.64051,No,trip
3.409106127745096e+40,2.2362154508337956e+39,125244043215.55945,No,iso
1.0465447411926414e+40,5.128769976856614e+39,321828994751.2852,No,iso
1.926029159896578e+40,2.038953328988025e+39,6926364515.999323,Yes,iso
7.31175592140749e+41,4.1736836163785654e+39,2914588545.877708,Yes,iso
1.2463375665102097e+42,6.953955122515402e+40,8902825584.101656,Yes,iso
1.5929959265672058e+41,2.119252324192493e+39,27457564892.873383,No,iso
1.168944926074134e+40,2.2483662168334308e+39,88477555984.16026,No,iso
4.503126979046492e+39,2.4910426033254425e+39,2430960729.3418474,Yes,trip
1.5293950551632586e+40,8.662829588521713e+39,3833783476965.4263,No,iso
8.564595362239215e+40,3.297032116851206e+39,561112982726.678,No,iso
5.6144899277997155e+40,2.7676038665486546e+39,32075169634.511898,No,iso
5.4833226630337816e+41,8.703897031021641e+40,27467825668.684402,No,iso
1.1129898295565216e+40,5.438188018525607e+39,820692938033.658,No,iso
9.06231920799832e+40,5.396442709024304e+40,62381247932.74655,No,iso
1.3026033520701185e+40,5.289311478348769e+39,4431404239.821023,Yes,iso
6.878259974028602e+40,1.6887079227154229e+40,10316494448.46494,Yes,iso
1.4610745347622428e+41,3.3912556300422383e+39,349812906904.20734,No,iso
2.1718548034991415e+40,2.5021172554603963e+39,38468686282.223076,No,iso
8.314038771856226e+41,2.771224806114329e+41,6463087510.163601,Yes,iso
8.228825240891793e+40,1.766685223440184e+40,26652859205.645317,No,iso
1.0285304256311184e+40,7.365222681140891e+39,23538503505.97671,No,iso
6.839706288325436e+40,3.606732603104106e+40,6944883615.835266,Yes,iso
5.999207695538042e+39,4.823871048530116e+39,5579074393.603014,Yes,iso
1.5896913249355059e+41,3.152928890142378e+39,15967941832.041948,No,trip
1.139293893655685e+41,1.075983940173161e+40,179334948902.16776,No,iso
8.833058939241841e+39,2.589700496483799e+39,160021330082.88925,No,iso
1.9774594941800164e+40,1.7015535023914664e+40,12825795702.741352,Yes,iso
8.882034830091139e+41,3.7540274536110705e+39,19314310059.304943,No,iso
8.76628903960647e+41,3.187726062879594e+39,27362820907.275276,No,iso
1.954787667429884e+40,6.378643749557326e+39,5027992742.065645,Yes,trip
1.7388164163461815e+40,1.5591647143069484e+40,32947255604.7517,No,iso
5.945232535553611e+40,9.255200614347709e+39,29134932697.67562,No,trip
1.7003050973306024e+40,5.154331211700104e+39,3545331072.118739,Yes,iso
1.0789806772084033e+40,6.427930329448918e+39,2452942012.497176,Yes,iso
3.265144123328221e+39,2.0168463914057044e+39,99047091653.46584,No,iso
4.996953089547696e+40,9.098924026072535e+39,22766196483.23808,No,trip
3.004193572257493e+40,5.1457166518909715e+39,48827465967.40635,No,iso
3.289377868627354e+40,2.196328626694594e+40,4680301791.9233465,Yes,iso
1.4770891426697114e+41,3.160809094033355e+39,164680565073.93716,No,iso
1.3733783159052773e+41,3.338551470685384e+39,50098639463.17718,No,iso
6.508314058028559e+40,1.1293123020604478e+40,451861127481.9424,No,iso
8.488391813501384e+39,3.423228356940395e+39,10538712320.567566,Yes,iso
2.0240882705370536e+40,1.8018552230281558e+40,35890744302.953415,No,iso
6.802960247959269e+39,4.776702803017818e+39,119901995163.6855,No,iso
1.1285186327796718e+41,4.5678632776777415e+39,100619515754.59247,No,iso
5.320154426911301e+39,5.151930432736904e+39,8604267342.411306,Yes,iso
1.324659449627336e+40,7.502095326501725e+39,57313539919.70009,No,iso
1.4135362868450287e+41,4.141174244770987e+39,3261928164.0074673,Yes,iso
3.493133391457123e+40,3.4987822831352424e+39,232627668908.7533,No,iso
2.398945897851222e+40,6.226293140998443e+39,94918512780.69392,No,trip
1.0314254826161548e+40,3.852628857852646e+39,12784238557.692049,Yes,trip
3.7617946796684845e+39,3.1938268658919636e+39,2690324836.859043,Yes,iso
3.6695482785647943e+40,6.607932262772194e+39,57816242710.40806,No,trip
7.55914913245073e+39,5.081516997969144e+39,2500892003.3228917,Yes,iso
1.4113501657655964e+40,1.0378849902500842e+40,87324535445.70364,No,iso
3.314882614554064e+40,4.006137489205542e+39,730155204271.7242,No,iso
7.986459543442078e+40,4.030851390297314e+39,11536269948.10986,Yes,iso
1.5145949589665859e+41,1.982583038932071e+40,3766171587.278617,Yes,iso
1.1822424170844273e+40,4.59285962335342e+39,2468839871.7148433,Yes,iso
1.204787143771802e+40,7.876277911260358e+39,2498642955.003407,Yes,iso
8.66746167969777e+40,3.5858317038950635e+40,96682782736.71156,No,iso
1.1882697845049807e+41,7.315766634498955e+40,14397781278.838194,No,trip
3.5417138598889504e+40,2.1611812226733348e+40,177052377083.18973,No,iso
8.07122116307226e+41,1.0257511709254836e+40,13120737390.531988,Yes,iso
6.786747928843067e+39,5.364498226584539e+39,12253875495.908869,Yes,iso
6.346332089158482e+40,2.0821504036506044e+39,361313645920.98584,No,iso
1.061093461709638e+41,3.754253409278195e+40,11304514683.20172,Yes,iso
2.7409241511528965e+41,5.055588585166576e+40,18031624468.954582,No,trip
8.429812806799284e+39,4.212971657999886e+39,37972259696.55678,No,iso
3.8575433936126097e+40,3.446586524029419e+39,43753840431.80866,No,iso
3.3282704878312065e+40,1.107716589174997e+40,2534704361.2323933,Yes,trip
3.2321828403863946e+40,3.1555838692310946e+39,38451289000.34111,No,iso
7.291561133658212e+40,2.0493868319175116e+39,430750403911.99866,No,iso
6.511420948451524e+39,4.646524094295555e+39,56382844733.97658,No,iso
2.0400124961776723e+40,2.2892896125955673e+39,55763419915.11945,No,iso
2.993884344944925e+41,5.459427851235336e+39,22102873881.0432,No,iso
6.133340628434988e+39,3.6036539571395305e+39,3198111719163.796,No,iso
6.092894564019654e+40,1.8695430675612222e+40,2886373446.6082973,Yes,iso
1.2573839741867722e+40,7.345027893391613e+39,55526888319.558014,No,trip
4.1310627286671535e+39,2.5042129942729786e+39,15962555930.944733,No,iso
1.518591549828855e+41,3.9032994162053775e+39,7084081547.528758,Yes,iso
1.0569189307595078e+40,2.4003411740957178e+39,2487023106.496655,Yes,iso
1.635235514090344e+40,6.485633757940909e+39,97326272900.40833,No,iso
1.5339847796517307e+40,3.675818548327506e+39,30969049104.54457,No,iso
1.563841996616431e+41,6.72023222933321e+40,97625335023.93642,No,iso
6.88292030966305e+40,5.447028534001864e+39,4484471793.834154,Yes,trip
9.928633235754723e+40,3.217185032980987e+39,31888114582.82655,No,iso
8.123247455427742e+39,6.049906498349164e+39,19018854856.370735,No,iso
2.0775126635828684e+40,4.5237454336716285e+39,164867280631.65756,No,trip
1.4541151002147997e+40,3.440683432225784e+39,102766512707.86023,No,iso
1.591058356721611e+40,4.6187033027808167e+39,34568995331.03607,No,iso
1.63296465963574e+41,4.9022494205640236e+39,4168793409.9431586,Yes,iso
2.87308279640834e+41,7.672861321931277e+39,12467211961.439825,Yes,iso
4.8170358895995907e+39,2.5986003253226765e+39,64728470299.029144,No,iso
7.274755680915807e+40,5.674707113088469e+39,27619799885.104904,No,iso
1.832178473556301e+41,2.748891912864884e+39,12673009674.114859,Yes,iso
4.0916334647538797e+40,1.3733020558676227e+40,10277280825.577013,Yes,iso
3.637829751792153e+40,2.8910180274863696e+39,24114510959.24179,No,iso
1.215621718010435e+41,4.439859392251555e+39,73940545781.37956,No,iso
3.4371811193853497e+41,6.764067628755417e+39,17682068970.325195,No,iso
2.0332168794888945e+40,1.1344386712583411e+40,399839543046.9946,No,iso
5.2382737420369593e+39,2.3387456592375027e+39,8529051448.374321,Yes,iso
2.655368862241938e+41,2.035730636285658e+39,8031961815.918837,Yes,iso
6.248606263127016e+40,5.975990750740971e+39,6373174189.014113,Yes,trip
1.0505130875965203e+40,8.671528881706016e+39,167908644348.92807,No,iso
3.56343384839132e+40,8.327087711632682e+39,10584576171.996487,Yes,trip
7.8884230283683145e+40,2.1398453588050774e+39,8564654229.986495,Yes,iso
1.9869552810909354e+40,1.535120206879033e+40,30770921766.96987,No,iso
1.332409729009716e+40,1.2383048425439236e+40,13251644857.947111,Yes,iso
5.633526692754978e+39,3.182161904576647e+39,2529089306.5278487,Yes,trip
7.239930263720201e+39,6.56562206410308e+39,214728855233.3127,No,iso
4.3493076586512994e+40,8.800436589800702e+39,3371054152.5662007,Yes,iso
6.134950562563253e+39,2.307628739428582e+39,8682553944.58364,Yes,iso
9.247433388290296e+39,2.542071866299735e+39,1654024403721.4573,No,trip
9.250116611837403e+39,4.3323609836169407e+39,566994779840.5176,No,trip
1.1598615082557178e+41,1.0752326375799711e+40,72298754826.37206,No,iso
8.264921658714978e+39,4.879936298435452e+39,2520149977.9360957,Yes,iso
1.3593549423143457e+41,2.889972982525917e+40,4902332309.445396,Yes,trip
2.213210339474654e+40,5.277561783658281e+39,32704074909.54344,No,iso
1.1974068667943388e+40,2.777568511468857e+39,106426741035.4744,No,iso
1.2678457215746496e+40,7.106390464449456e+39,95122154991.27235,No,iso
2.8668125266456276e+40,8.231649686730854e+39,1103987823958.519,No,iso
8.212132765982951e+39,5.62135333118863e+39,71016923874.80038,No,trip
1.3443627838006167e+40,2.7653753787816365e+39,90176275330.40854,No,iso
6.625726271558271e+39,4.359419174755133e+39,9676795315075.723,No,trip
1.7481709809651475e+40,6.14904454730016e+39,2598244811.093268,Yes,iso
1.2739352268036623e+40,2.9515459018174194e+39,60274243925.92225,No,iso
7.695202688518238e+40,2.5164146002977166e+39,32138228147.594513,No,iso
7.421542131171741e+39,4.2142709030858536e+39,54062562530.645424,No,iso
1.7000254771925351e+40,1.0758540156645643e+40,2608473268.4823847,Yes,iso
3.749649562560528e+39,3.64904280177322e+39,6404827369.132226,Yes,trip
2.2996553288249162e+42,2.043218242205005e+39,28516621210.046013,No,iso
4.746876654957347e+41,4.4741481647377396e+41,20617413005.758656,No,iso
4.2587559250510445e+39,2.2403843328922477e+39,110732224991.00392,No,iso
4.735720093893061e+40,9.000576821956475e+39,22775185184.951443,No,iso
1.1480835691068388e+40,8.79419456449638e+39,43157126962.79997,No,iso
1.0035256066179227e+40,2.022876583272097e+39,98656842870.91963,No,iso
3.624357145139838e+41,4.969188786949739e+39,36082014542.012024,No,iso
4.9485420878662123e+39,4.906627311614566e+39,24883611011.38243,No,iso
6.573530512452448e+39,4.539336374703239e+39,2573567708.3475003,Yes,iso
4.721823820364887e+40,2.0968177508928417e+40,3654344525.462635,Yes,trip
2.8746079971614323e+40,5.176305400327989e+39,112073622734.26416,No,iso
6.766468407718618e+39,2.2820844512601256e+39,122302122347.02324,No,iso
1.582986090513578e+40,8.582389371025291e+39,7319370148.486223,Yes,iso
5.211921662358532e+40,7.789736890751568e+39,13620031370.949999,Yes,trip
3.074578762566861e+40,9.87982681165577e+39,41889856527.98738,No,iso
1.6299594492629805e+41,4.6884388705472017e+39,59319228289.47379,No,iso
3.701351538712606e+39,2.9705544223142916e+39,2563347004.899,Yes,iso
1.2192228864552362e+41,6.302101267318807e+39,13072110511.200747,Yes,iso
1.6967321733441917e+41,3.4300352714125287e+39,79268498342.42192,No,iso
1.0744926327701375e+42,1.9695256258180977e+40,3205025909.653612,Yes,trip
3.927222472462213e+40,1.9373551877112073e+40,62530264783.34479,No,iso
7.089754478457395e+40,5.03166552890974e+39,33078648789.71477,No,iso
1.1838721223335646e+41,1.5106294370085457e+40,16642065138.016243,No,iso
1.1772572701784867e+40,1.078825332687255e+40,2612560303.660411,Yes,iso
8.579847369770136e+40,2.4601459902919683e+39,89234723201.32411,No,iso
7.133561633421211e+39,2.83950013538192e+39,92310946968.98294,No,iso
4.7297887576310365e+39,3.625543412392243e+39,53203381170.9344,No,iso
1.3359515840918968e+41,4.534450083401664e+40,24708757075.92435,No,iso
2.4580671981544202e+41,7.249109712697145e+39,60244416122.15622,No,iso
1.319603691575419e+42,3.1664579857114743e+39,13485609800.489777,Yes,iso
3.841415807871579e+39,3.299913051607047e+39,47110145321.528564,No,iso
1.6757578385433342e+40,3.230233972757443e+39,67003467306.536026,No,iso
4.2179991715934127e+40,3.401056457103776e+39,40824817806.31913,No,iso
3.276215951017336e+40,1.5198964438065009e+40,299139454103.9536,No,iso
4.247147452652509e+39,2.3269055822801645e+39,301024309695.6423,No,iso
1.9594338808351372e+40,2.159720984174541e+39,102940384974.90054,No,iso
7.773044415842726e+39,4.493213174151393e+39,2605207987.989998,Yes,iso
3.622747211011574e+40,5.544020004115176e+39,52070669292.18425,No,trip
3.4687019349492566e+41,4.285672893897284e+39,9483290404.631357,Yes,iso
7.432698692236028e+39,3.552955154328408e+39,113128978954.22859,No,iso
2.824474083518122e+41,6.891619602847354e+39,4588780216.239427,Yes,iso
3.7004194715857165e+40,1.1897836874747167e+40,5734896364.8358135,Yes,iso
2.9046601008890277e+41,1.4955271251070937e+40,26325146160.81605,No,trip
8.348497011092755e+40,4.577494637988935e+39,200450826122.04202,No,iso
3.854888414523893e+39,2.6144991309507435e+39,396526627389.1496,No,iso
1.6607741533671221e+41,5.445701044457507e+39,34717390136.98604,No,iso
2.0522649422275135e+40,5.227512603390142e+39,46849154164.56685,No,iso
3.0742963179829554e+41,4.9434015964391234e+39,21546204048.29252,No,iso
1.6249206378860978e+41,2.903106655677545e+39,3168976031.296963,Yes,trip
1.3955247957293446e+41,1.0000741338025917e+40,74849055077.57043,No,iso
2.450664325610245e+40,3.376568511679128e+39,98970584664.53276,No,iso
1.9049305494788015e+40,6.350766469125806e+39,183075473651.23993,No,iso
5.177237467454878e+40,3.1784618805274786e+39,53807873419.145355,No,iso
1.237604379975837e+40,4.39992172808725e+39,1292722781303.2556,No,iso
3.439271209306254e+40,1.2052560017810858e+40,4804893232.003622,Yes,iso
9.375211318049358e+40,4.0812677485245314e+39,24741009071.830288,No,iso
1.178824837619165e+40,9.433931547043409e+39,8301917174.120833,Yes,iso
4.9485138434078214e+39,3.756174032448756e+39,6965410433.165331,Yes,iso
2.1219440210771169e+40,1.0506599587801515e+40,583924175067.6902,No,trip
4.494597152612532e+40,9.697480588286073e+39,10392656691.33419,Yes,iso
7.356410410123023e+39,2.569878535585278e+39,732910720061.5968,No,iso
1.6077112893887072e+40,6.400222515767742e+39,192272319516.86807,No,iso
7.753216806052526e+39,2.736252517735091e+39,22576583775.594414,No,iso
1.3793322477340152e+40,2.3919553943995492e+39,229334537001.88327,No,iso
3.928352250797837e+39,3.7773008873249227e+39,39044347243.556175,No,iso
3.082402477541057e+41,2.4258882867100128e+41,34067134250.27396,No,trip
4.7477522331674556e+39,4.046950731579955e+39,293107062530.45233,No,iso
6.897889872610067e+40,7.978409872800758e+39,236056434719.93597,No,iso
1.514696639016792e+40,3.9378423888170776e+39,1609373540374.3186,No,iso
1.3653032252514055e+42,5.487587576250762e+39,20696036579.023773,No,iso
2.4127743846792586e+41,1.645202983456386e+40,12184819134.079773,Yes,iso
1.24210089775162e+40,2.855062831955139e+39,332814301422.1487,No,iso
6.2011555730308115e+40,2.1616246606700672e+40,27799255405.77962,No,iso
3.524654207021029e+39,2.6285705201209394e+39,452617992191.5399,No,trip
2.3913537874358295e+41,4.0625699170699557e+40,44770031287.26011,No,iso
1.0235226831584654e+40,4.635311044314488e+39,37975826266.620766,No,trip
3.901322304118035e+39,2.844132226557978e+39,58027076991.947174,No,iso
1.2540426547591646e+40,3.3760601114280974e+39,622964752213.736,No,iso
7.19640555334029e+40,3.0955079062342937e+40,466018684889.08563,No,iso
5.131057777986252e+39,2.812179270780695e+39,4996940872151.117,No,iso
2.0373207992930482e+40,3.0833910335847275e+39,13998297653.401844,Yes,iso
9.46474625114755e+39,6.172233247638841e+39,31245487225.150818,No,iso
1.199779401299149e+40,9.28307789477923e+39,371569934319.3079,No,iso
5.0542328511638276e+39,2.267668479697565e+39,408566895633.2369,No,iso
1.031818080587784e+40,4.2838652485602854e+39,102924266436.80365,No,iso
1.6972801158369693e+40,9.075707081275464e+39,4425527814.663405,Yes,iso
4.920664807434692e+40,7.81583477030448e+39,67745668541.93132,No,trip
3.099857552826446e+40,8.233061909650382e+39,116559519605.16855,No,iso
6.287866060289946e+40,5.019322700593049e+40,3816564889.8162956,Yes,iso
3.1240630536671876e+40,6.557798349128884e+39,20082281709.216698,No,iso
4.678948732527961e+39,2.4254363753757632e+39,15937604469.152908,No,iso
4.906655556072956e+39,4.0297781008784726e+39,27066688987.79091,No,trip
7.29802911462966e+40,5.598927231226497e+40,47674567365.54923,No,trip
1.0034267510135556e+40,3.155753335981438e+39,23170388253.31802,No,trip
3.625430434558681e+40,1.2092356459683212e+40,85765039947.72638,No,iso
7.249137957155535e+39,2.8591017895049946e+39,34392726591.172005,No,iso
4.347161079813614e+39,2.1621669542711666e+39,200609026592.37857,No,iso
3.823706532460674e+41,1.8747061545550234e+41,18775755309.526115,No,trip
5.26383497688045e+39,2.699498004031407e+39,102333364586.55525,No,iso
4.515441562904793e+40,8.192135689442407e+39,10001177353.279318,Yes,trip
1.4165160772052365e+40,3.083306300209556e+39,38103009485.23403,No,iso
4.0957571556789075e+39,2.320299203462604e+39,8174397536.323225,Yes,iso
6.821177923621205e+39,3.293162626051694e+39,2617353986.0975933,Yes,iso
1.5189926211380018e+40,2.170456702808807e+39,71457144215.18433,No,iso
1.3842665546148526e+41,4.782860094946968e+39,18943637129.554234,No,iso
8.099691577129983e+39,4.199103628930103e+39,2670911107.2626624,Yes,iso
2.088934722556026e+41,7.10797215411933e+39,25732565423.54462,No,iso
1.9696244814224647e+40,5.720491380139628e+39,623641187933.7408,No,iso
3.383940315319074e+40,4.22311141856211e+39,155113733966.5264,No,iso
1.0014948300596386e+41,6.942346650116867e+40,117015416949.11636,No,iso
7.58985085872131e+41,3.141150950993499e+39,12361708550.342278,Yes,iso
3.193064265515417e+40,3.0758780076528287e+40,592992288649.6252,No,iso
1.139867256161014e+40,3.686156020098465e+39,260095818701.88864,No,iso
2.9651314863032968e+40,3.9271942280038225e+39,49615079515.61395,No,trip
1.7067646049645317e+40,7.077524627974265e+39,5259212049.583317,Yes,iso
5.035958686585111e+42,1.126100907141437e+40,27256306825.537373,No,iso
7.593353171561745e+39,2.475773649119486e+39,9023209501.061611,Yes,iso
4.814776332928343e+40,2.72162753718044e+39,364242778890.8099,No,iso
2.2788617585577583e+40,4.716513862187456e+39,39039924765.726036,No,iso
3.584673681101049e+40,4.7919265660903504e+39,4094269549.544912,Yes,iso
8.246647494136261e+39,2.819782678979444e+39,74312233635.32318,No,iso
1.5500841209343713e+41,2.2652479296134905e+40,205968288231.5654,No,iso
1.944198819979249e+40,1.7829653292565242e+40,20570197588.89716,No,trip
9.881577968075986e+39,8.828935248316816e+39,3625300247.858515,Yes,iso
8.570837387543537e+39,4.1335482410055265e+39,429190465797.4682,No,iso
1.9943553291892716e+40,1.4335361878314104e+40,58211408386.84666,No,iso
5.061322210219867e+40,2.0774731213411215e+39,3654955624.0223317,Yes,iso
4.893634860754891e+41,7.300684093718375e+39,35191154650.16934,No,iso
5.48942346604615e+39,2.6191170998976062e+39,4702924729.258463,Yes,iso
2.4881955619196706e+39,2.163226121460814e+39,2815925906.9916735,Yes,iso
1.3466166915801861e+41,9.766284088925569e+39,10827075333.143461,Yes,iso
4.557271605781267e+41,4.3299319601953494e+39,84108598527.97849,No,iso
3.8538151251050507e+40,2.549302447647728e+40,825705038982.549,No,iso
6.798186934491258e+39,4.781419627569048e+39,27890708442.424103,No,iso
2.121404551921857e+41,4.969866653951112e+40,20485021766.70667,No,iso
3.484631809481553e+41,2.7371450426202344e+39,117669065583.71979,No,trip
2.957957393872085e+41,2.341869496335503e+40,17716608855.074413,No,iso
6.278630122396221e+39,3.426928380989563e+39,2790505897.9881263,Yes,iso
1.3803208037776863e+41,5.41847338656897e+40,7890628110.835301,Yes,trip
1.1003589077642464e+40,1.0112843593378198e+40,2967940853.047965,Yes,iso
1.1853832008574617e+40,5.257734173868081e+39,2785154424.9412827,Yes,iso
4.147585736825654e+39,2.3795221838160082e+39,413730786862.5591,No,trip
1.7598670111846935e+41,9.175466508311053e+39,29343907447.71521,No,iso
4.2217274401009715e+41,2.821985746733911e+39,30199783731.94007,No,iso
1.742332851415811e+41,6.266400271913092e+39,14220247752.721786,No,trip
5.41892529790322e+40,4.090870864377334e+39,189854562360.82092,No,iso
5.784126144893643e+40,4.8468902821184523e+39,25772531695.527004,No,trip
1.8765025021086655e+40,4.9945240661261044e+39,2121893485137.604,No,iso
9.192356694428631e+39,5.4155924518131295e+39,140590110068.515,No,iso
2.4145763811245784e+40,9.920753031863745e+39,95374360911.43867,No,iso
5.372519652767469e+40,7.042642721861879e+39,33279576123.89968,No,iso
4.604948251544596e+41,3.3343712908435756e+39,13062704295.022713,Yes,iso
3.373037954380303e+40,3.119459206949521e+39,2763791979.8229523,Yes,iso
3.011960798314907e+40,1.315440458408645e+40,3765401276.060641,Yes,iso
4.162385833022326e+39,2.6947642328051432e+39,51004093425.254585,No,iso
2.008421069467789e+41,7.108113376411283e+39,7031997333.596737,Yes,iso
6.011776479521857e+39,2.39309364607269e+39,19686325867.962734,No,iso
1.0183228783687565e+40,6.654620352491852e+39,3585660883.4996266,Yes,iso
2.0469013195791392e+40,4.420455449337214e+39,24530053155.481907,No,iso
3.8078896357619394e+39,3.331010200295094e+39,2657280005.1211343,Yes,iso
1.3181547508599813e+41,3.4840951647721315e+40,55368378987.64075,No,iso
