BH1_ID1,BH1_ID2,BH2_ID1,BH2_ID2,M1_bin_1,M2_bin_1,M1_bin_2,M2_bin_2,t1,t2,tmerger
9.223372036858038e+18,9.22337203704696e+18,9.22337203704696e+18,9.22337203783674e+18,7953079.989750178,1926715.1125664324,12807789.755144183,11989424.67869867,464026285225.83124,4847277551.582641,3571161096.2667356
9.223372036754559e+18,9.223372037168095e+18,9.223372037168095e+18,9.223372037728889e+18,6575037.26697555,2186808.375453401,33980540.10115432,2230715.798954521,163857561116.21927,4899923124.093291,4886843757.808992
9.223372037364586e+18,9.22337203742889e+18,9.22337203742889e+18,9.22337203764845e+18,14734689.472013824,2071061.477342914,54386273.76767239,25423420.630981397,23472900905.698135,17219508822.46295,9642333368.591219
9.223372036518557e+18,9.223372038230225e+18,9.223372038230225e+18,9.223372039209366e+18,291008803.541654,26413041.699478492,493617706.44321436,1524874.1454788896,6610694533.853674,2772700705.0701375,2672691136.558998
8.770630226209327e+17,9.223372037455194e+18,9.223372037455194e+18,9.223372039033719e+18,1413049.37879499,1212185.6965752824,5533045.377691864,2620372.8820304335,28170298033523.6,34441360044.7065,9376092483.716244
9.22337203743227e+18,9.223372037523857e+18,9.223372037523857e+18,9.22337203890828e+18,9983769.926014928,1745405.2861555994,32986090.92011182,2278414.710836882,130665770318.2479,11972455198.338137,3868546424.324359
9.223372037367837e+18,9.223372038397342e+18,9.22337203740195e+18,9.223372038397342e+18,5927005.161065591,1744652.6686117577,8437155.073750718,2792296.2896397654,167190009499.20908,142176396208.42627,4886664235.77592
9.223372037738201e+18,9.223372037841519e+18,9.223372037841519e+18,9.223372038202898e+18,63560397.62048556,23303169.20699945,540217512.7049459,9902089.622011552,53762369747.88651,3205025909.653612,2723142254.427797
9.223372037448362e+18,9.223372038148563e+18,9.223372038148563e+18,9.223372038715216e+18,2464297.0438348297,1251811.7202751124,17972222.940325677,9653612.229895577,51508467401.550385,4325578283.11838,4273044301.43931
9.223372038522178e+18,9.223372038707409e+18,9.223372038707409e+18,9.223372038800339e+18,1519435.4186998052,1495067.6506765448,13014319.369439228,1516936.1604410093,6665227553.129642,3914146760.351788,3886204763.8541455
9.223372037482312e+18,9.223372038284044e+18,9.223372038284044e+18,9.223372038966172e+18,1737907.511379212,1690038.19552466,14085464.538298529,1075953.400941278,44302745218.78099,6816324017.052048,6806537207.286376
9.223372036837459e+18,9.223372037555081e+18,9.223372037555081e+18,9.223372040358126e+18,8848169.454674521,3442401.6438780436,56968319.95629094,24343201.45060294,63129531320.73422,8088521427.3618355,7335303757.627098
9.223372036792269e+18,9.223372038099124e+18,9.22337203783412e+18,9.223372038099124e+18,12687967.362032136,1281082.8625981584,26203728.820304334,3916408.6931883194,24119352561.553112,13620031370.949999,13585321451.33535
9.223372036522166e+18,9.223372036670242e+18,9.223372036670242e+18,9.22337203764058e+18,11535212.89082454,10858311.511959285,31415818.316375144,3004520.236672182,16038409585.893854,6373174189.014113,5698040842.25039
9.223372036764819e+18,9.22337203689371e+18,9.22337203689371e+18,9.223372037670773e+18,23508647.996799324,9274534.3934265,63956018.84258814,2871605.138363489,2939110103.24243,2701699064.577991,2601773749.3182406
9.22337203764394e+18,9.223372038213927e+18,9.223372038213927e+18,9.223372039365882e+18,16990696.060507637,2749212.4853375675,59742070.61362396,36781129.384107366,933330605849.5973,14397781278.838194,3643375314.9052672
6.059671812518353e+18,9.223372037288462e+18,9.223372037288462e+18,9.223372048003238e+18,17316167.647391744,4237208.371168201,6525250906.433852,95891001.26090409,29259711374.33859,7319802379.606079,5700406073.250354
9.223372037070969e+18,9.223372038131872e+18,9.223372038131872e+18,9.22337204093751e+18,3549798.7473511905,1421651.9393244141,160408359.18855017,33496592.82013292,5963750126036.466,14049861170.392021,10724932402.099157
9.22337203676507e+18,9.22337203705435e+18,9.22337203705435e+18,9.223372039497415e+18,22602950.884606116,1645591.1594449366,65595305.05506202,7040353.713704105,32192123855.393383,38232875958.192,9763071327.905123
9.22337203680816e+18,9.223372038503877e+18,9.223372038503877e+18,9.223372038511024e+18,2574292.8078838834,1752221.4450432246,6002082.311146581,4762237.209818555,34267003129.123737,10706986024.41034,9022377391.127531
9.223372037665677e+18,9.223372038208518e+18,9.223372038208518e+18,9.223372044246979e+18,1205640.7640100606,1007169.8375665295,15008045.84406963,4191667.909600254,685332295330.6821,12197357018.651829,10589803535.630213
9.223372037071747e+18,9.223372038136418e+18,9.223372038136418e+18,9.223372040577845e+18,52638213.01961681,12035447.951521156,1738887334.2193077,120741864.54532494,8540681909.877741,7738616914.794752,5319494757.459095
9.223372037193392e+18,9.22337203758588e+18,9.223372037408365e+18,9.22337203758588e+18,15354817.927477567,4414698.30853576,40341578.379720464,7749930.054236912,891213226660.2667,8927272045.927681,3204049858.75085
9.223372036675017e+18,9.22337203769789e+18,9.22337203769789e+18,9.223372037715118e+18,4069005.4502850305,1907289.0597367003,47568694.8469455,10200296.573345158,169094488802.63568,4834175244.801526,4605878058.324924
9.223372037542986e+18,9.223372038013868e+18,9.223372036667064e+18,9.223372038013868e+18,28888017.39223727,4611230.889795624,68343637.11987661,14529778.695454584,20239829054.377674,4902332309.445396,2552167437.676985
9.223372037628537e+18,9.223372038431e+18,9.223372037285765e+18,9.223372038431e+18,5185463.875416022,1119389.3734526704,17970092.890673295,3844810.6242062226,36776701223.88088,630946055616.2771,7675303777.3147955
9.22337203673099e+18,9.22337203724375e+18,9.223372037043638e+18,9.22337203724375e+18,11471183.598273909,3626111.326230562,34133903.67612589,8316523.261770764,48634789672.69367,6503202235.145725,3965964409.5994873
9.223372037044777e+18,9.22337203876067e+18,9.22337203853537e+18,9.22337203876067e+18,44599121.62490342,3270449.8356066803,188782040.59139207,4031757.9820303614,8803957725.661894,6218208356.958644,4997948977.216171
9.223372037706746e+18,9.2233720398262e+18,9.223372039336417e+18,9.2233720398262e+18,2713186.2455502646,1246022.2453199355,14766640.216799565,7275752.600954445,49436944350.99184,8650069949.103672,8435405712.467721
9.223372037253212e+18,9.223372037538376e+18,9.223372037243933e+18,9.223372037538376e+18,2398790.916858548,1108388.3770146635,22675798.582717605,4074969.5893117026,28414851079.19015,6573687123.985786,2458516875.0387673
6.737089914232367e+18,9.223372036749736e+18,9.223372036749736e+18,9.22337203741617e+18,3054619.004496228,2189350.2347052447,16733386.06249978,5569213.620789327,61689812836.39738,2534704361.2323933,2489269415.5597744
9.223372036457314e+18,9.223372037457117e+18,9.223372037457117e+18,9.223372038947867e+18,80484636.13183883,26656009.363160305,140020943.94904262,1338232.0947715915,50948809379.58332,41940437235.37218,10332788618.972227
9.223372037070668e+18,9.223372037696537e+18,9.223372036916031e+18,9.223372037696537e+18,128952211.93208992,4131302.3024517233,137804130.27415267,25417740.498575043,27479617269.59479,18031624468.954582,2803094931.972179
9.22337203819038e+18,9.223372040333785e+18,9.223372040211905e+18,9.223372040333785e+18,38806238.590282865,10081269.398770003,603715712.875582,573730293.9024369,13461292250.58364,4778361360.476906,3244900278.7696958
9.223372037349872e+18,9.223372038520994e+18,9.2233720383892e+18,9.223372038520994e+18,38955910.07919031,17177572.416676696,81695356.35425328,1459581.0234678457,6770077585.383165,3168976031.296963,2830686086.6660347
9.223372037031006e+18,9.223372038558726e+18,9.223372036412188e+18,9.223372038558726e+18,24902410.486008536,3322494.048779902,61373262.637418784,26720762.872592743,65055541256.087685,11100251904.804384,4692898953.165233
6.502117976467729e+18,9.223372037142491e+18,9.223372037142491e+18,9.223372038746999e+18,9827992.294770658,3206960.1556346533,48617815.30239916,3144223.093206469,5027992742.065645,3499971029.182376,3312391552.788757
9.223372036555415e+18,9.223372037840138e+18,9.223372037270538e+18,9.223372037840138e+18,29890560.761958826,4653192.867947566,108543496.19605851,76452736.14649832,29134932697.67562,64169669568.11862,11583980136.161947
9.223372037528975e+18,9.223372037799053e+18,9.223372037799053e+18,9.223372039144999e+18,25122941.626685247,4574622.436436669,56794223.898036174,25998818.043745097,22766196483.23808,4975005452.7196455,3258800998.317362
9.22337203764784e+18,9.223372038041213e+18,9.223372037247363e+18,9.223372038041213e+18,12061065.348673815,3130363.570134964,40706810.89344905,32160483.674848206,94918512780.69392,21118173863.045506,2843729421.143754
9.223372036962034e+18,9.223372038554262e+18,9.223372038554262e+18,9.223372038633312e+18,5185648.479719229,1936967.7515599022,27326548.99373044,4677461.233653715,12784238557.692049,4657148614.354899,4613490985.720659
9.223372037528881e+18,9.22337203763578e+18,9.22337203763578e+18,9.223372037734566e+18,6321689.161321127,3692824.481343194,16277839.443510158,4166547.524033152,55526888319.558014,3540834777.913924,3269266997.3573513
9.223372036626415e+18,9.223372037883562e+18,9.223372037883562e+18,9.2233720382244e+18,10445010.877741922,2274381.81682837,26122502.926893465,17071921.9539185,164867280631.65756,214226916247.16632,8982603603.595745
9.223372037098926e+18,9.223372039197819e+18,9.223372038397594e+18,9.223372039197819e+18,17915705.62288245,4186569.990765551,38039846.7253555,16381075.849995648,10584576171.996487,8906756523.67964,7941796169.716408
9.223372037210909e+18,9.223372037859287e+18,9.223372037859287e+18,9.22337203841013e+18,4650636.808364707,2178160.373864726,71138120.26049282,15214802.663660927,566994779840.5176,10721227264.06413,7250247371.886483
9.22337203764892e+18,9.223372037941254e+18,9.223372037941254e+18,9.223372039588174e+18,4128774.6435308955,2826220.880436717,13255526.19207507,2512691.77193697,71016923874.80038,17895935001.933704,5667640372.367363
9.223372038002602e+18,9.223372038397594e+18,9.223372038397594e+18,9.223372039197819e+18,3331184.6513616242,2191764.290977945,38039846.7253555,16381075.849995648,9676795315075.723,8906756523.67964,5297407311.821891
9.22337203712044e+18,9.223372037687038e+18,9.223372037687038e+18,9.223372038014052e+18,1885193.344675982,1834611.7655973956,10301147.324219981,3244591.0328267515,6404827369.132226,3555698756.527304,3524500076.6493807
9.223372036837579e+18,9.223372037612845e+18,9.223372037388063e+18,9.223372037612845e+18,59520971.45970661,7594919.240867499,82086717.47705111,7177131.302049118,16642065138.016243,9713134691.411625,4128604485.6127443
5.910383048745292e+18,9.223372037625448e+18,5.912147228769586e+18,9.223372037625448e+18,18213912.574216057,2787340.374115221,23168408.065658692,8766233.54471286,52070669292.18425,44504082202.05885,5159988658.487915
9.223372036753796e+18,9.223372037308086e+18,9.223372036773229e+18,9.223372037308086e+18,146036204.16737193,7518990.070925559,154972472.47566903,121965223.06234352,26325146160.81605,34067134250.27396,2825873139.9345865
9.223372036605737e+18,9.223372038971365e+18,9.223372038009856e+18,9.223372038971365e+18,9577328.051678237,3192944.428921974,61513561.90785574,12154034.915834822,183075473651.23993,8435486025.632409,5314173227.343169
9.223372037986132e+18,9.223372038561286e+18,9.223372038561286e+18,9.22337203984094e+18,10668396.284952825,5282352.7339374125,40481877.650157414,1068961.157949056,583924175067.6902,5529886888.300352,3718694469.1781235
9.223372038321535e+18,9.22337203963445e+18,9.223372038705711e+18,9.22337203963445e+18,1772073.5078034333,1321553.8059934336,10504410.862381373,3441208.8160727094,452617992191.5399,5152445314.305347,4972323091.102176
9.223372036525336e+18,9.223372037247363e+18,9.223372037247363e+18,9.223372038041213e+18,24739390.685946163,3929529.7990469984,40706810.89344905,32160483.674848206,67745668541.93132,21118173863.045506,2845540148.018595
9.223372037943597e+18,9.22337203864225e+18,9.22337203864225e+18,9.223372046029668e+18,2466895.704410737,2026032.2276915396,51288613.55986701,25318764.191394314,27066688987.79091,89831664060.77321,6876554302.748765
9.223372037431691e+18,9.223372037735197e+18,9.223372037735197e+18,9.223372051475405e+18,5044880.598358751,1586602.9844049462,61602739.986635506,41647298.81663118,23170388253.31802,11800323732.107742,7033961696.901526
9.22337203709192e+18,9.223372038470205e+18,9.223372037603774e+18,9.223372038470205e+18,14907649.503787313,1974456.6254418413,84397679.3465764,5066095.892896485,49615079515.61395,12908731919.866587,8835430637.727884
9.223372037249548e+18,9.223372037671135e+18,9.223372037671135e+18,9.223372039711365e+18,9774755.253792102,8964129.357750246,118196171.20410705,32470050.89099452,20570197588.89716,7348091704.693139,5621232323.115467
7.887165493127123e+18,9.223372040211905e+18,9.223372040211905e+18,9.223372040333785e+18,69397727.69118583,27242199.027496077,603715712.875582,573730293.9024369,7890628110.835301,4778361360.476906,3244900278.7696958
9.223372037599027e+18,9.223372037810387e+18,9.223372037810387e+18,9.223372038852379e+18,87598433.95755711,3150528.040177522,93942005.82897371,58375004.74672461,14220247752.721786,13314042978.535429,3795389658.3582625
9.223372038181829e+18,9.223372039270093e+18,9.22337203811381e+18,9.223372039270093e+18,29080573.880812686,2436847.803981122,53993208.60515266,2403718.4317210596,25772531695.527004,301504971121.6687,3100287470.930618
9.223372036944163e+18,9.22337203996387e+18,9.223372039722316e+18,9.22337203996387e+18,36897288.09181731,3000757.1489529726,628817638.0123637,142808468.92746103,55212132374.73116,32433509408.73064,7071646302.65044
9.223372036588766e+18,9.223372037218632e+18,9.223372037218632e+18,9.223372037722495e+18,59923266.83738666,14860504.404814571,123736004.34002452,32016350.315036967,14191866265.311577,37339892880.45876,2924665946.5622396
9.223372036774942e+18,9.223372040116627e+18,9.223372038616502e+18,9.223372040116627e+18,19872653.240181707,3533326.363372762,111874893.85238537,46915337.61690458,37376079986.486336,11034913227.920109,9127501173.967339
9.22337203736329e+18,9.223372038774491e+18,9.223372037952748e+18,9.223372038774491e+18,6614627.789847841,2095358.243711095,16787915.333600786,1200791.3509681355,142893752121.8,14797594438.168419,12444238246.123547
9.223372036960997e+18,9.223372037786952e+18,9.223372037786952e+18,9.223372039438092e+18,7785942.0936932005,4038077.129332431,136362654.67273006,57420884.50576723,140277807172.54034,39759277024.08405,10803399042.711395
9.223372036707788e+18,9.223372038004048e+18,9.223372038004048e+18,9.223372038599238e+18,31779630.797002137,4444476.402676073,72001926.39618917,5983976.8891013255,50808744779.30317,454052784596.444,8902794584.202904
1.6538528243228188e+18,9.22337203745462e+18,9.22337203745462e+18,9.223372038470535e+18,22441777.127575804,10898782.45535456,56688005.42203735,33889515.97934249,48782364885.77355,4688341194.084407,2882409552.836178
9.223372036831091e+18,9.22337203879555e+18,9.223372036471305e+18,9.22337203879555e+18,5463847.164651452,2008864.0274933332,23848887.92793995,17514404.26837351,11064918045.38261,8512021337.668065,8420761806.400688
9.22337203763253e+18,9.223372038321699e+18,9.223372038231486e+18,9.223372038321699e+18,40059843.812365286,25300303.761073664,346682621.32253677,4305923.772954073,78133213053.72238,13504365500.145565,5510660226.320722
9.223372038847881e+18,9.223372039898085e+18,9.223372038888438e+18,9.223372039898085e+18,38852815.67601497,1572786.0623264888,91395176.46127456,9191874.266583025,5691613060209.642,26889544142.02591,11074769338.306395
9.223372037879888e+18,9.223372038059379e+18,9.223372038059379e+18,9.223372039056187e+18,60184268.921458654,10225913.970497817,156043177.43426684,3804353.881141963,65548289907.17677,19273757284.10251,8474406213.042637
9.223372036844843e+18,9.223372038062326e+18,9.223372038062326e+18,9.223372042969872e+18,36869313.43971601,32560222.992945395,723124876.3550658,282820892.6778941,31670637487.237946,12515268114.128761,5353336704.841222
9.22337203706661e+18,9.223372038517258e+18,9.223372038517258e+18,9.223372040378427e+18,13936247.459983598,3873424.2912032325,118152150.17795782,39872115.43633527,66852308314.56332,5169043404.995428,5064779598.508937
8.462675048948673e+18,9.223372036543408e+18,9.223372036543408e+18,9.223372037037332e+18,12712874.742634,4641804.202472826,33829164.57252497,29261202.091334756,347539488932.8557,5105036385.221604,4668921959.353468
9.223372037410267e+18,9.223372038083095e+18,9.223372038083095e+18,9.22337203946058e+18,14603194.406806719,2172068.4318589116,38950229.94678395,30951041.48222519,146665859831.16367,41488759886.12195,7996016995.88332
5.347666635813107e+18,9.223372039336382e+18,9.223372039336382e+18,9.223372039737164e+18,2532032.622780606,2447185.644960687,9681359.67670062,2162256.003126934,63638441603.527374,3454770199.6234527,3442830619.6667023
9.22337203771993e+18,9.22337203881815e+18,9.22337203881815e+18,9.223372039065033e+18,85551314.23830698,1649212.2438539877,107354076.47016792,1400787.3929627726,14501104784.909023,7801463552.000279,4440362796.060466
9.223372036314335e+18,9.223372037059643e+18,9.223372037059643e+18,9.223372038171996e+18,39341733.07289193,2907787.5817919667,103696071.20047566,2149177.498261303,34005174161.456608,11124698253.923622,5263846972.838826
9.223372037343586e+18,9.223372041706537e+18,9.223372039612705e+18,9.223372041706537e+18,39240200.706128344,13522435.613849662,148146373.3563326,147010346.87506172,49675029466.36108,15999863406.166273,4134457009.536102
9.223372037711843e+18,9.223372038739583e+18,9.223372037876484e+18,9.223372038739583e+18,8411693.880239233,2831631.2065537698,12151564.058238056,4350186.20473059,9534487170.65215,8566293181.045211,3050204504.674799
9.22337203858447e+18,9.22337204155527e+18,9.223372036990794e+18,9.22337204155527e+18,1093803217.0282469,304845606.08353335,1419067479.0795228,60171204.61692403,14185797084.276085,12375926712.795282,11823596992.89499
9.223372037262866e+18,9.223372037461615e+18,9.223372037461615e+18,9.223372040538786e+18,184899670.09164885,4666058.367847959,296101042.2439508,77206631.72013171,25480194723.223736,31105876939.26596,6032543417.964211
9.223372038521113e+18,9.223372040033423e+18,9.223372040033423e+18,9.223372041048846e+18,4070397.0827245875,1143318.35124754,11661681.038852021,1427147.4674275622,19253220077.903713,6572715725.662756,4128290316.322923
2.858918382415533e+17,9.223372037881168e+18,9.223372037881168e+18,9.223372040468417e+18,65025871.781325,4621440.927796045,289514928.71878284,3264556.698235087,35252214342.58998,26155394558.07135,12579607352.8481
9.223372037441657e+18,9.223372037655351e+18,9.223372037655351e+18,9.223372037755283e+18,5435077.294013267,5015642.116797041,499218316.9958798,21277633.99089347,15480811897.72145,9895278617.597132,8951689705.855415
9.223372037823863e+18,9.223372038063673e+18,9.223372038063673e+18,9.22337203982187e+18,8106926.375976287,7740586.236428458,54592320.570712894,13708516.751481835,4677090832.737081,3499460979.0779715,3375828646.824424
9.223372036507161e+18,9.223372037863873e+18,9.223372037863873e+18,9.223372045989288e+18,10334645.905086454,2786459.9535922366,2693291581.797008,376220729.8686813,134828867696.72983,12681817262.196728,9412874591.711481
9.223372038427552e+18,9.223372038747509e+18,9.22337203852893e+18,9.223372038747509e+18,7371335.029022375,4727290.19518846,17468537.1991922,8239216.659720281,186221025901.12808,4229797913.3976655,4127913110.0713196
9.22337203806574e+18,9.223372039039488e+18,9.223372038062995e+18,9.223372039039488e+18,25927958.391975828,1000776.8485431777,61499219.57352969,16871271.276664034,332274786727.3852,7160381350.020135,5699568694.844237
9.22337203737122e+18,9.223372039239664e+18,9.223372038562146e+18,9.223372039239664e+18,5821809.108899907,3522917.520738118,14307827.521676287,11942052.374429675,110541269300.45761,32422876151.671024,2931047075.058879
9.223372037145383e+18,9.22337203757171e+18,9.22337203757171e+18,9.22337203937681e+18,127858644.44055654,86750106.18266807,283864617.00756174,91048972.39110726,5411748003.9617405,3659553136.058003,3075626969.502947
9.223372036990794e+18,9.22337204155527e+18,9.223372037655263e+18,9.22337204155527e+18,1419067479.0795228,60171204.61692403,2710118974.0508327,5666088.278979701,12375926712.795282,5342983938.041238,3712352639.0096564
9.223372036849655e+18,9.223372038369081e+18,9.223372038369081e+18,9.223372039194806e+18,2588223.3326104674,1048607.8235039865,12102033.303654647,7224105.997049668,1404914229441.2336,3497530716.4407687,3105939924.4162946
9.223372037241053e+18,9.22337204054838e+18,9.223372038657264e+18,9.22337204054838e+18,25136289.937840182,14323021.875863288,66349058.625385255,57923150.21379912,331851668507.5288,11300159218.354584,6362001459.017682
9.223372037320575e+18,9.223372037702513e+18,9.223372037702513e+18,9.22337203964193e+18,3084269.295657398,3042136.913533264,13810972.139761452,2527218.710566221,4177318477242.73,24157456360.740986,12458881487.044897
9.223372036962167e+18,9.22337203769485e+18,9.22337203769485e+18,9.223372038334126e+18,49298863.17792106,9814658.18394674,81331969.88355677,2153366.595910989,62233008662.505394,16378454315.523724,5399589472.385801
9.22337203711326e+18,9.223372039639312e+18,9.22337203771963e+18,9.223372039639312e+18,17703268.670884795,7941364.716662071,29769431.938393313,4418475.596585986,8815835721.007698,8195896690.412285,7714402487.543819
9.22337203725034e+18,9.223372038166559e+18,9.223372036698988e+18,9.223372038166559e+18,5617139.737967942,3882739.708349654,26025088.656124488,11605319.92504997,198519563357.66992,4258866573.4366627,4132246380.086331
