BH1_ID1,BH1_ID2,BH2_ID1,BH2_ID2,M1_bin_1,M2_bin_1,M1_bin_2,M2_bin_2,t1,t2,tmerger
9.22337203814738e+18,9.223372038578481e+18,9.223372038578481e+18,9.223372041549277e+18,1856579.6776789713,1763297.7032356157,4613715.947723403,1232257.8644662374,53963574797.791245,9571036031.782484,4153633101.1783404
9.223372037283246e+18,9.223372038136824e+18,9.223372037731408e+18,9.223372038136824e+18,58981926.89434358,1190648.054523488,113176496.19330148,13732075.100637188,5460817890.018668,5523321676.002725,4421397721.806871
9.223372038512456e+18,9.223372039055895e+18,9.223372039055895e+18,9.223372043193278e+18,7891095.5448658345,1314375.538664903,85490252.81493866,23506091.937216464,115896214463.07494,7909637517.408895,7550925570.41546
9.223372036755205e+18,9.22337203992865e+18,9.22337203771756e+18,9.22337203992865e+18,143350921.5722679,1370134.5584318812,148133593.0584183,40005882.554504916,54158207460.39515,38583755524.94645,12247963127.456425
9.223372036629362e+18,9.223372039995177e+18,9.22337203735566e+18,9.223372039995177e+18,27013005.684899677,1404858.6278650274,82694491.64453103,10814432.489120197,567041398378.7257,56641323343.49147,5077751102.657615
8.985968101382142e+18,9.223372038009604e+18,9.223372038009604e+18,9.223372048331473e+18,9247255.557544982,2968039.5862923707,33298072.192530837,28939138.583894458,500058334162.9477,10142061892.745584,5703018926.28523
9.22337203816795e+18,9.223372039297208e+18,9.223372039297208e+18,9.223372039896074e+18,1390523.3937044903,1186150.809690757,93643372.86770964,8743087.005156964,87161602566.84212,9276595620.880587,9238567565.954887
9.223372037657346e+18,9.223372037707049e+18,9.223372037688324e+18,9.223372037707049e+18,28122335.543860696,27417715.11885243,67265121.97922006,8657501.61012422,67387283812.770424,11757371831.712599,3383098738.721097
9.223372036945295e+18,9.223372037458684e+18,9.223372037458684e+18,9.223372037562165e+18,5041557.720901033,1054236.8347186837,19406740.379550483,6994216.838233489,11208755445.805153,3597166910.940204,3510283102.5314584
9.223372037574797e+18,9.223372038166182e+18,9.223372038166182e+18,9.223372041086487e+18,30232362.729511198,3255582.089033047,52944798.16624979,1065528.9379425163,51269401448.36656,8230137663.2338085,6848816900.706517
9.223372038599242e+18,9.223372038660948e+18,9.223372037782995e+18,9.223372038660948e+18,6359589.844802527,3589815.2801539563,88204930.09524561,33880143.76087201,483226349736.11383,31925456926.12224,5126532307.024553
9.223372037017965e+18,9.223372037798687e+18,9.223372037798687e+18,9.22337204258171e+18,44877022.10288431,6862537.168723178,151009160.08913523,52323817.69092509,41856409889.423874,37261847973.010895,13364775537.961197
9.223372037922769e+18,9.22337203930417e+18,9.223372037417126e+18,9.22337203930417e+18,7015119.725488874,4008923.8497568173,372410781.0571191,40646601.489941694,63762703641.985535,10901486840.369905,10573843001.125685
9.223372037366555e+18,9.22337203775669e+18,9.22337203775669e+18,9.223372039108594e+18,7545658.292573392,4416515.950905793,26587137.757733252,3516158.1631745556,132728096332.19777,10154602505.502922,8903350580.327175
9.223372036710306e+18,9.223372039101309e+18,9.223372039101309e+18,9.223372039639312e+18,18481588.81386551,5475491.436084479,59479932.5030707,26396143.30556959,15881100517.493492,11041687314.876743,7782176635.771799
9.22337203771756e+18,9.22337203992865e+18,9.223372038119236e+18,9.22337203992865e+18,148133593.0584183,40005882.554504916,204170939.31330776,11066346.361342015,38583755524.94645,26342576936.10855,9497768628.102861
9.223372036798535e+18,9.223372038122078e+18,9.223372038122078e+18,9.223372040542249e+18,56759575.09035742,3547867.502333029,95251702.35856889,6740030.91304913,110881171981.94601,21210816754.525898,8447339983.280018
9.223372038077299e+18,9.223372039580703e+18,9.223372039580703e+18,9.22337204130422e+18,45071992.64773242,6058826.833886061,79618699.94649011,1591544.6995984744,32533530188.32016,30150564242.913906,6624462056.524332
9.22337203754955e+18,9.223372041926224e+18,9.22337203759783e+18,9.223372041926224e+18,1127372799.5498016,40296421.32708994,1213857075.535852,20486533.54999846,12253293025.340115,12503026542.536243,11745174309.82913
9.223372037464474e+18,9.223372037743565e+18,9.223372037743565e+18,9.223372045569307e+18,64437126.05740636,4717009.155532958,108309758.74753705,14768628.263141789,14638040347.289062,13302436292.675179,5380957992.856064
9.223372037359303e+18,9.223372039877212e+18,9.223372039877212e+18,9.223372040432845e+18,2480442.8201998924,1576336.1450804605,12572447.669217905,2726222.149422848,240512325445.87653,7496571827.537658,7354960145.22243
9.223372037452427e+18,9.223372038107144e+18,9.223372038107144e+18,9.223372040631734e+18,27767327.268463545,1095957.4072433568,794044169.514604,44743822.99795529,29792680887.12865,17368881077.79061,10086368243.923565
9.223372036433289e+18,9.223372036788297e+18,9.223372036788297e+18,9.223372037923432e+18,103759830.686737,14988591.390577864,209471922.88153803,3531210.514051395,26820173283.183002,39802247232.44831,10997645701.749943
9.22337203764129e+18,9.223372038841772e+18,9.223372038841772e+18,9.223372042194946e+18,6388601.121067982,2536789.733670928,81216379.18908745,25746336.158282645,38033788209.65627,12696925882.839119,10857962117.304264
9.223372037184573e+18,9.223372037715118e+18,9.22337203769789e+18,9.223372037715118e+18,21451872.05245839,6925217.4298273,47568694.8469455,10200296.573345158,77120174076.83995,4834175244.801526,4375799070.480264
9.223372038977712e+18,9.223372040327584e+18,9.223372040327584e+18,9.22337205387633e+18,58963324.46071276,1392917.5695137687,711797272.3036937,332970781.69359726,28369433543.063515,44402732434.04371,9464274450.097054
9.223372037263178e+18,9.223372037720908e+18,9.223372037720908e+18,9.223372044464593e+18,2694910.419532819,1922966.2251782387,15432777.744754778,9606438.730260804,27139046952.031967,7293199603.683136,6592240527.849415
9.223372037019826e+18,9.22337204017541e+18,9.22337204017541e+18,9.223372040949369e+18,397031314.9724623,78880282.73366405,1148346688.4602652,1027190.884265827,12926211895.21306,6567808750.009259,3909034754.1667466
9.223372037234608e+18,9.223372038607725e+18,9.223372038607725e+18,9.223372039593134e+18,19957855.22627702,1311423.2898467004,49767474.101445295,8403102.679974621,110160918954.36082,19583961957.297348,3473400297.5731716
9.223372038339494e+18,9.223372039501756e+18,9.223372038114939e+18,9.223372039501756e+18,3729219.92973691,2074796.164400092,7218766.6725876955,3842055.75998914,66512619997.59918,14510743732.429377,3733098573.1986504
9.223372037711182e+18,9.223372037989673e+18,9.223372037989673e+18,9.223372049878331e+18,3904409.4134798963,2062825.2853536997,9273185.361979991,2496077.3846483827,146101633447.22665,28642526139.01395,11502975168.028164
9.22337203736657e+18,9.223372038627822e+18,9.223372038627822e+18,9.22337203954168e+18,7175952.674574799,3747140.7474789578,13659369.405835852,1564067.059082735,67948249970.86786,14687248493.397015,10656352646.365559
9.223372037847355e+18,9.223372039198288e+18,9.223372037640237e+18,9.223372039198288e+18,6892400.464849587,2983844.5547130518,26097652.347615667,6968059.828502227,88169570615.98355,11233116792.770824,6085631745.7959
9.223372038430134e+18,9.22337203950727e+18,9.22337203690759e+18,9.22337203950727e+18,406049945.20065147,11422519.063882468,786297888.945438,96029312.48499879,15413109764.343424,6136407360.782237,3639563537.240707
9.2233720375238e+18,9.223372038253003e+18,9.223372037568123e+18,9.223372038253003e+18,9094317.99250389,5220652.295673388,18124166.482195657,3295527.620180735,194795077155.00156,40398883330.258484,10401486695.745941
9.223372038277675e+18,9.223372038763395e+18,9.223372038144936e+18,9.223372038763395e+18,1328034.8370690837,1066775.727005711,12197771.93536375,6336698.911204918,81129666661.94514,5713497771.704585,5433662556.973107
5.832584167100799e+18,9.223372038008893e+18,9.223372038008893e+18,9.223372039042714e+18,549187861.8076812,8687194.50227844,604429989.5256809,10621549.392931417,34734194483.4152,40475159266.974106,8866067835.773878
9.22337203915935e+18,9.223372039305916e+18,9.223372037553615e+18,9.223372039305916e+18,2297712.960687471,1039009.8197703491,7718859.729974154,5442063.856873083,10700442767.932924,6751676219.91481,6701418943.790066
9.223372037877197e+18,9.223372038125427e+18,9.223372036963641e+18,9.223372038125427e+18,63768148.46324797,3736518.8998790756,91159734.97303118,13576922.283957615,58079978195.02023,15414574269.358736,9499577692.940376
2.1736940477320937e+18,9.223372038460635e+18,9.22337203754421e+18,9.223372038460635e+18,7694307.357647686,5228434.077070094,57079082.538214855,31224539.857591152,79715112021.01157,6265818486.457873,3897705719.788806
9.223372037325304e+18,9.223372037804421e+18,9.223372037804421e+18,9.22337204226422e+18,9537751.729136962,3823921.9372818535,24759981.1659192,4895904.92567109,37378103674.78606,9298232194.457502,9111056369.839828
9.223372037797847e+18,9.223372041674142e+18,9.223372038461819e+18,9.223372041674142e+18,52200558.8177072,20005284.331870083,194523234.4211148,8456325.520622164,41509019328.44335,60914651674.54576,10802394179.20118
9.223372039828855e+18,9.223372040934935e+18,9.22337204081264e+18,9.223372040934935e+18,20870510.500668015,17914853.6030215,98160924.17379345,13840650.831584653,89096625517.06389,7393739116.46918,4724876962.589499
9.223372039427545e+18,9.22337204001275e+18,9.22337203934194e+18,9.22337204001275e+18,1368684.7046351593,1081940.2604975756,76247541.36331876,13609710.848273298,81235593420.88268,10625328663.147478,10559667692.552376
9.223372037400654e+18,9.223372037611694e+18,9.223372037611694e+18,9.223372038843843e+18,6017163.0626854515,1698686.1971133347,45233734.41800336,34068582.15345281,650689711026.8765,19133341283.653458,10549175069.556555
9.22337203754933e+18,9.223372038452527e+18,9.223372038452527e+18,9.223372038839847e+18,6031903.006279941,1250988.1010761908,10535438.585651085,3080264.8023109185,184651134549.48175,4796827387.171388,4719289670.895033
9.22337203731863e+18,9.223372038598388e+18,2.78966645671536e+18,9.223372038598388e+18,4443539.180829025,2913098.505591908,8247893.061970987,3904778.6220863084,93887118786.62828,3655973163.321471,3394303921.7701364
9.223372038196943e+18,9.223372038632538e+18,9.223372038632538e+18,9.223372049619702e+18,151572913.23046592,3996853.5683933143,229529890.44147703,229349546.23757526,97149602955.65012,9732874147.7668,8346101408.284775
9.223372038210298e+18,9.223372039477248e+18,9.223372039477248e+18,9.223372040869726e+18,7105192.425122638,3737186.315436822,238633722.65576157,43008684.55112418,133060852399.78313,61927262483.642494,4576896804.050213
9.117705527866829e+18,9.223372038183965e+18,9.223372038183965e+18,9.223372040386554e+18,11315775.175636055,2709579.3614722295,162044237.32158026,2149276.9005784146,107591666505.8878,14807511222.300648,10187913297.480387
9.223372037341086e+18,9.223372043035386e+18,9.223372038150707e+18,9.223372043035386e+18,25165258.613112587,6279386.375224803,99213026.69876045,37871430.79950709,15844228644.519802,55896464835.262146,5595569660.857211
9.223372037858167e+18,9.223372039408744e+18,9.223372039408744e+18,9.22337204226422e+18,7104851.617178258,1904704.5994918093,79060768.94087596,23671667.796861693,18567650687.012592,12161241243.022839,11371685047.19327
9.223372039403528e+18,9.223372039587023e+18,9.223372039587023e+18,9.223372039879725e+18,41952321.92685241,2040601.7673138387,47200906.273634054,3813186.4870338435,94554586379.6918,72172256621.26314,8628762346.55714
9.223372037571068e+18,9.223372038660219e+18,1.9631173100634363e+18,9.223372038660219e+18,16196897.556719607,4851741.896211685,21571580.84292231,5120241.755060057,7190840712.825102,6744359682.532228,6665559020.367677
9.22337203722811e+18,9.22337203741284e+18,9.22337203741284e+18,9.223372038374023e+18,26277996.55151742,9426563.137282576,113124664.98509353,63143901.91178961,34896962192.213005,12198211825.723446,7232881771.715838
9.22337203720969e+18,9.223372037682264e+18,9.223372037682264e+18,9.223372039557153e+18,10792847.985976052,8757770.147427391,23894612.993811104,3134084.056861126,12904597908.025934,4697538775.868477,4377962415.703656
9.223372038539158e+18,9.223372040916867e+18,9.223372040916867e+18,9.223372042383383e+18,1508231.3575282714,1295301.6540443648,20125845.142194953,1588008.817175519,229632251463.46985,12151859978.496008,11837809783.864286
9.223372041156002e+18,9.223372041245602e+18,9.223372041245602e+18,9.223372041399495e+18,2547738.1888841763,1209426.5722588957,35074533.60261818,14030040.646343525,13415740381.078417,9008758427.143795,7827461493.951583
9.223372038925414e+18,9.22337204083348e+18,9.22337203736868e+18,9.22337204083348e+18,12135546.084852137,1282599.457950655,22071432.4946815,21942635.492367413,8673395141.103796,173648928386.18958,6785098363.539475
9.22337203954091e+18,9.223372040413757e+18,9.223372040413757e+18,9.223372044751682e+18,36030499.886607625,3061023.3537843926,62239766.836008154,54361991.20163522,50358168132.39436,60166257547.56798,8903741234.148092
9.223372038561438e+18,9.223372044444217e+18,9.223372038168168e+18,9.223372044444217e+18,84280242.60907501,54552417.64055825,471913920.5185341,71478644.19825377,13476676032.491924,20823740451.209816,8991860297.444454
9.223372036885e+18,9.22337203915512e+18,9.22337203915512e+18,9.223372039405943e+18,211742555.8109782,21681775.411605585,426938632.12501985,1291750.151257292,84585346293.21942,22360778441.41467,8769245650.696205
9.223372038857388e+18,9.223372039492166e+18,9.223372039009085e+18,9.223372039492166e+18,2663967.8982492033,1606838.4561025838,4513518.412075311,2755588.4339637,5556443736.875465,7289934770.84383,3600793555.570088
9.223372037072036e+18,9.223372038923639e+18,9.223372038923639e+18,9.223372039759927e+18,448516035.1036587,5150729.865751165,468236034.7854196,13164189.66298089,12367825894.531807,25844525511.36143,3580806493.8256793
9.223372038400287e+18,9.223372038736275e+18,9.223372037384229e+18,9.223372038736275e+18,141819131.86558425,2380074.88057961,164674138.62572232,127238657.98840295,15953443034.455532,4743573504.373356,4407056208.4949045
9.223372038412327e+18,9.22337203927151e+18,9.22337203927151e+18,9.22337204087783e+18,8596738.393707244,2544429.5117574744,28070504.335652713,6009949.294529381,50287965841.59105,11312785325.778683,7289513131.115853
9.2233720377686e+18,9.223372037817717e+18,9.223372037817717e+18,9.223372040134937e+18,28995513.898027528,3516271.765822683,44671401.30977427,2555889.178887295,62605802385.23512,51055049987.45596,8892858775.763065
9.223372039567333e+18,9.2233720427689e+18,9.2233720386765e+18,9.2233720427689e+18,305014590.0226224,259566430.6062792,815476729.1168807,3477476.461487282,65051834197.731674,9287979292.05339,7363325783.41847
9.22337203810897e+18,9.223372038795207e+18,9.223372038795207e+18,9.223372041409892e+18,33997438.49506322,1947248.7912154037,91921866.73865376,29993087.15189352,236607265066.3473,15953047373.407455,8798224455.10179
9.223372036768133e+18,9.223372039315214e+18,9.223372039315214e+18,9.223372043346397e+18,24940041.363200635,3395370.1475534295,212865801.99433476,76146435.00648567,263237883692.43457,18329227377.469948,5643232280.537422
9.223372037932683e+18,9.223372039858926e+18,9.223372036938813e+18,9.223372039858926e+18,4006069.5832226234,1996779.545798814,12032323.878697662,9981710.878017625,74550274855.82065,15775356925.836128,11980229022.512737
9.22337203737077e+18,9.22337203882046e+18,9.22337203882046e+18,9.223372041299577e+18,327399991.8360652,3025920.135513122,517999674.7974906,264164497.78922305,76411135445.68861,16163599549.294744,13129117557.147318
9.22337203900598e+18,9.22337203930696e+18,9.22337203930696e+18,9.223372039610833e+18,176079844.497682,112517884.84078471,487301399.2073482,133613896.59798498,59544766664.5979,11683880135.10369,7464629045.397588
9.223372037390647e+18,9.223372038189519e+18,9.223372038189519e+18,9.22337204566785e+18,42285745.69910543,5745908.339619995,59397144.573248096,11743915.155765017,173140176085.5339,26617449878.915043,8673980750.48691
9.22337203991087e+18,9.223372040940132e+18,9.223372040940132e+18,9.223372041809453e+18,5228973.689648697,1598829.469409624,53524171.671697944,25538869.32214055,304760823114.5163,8529542453.108962,5232152142.9013815
9.223372037274006e+18,9.223372037474306e+18,9.223372037474306e+18,9.223372039015635e+18,24741520.73559855,9022776.724845858,46756719.91945714,2805488.3971535238,194193869005.81088,12052573214.22062,10367044521.849285
9.22337203705435e+18,9.223372039497415e+18,9.223372039497415e+18,9.223372042217843e+18,65595305.05506202,7040353.713704105,404333125.1808309,2861153.694735797,38232875958.192,12202156926.352942,7072992801.965215
9.223372038536313e+18,9.223372039587324e+18,9.223372036969578e+18,9.223372039587324e+18,3365592.053413116,1357469.2831988123,134242971.26198876,16533587.405106263,90328299754.10217,13458080113.696392,12790495309.788683
9.223372037457916e+18,9.223372039928297e+18,9.223372038354123e+18,9.223372039928297e+18,7198971.41115155,2497696.222384194,16006471.117796574,9779313.560048202,356560238975.94165,15077379093.818594,4431050114.26107
9.223372037461615e+18,9.223372040538786e+18,9.223372040538786e+18,9.223372041422887e+18,296101042.2439508,77206631.72013171,441259665.95454097,15410767.231680155,31105876939.26596,11751669164.761354,5961686211.645894
9.223372037505542e+18,9.223372040728332e+18,9.2233720389824e+18,9.223372040728332e+18,14766924.223419884,1867073.7222997113,19947914.9945659,6274970.072278862,46179292918.35012,8083073747.67476,5504114948.557439
9.223372036759166e+18,9.22337203694374e+18,9.22337203694374e+18,9.223372039120079e+18,351104604.4008837,19237472.433841124,601277516.0401542,3250725.575825614,20622604659.566807,21610321565.12513,13228119070.578415
9.223372038824464e+18,9.223372038850085e+18,9.223372037484167e+18,9.223372038850085e+18,13001894.07980033,3768356.0420166915,21192147.998177834,6756574.298682637,29426398207.928574,5456363439.60283,4923306175.753876
9.223372037587862e+18,9.223372038179527e+18,9.223372038179527e+18,9.223372052412998e+18,5702881.336641861,3932369.865250176,295450667.08342314,19684640.857531372,234093928973.38797,8033864952.763617,7506490287.424355
9.223372037168773e+18,9.223372043238736e+18,9.223372036965585e+18,9.223372043238736e+18,77910258.12196887,6376914.248641907,100500002.6987302,3937879.593684339,53075624217.33627,12327555649.836409,6914839918.285015
9.223372037553566e+18,9.223372037655843e+18,9.223372037655843e+18,9.223372038953302e+18,148298316.89820257,146746220.71816623,454820982.0747121,131555558.61723232,63451679790.93901,38615141329.35267,13483296364.87399
9.223372036632539e+18,9.223372037478697e+18,9.223372036575126e+18,9.223372037478697e+18,17894405.126358625,3473770.1750921365,65849774.986866705,35992300.996174894,24446886646.522655,8770069288.274155,8393502891.181776
9.223372037307232e+18,9.22337203954072e+18,9.22337203828802e+18,9.22337203954072e+18,35320483.33581332,7800298.628350261,54952156.95865545,3787057.8779646135,34473105527.00537,10535815836.911964,5541240307.329563
9.223372037590637e+18,9.223372039073761e+18,9.223372039073761e+18,9.223372041984037e+18,7649618.915940694,4979331.870389421,19770268.85355717,6234541.729876634,56128189553.53325,28976745504.720814,13111933265.585669
9.223372037440352e+18,9.223372040393951e+18,9.223372037587302e+18,9.223372040393951e+18,19618041.30506687,15272314.004275266,50613529.82337179,21583367.117665492,25141057926.635498,9234846540.64035,8594415208.628765
9.223372037641658e+18,9.223372039812196e+18,9.223372037724043e+18,9.223372039812196e+18,243375213.18196592,9296303.500873853,300771531.11507565,3788648.315038393,132037492463.45506,14373005504.427555,9011729777.013622
9.223372038717772e+18,9.223372040162118e+18,9.223372038750015e+18,9.223372040162118e+18,106407482.40464894,27655286.6567482,136995847.4327284,1892776.3214384648,17346969694.554417,12522058846.81037,8046160112.563302
9.22337203740879e+18,9.223372038591627e+18,9.223372038591627e+18,9.223372063668822e+18,15474668.721251644,14766782.220109724,200243127.75431368,2477900.960948049,54587307615.608986,29248283646.515316,12410234034.423536
9.223372039808858e+18,9.223372040546206e+18,9.223372039361217e+18,9.223372040546206e+18,2415589.908450341,1829670.0504038671,29012412.29193643,7052494.996722685,1305764298911.1746,11641903315.02964,11457055567.17948
9.223372036605726e+18,9.223372038654278e+18,9.223372038654278e+18,9.223372039628796e+18,110643299.1433776,9574303.381171854,159989449.42358154,3311744.3982008765,10397007111.170921,8063657697.46265,7364045912.500279
9.223372037883562e+18,9.2233720382244e+18,9.2233720382244e+18,9.22337204266475e+18,26122502.926893465,17071921.9539185,159645801.4129971,115463885.51334044,214226916247.16632,18537476830.921318,5249179829.8099
9.223372038567805e+18,9.223372039721847e+18,9.223372039721847e+18,9.22337204121104e+18,2733506.9192339974,2584588.047870401,42960261.42236,23955248.40724894,318347056377.5069,9786913213.793488,8763608389.472456
9.223372036965077e+18,9.223372042445652e+18,9.223372042445652e+18,9.223372043479564e+18,5697343.207545666,1573851.0871526804,25768062.66473695,19613639.202451944,48643338603.33909,9638824527.390741,8912303790.478783
9.223372039394585e+18,9.223372041063006e+18,9.223372041063006e+18,9.223372065113944e+18,9823419.788183544,2666708.5621352694,1953383334.2142663,55663309.53593101,71428528601.74792,19101325896.85853,11708071326.934282
9.223372044532234e+18,9.223372045201983e+18,9.223372043144538e+18,9.223372045201983e+18,1141409826.7590046,1025858893.216537,2808186460.046541,2446447227.747861,33196787400.95597,13142595602.44314,9777297179.692135
9.223372039591901e+18,9.223372040212642e+18,9.223372040212642e+18,9.22337204541499e+18,23987057.148724522,1037528.7252453921,284377248.9572353,144053837.95755425,26470969816.5101,7611294395.634032,5558492063.479108
9.223372039587402e+18,9.223372042265092e+18,9.22337204041979e+18,9.223372042265092e+18,55178794.241668984,3114998.8119757753,72688938.41073772,13606203.366512375,69685286579.96774,10876038020.672035,8148492300.59129
9.22337203839025e+18,9.223372038868201e+18,9.223372038868201e+18,9.223372040399921e+18,6933751.828767847,1204645.320805847,57645391.73912838,25250744.605828222,37513345886.23594,9854868683.271358,9750508440.031784
9.223372037844089e+18,9.22337203981778e+18,9.223372039075318e+18,9.22337203981778e+18,8687364.90625063,1769418.045903463,11335414.233431023,5743338.079706121,673612095279.974,4461251089.54371,4421483694.442963
5.265089169442355e+18,9.223372040323215e+18,9.223372038159327e+18,9.223372040323215e+18,2166814.309383034,1338206.534175763,10006575.65762644,2466143.086866895,48925506040.59617,10384634777.717627,8017135163.902667
9.22337203931488e+18,9.223372040595239e+18,9.22337203989369e+18,9.223372040595239e+18,11752350.152388453,3659794.5114002433,17447236.70266837,8185099.198218739,16880116996.19177,11031535034.643652,10839162108.460869
9.22337203831884e+18,9.223372040334211e+18,9.223372038502707e+18,9.223372040334211e+18,5614512.676730003,2874928.0158212064,11374408.342400648,7161411.535614532,25934533222.587677,6021768032.442275,5689481743.631447
9.223372037454019e+18,9.223372046504657e+18,9.223372039984314e+18,9.223372046504657e+18,325170539.86657107,59124498.21774308,420281516.94477254,1635707.72905788,68044593337.95323,33596710281.910683,7338289927.131163
9.223372036819604e+18,9.22337203951796e+18,9.22337203899899e+18,9.22337203951796e+18,6440631.133910189,1354149.2458072982,12192333.208584666,4138615.472924904,44254165868.30601,76743449491.36533,11014002161.808533
9.223372038354123e+18,9.223372039928297e+18,9.223372039928297e+18,9.223372041180445e+18,16006471.117796574,9779313.560048202,48118531.66388061,2050854.4063073082,15077379093.818594,6337192481.445299,5386556865.323103
9.22337203769485e+18,9.223372038334126e+18,9.223372038334126e+18,9.223372042155815e+18,81331969.88355677,2153366.595910989,146712139.9237281,118896957.53974102,16378454315.523724,19475784135.666424,9735852038.503967
9.223372037739436e+18,9.223372040939809e+18,9.223372038604564e+18,9.223372040939809e+18,14365622.868910946,2054759.4973366768,23420605.94450083,15165669.518345963,63325134692.8117,5563145992.292865,5277689560.291824
9.22337203743078e+18,9.22337204005163e+18,9.223372038749325e+18,9.22337204005163e+18,1759179.6072410094,1238176.5624336586,10492922.794589521,3104135.558748623,62004310096.053185,10997766184.537941,10901744703.058983
9.223372039029438e+18,9.22337203938982e+18,9.22337203938982e+18,9.223372042065707e+18,9554451.318411645,8292695.106326107,80786393.16592643,76503573.3315352,422953286158.4518,33680254642.25944,12469840662.985971
9.223372039142265e+18,9.223372041474357e+18,9.22337204083348e+18,9.223372041474357e+18,210200399.86265296,38481335.01663939,416052658.3682416,59112143.92975925,44450995331.03301,22016725592.22844,7568816599.155553
9.223372036808039e+18,9.223372046007013e+18,6.754434861271344e+16,9.223372046007013e+18,847100866.289259,8402364.262761798,997154344.1010251,9875634.405328956,19333326913.60073,15475671086.569998,13511619356.126858
9.22337203733078e+18,9.223372037759894e+18,9.223372037759894e+18,9.223372042446633e+18,22416642.54167769,7254082.895824204,32373630.643396653,1343261.8520174185,321043949410.86163,5277184605.533128,4422972307.597783
9.223372038851148e+18,9.223372041388628e+18,9.223372039767826e+18,9.223372041388628e+18,2330174917.3897862,8582609.064346436,2386266224.9025364,1236543.5243668319,27206736161.997383,15189948249.582453,4178172656.8386807
9.223372037715139e+18,9.22337203772266e+18,9.22337203772266e+18,9.223372038523998e+18,103613709.28058353,43480987.560712546,205779836.8174076,15192366.140655827,34499042399.501495,5003207862.640264,4708120521.945219
1.5868458623608358e+18,9.223372038849384e+18,9.223372038849384e+18,9.22337205008461e+18,16269461.248210786,1056768.7537388161,1311339507.8937068,19770836.866797805,110420662934.97194,7633225174.343943,6101948310.067214
9.223372036609766e+18,9.22337203795942e+18,9.22337203795942e+18,9.22337204007063e+18,88449317.792029,6483714.938212385,258198938.72944933,96457026.45519729,24679062143.711227,8231606214.502501,4459775738.581624
9.223372039717206e+18,9.22337204171831e+18,9.22337204171831e+18,9.223372047958182e+18,25710551.324122608,3663344.5941542145,67904988.8947959,67757163.4489205,32165072628.04309,11270350177.326836,8543687148.988687
9.223372037675696e+18,9.223372038352787e+18,9.223372037669e+18,9.223372038352787e+18,48993414.05776934,3669535.9384771413,96432743.88916011,3911679.9829600295,7378955383.127355,6598499509.032916,6384571589.979288
9.223372038705711e+18,9.22337203963445e+18,9.22337203963445e+18,9.223372041299966e+18,10504410.862381373,3441208.8160727094,411772678.6000536,17071495.943988025,5152445314.305347,8459890620.418554,4884599953.473137
9.223372036605161e+18,9.22337203758279e+18,9.22337203758279e+18,9.223372042574752e+18,50372550.206032194,8136207.4585310435,135325746.50195006,83099485.0851041,58582495685.025856,77193278603.3028,6425455590.782285
9.223372036567031e+18,9.223372037118999e+18,9.223372037118999e+18,9.223372040741472e+18,80028237.49298826,73951347.83805,176359591.01869497,70518133.80833924,46329510928.09518,16110374903.581425,4421163119.1372795
9.223372039041114e+18,9.22337204041979e+18,9.22337204041979e+18,9.223372042265092e+18,3924360.878557216,2262368.336788931,72688938.41073772,13606203.366512375,51403139636.75056,10876038020.672035,10869615816.454403
9.223372041948963e+18,9.223372043306658e+18,9.223372037680845e+18,9.223372043306658e+18,506140978.3661242,100533941.48985817,977992417.4281883,11521864.579669608,16073827591.54992,8390950203.918701,7789324218.191018
9.22337203800023e+18,9.223372039934888e+18,9.223372039934888e+18,9.223372039950858e+18,30037960.19790372,11695790.23395218,68161588.87625293,1851510.1595063002,54800728057.46101,7892159583.183994,7323203142.430164
9.2233720398362e+18,9.22337204109225e+18,9.223372040286616e+18,9.22337204109225e+18,91743084.57116377,4911283.884161294,291044304.3691937,6514728.461151082,13189572217.803432,12716171089.026545,9527938927.310919
9.223372040270633e+18,9.223372040883026e+18,9.223372040883026e+18,9.223372050917456e+18,1788659.4944299886,1034759.6606972944,90362386.38648917,10749693.180018773,55900029075.342545,21112599961.711285,13346002554.170023
9.223372038262807e+18,9.22337204049493e+18,9.223372038702645e+18,9.22337204049493e+18,4811881.567050093,3763215.5221889415,11159514.733137242,6233022.294457935,4708614319.874212,4626738037.959644,4625133606.19263
9.223372037158232e+18,9.22337203861341e+18,9.22337203861341e+18,9.223372060234279e+18,28955752.971183043,12690267.81565671,1069365867.3830086,87571453.32862693,14891546324.332006,9019855714.948723,7629057250.000406
9.223372038156343e+18,9.22337203949002e+18,9.22337203949002e+18,9.22337204034609e+18,8938895.369535018,3281100.0838685944,17240195.876456752,1663625.579835112,1608554950590.5913,5240047122.409664,4496737108.86226
9.223372039106623e+18,9.223372040974074e+18,9.223372038797494e+18,9.223372040974074e+18,863171380.8999372,36342623.162336804,915144592.41808,190179353.16335526,26145386930.67203,16471628971.368315,12020713287.295202
9.223372037628901e+18,9.223372037921626e+18,9.223372037921626e+18,9.22337203848535e+18,6378206.478764353,6101697.6332230205,18579429.094564963,5744729.712145678,79548855585.8085,7541200782.830532,6920847221.75677
9.223372037552544e+18,9.22337203928259e+18,9.223372037163594e+18,9.22337203928259e+18,289053417.9607665,82297024.37939638,439656448.58284736,16440007.223711576,14754945879.887915,8781944841.39206,6954350798.511241
9.223372039159038e+18,9.223372041900042e+18,9.223372041900042e+18,9.223372053630968e+18,47686131.584446885,3819193.2270535645,384266637.42228234,77205353.69034028,98809095065.02061,13509880221.734106,13053476703.119259
