,M1,qin,qout,t_triple
0,21507371.426361017,0.3814849380411676,1.775985906615866,1985633146.8332815
1,154653959.03770313,0.27233453344449765,1.5920740892028582,5529691464.924878
2,154653959.03770313,0.27233453344449765,1.5920740892028582,3025313047.092299
3,154653959.03770313,0.27233453344449765,1.5920740892028582,1972738015.5000665
4,9436960.778534828,0.10627044033244606,43.59640305792966,4814316423.187959
5,9436960.778534828,0.10627044033244606,43.59640305792966,11258195759.098473
6,9436960.778534828,0.10627044033244606,43.59640305792966,4452058693.398707
7,9436960.778534828,0.10627044033244606,43.59640305792966,9469051166.070433
8,31596671.049559377,0.21183193667869196,0.33072506977006694,2713837401.659862
9,31596671.049559377,0.21183193667869196,0.33072506977006694,4003124647.729515
10,31596671.049559377,0.21183193667869196,0.33072506977006694,9061243953.967264
11,31596671.049559377,0.21183193667869196,0.33072506977006694,7812878223.865952
12,16849816.24619572,0.2357592476177872,2.7759581931975426,2245667359.2201295
13,16849816.24619572,0.2357592476177872,2.7759581931975426,2391784451.798399
14,15652551.700050408,0.17496038281080067,1.881609893492244,4471645600.860821
15,15652551.700050408,0.17496038281080067,1.881609893492244,5375134892.871096
16,15652551.700050408,0.17496038281080067,1.881609893492244,13315407543.765833
17,15652551.700050408,0.17496038281080067,1.881609893492244,2742231683.8526163
18,15652551.700050408,0.17496038281080067,1.881609893492244,4237084811.3983655
19,15652551.700050408,0.17496038281080067,1.881609893492244,4901326366.047812
20,15652551.700050408,0.17496038281080067,1.881609893492244,6735213693.785275
21,15652551.700050408,0.17496038281080067,1.881609893492244,3355436935.8330975
22,41607228.57865918,0.757981635175702,0.8714446259861739,5280246298.976051
23,41607228.57865918,0.757981635175702,0.8714446259861739,2625981237.3488517
24,41607228.57865918,0.757981635175702,0.8714446259861739,4630285740.16217
25,77912691.14531209,0.04444690425416561,2.043417376049726,6819266652.945832
26,44219686.803273655,0.07235476352615072,0.38485589311099716,3886208645.453495
27,42947363.86711635,0.03823744072891809,11.384229845034556,3128887169.115718
28,42947363.86711635,0.03823744072891809,11.384229845034556,9489597068.535557
29,42947363.86711635,0.03823744072891809,11.384229845034556,9487553295.207611
30,42947363.86711635,0.03823744072891809,11.384229845034556,5483816758.029468
31,42947363.86711635,0.03823744072891809,11.384229845034556,11936032787.011566
32,2842878.3513228106,0.8691044389209961,1.2631435739275219,2435937646.340942
33,2842878.3513228106,0.8691044389209961,1.2631435739275219,7389555543.5357485
34,2189919.687225278,0.6463942423904842,4.908655135957182,12635112732.314957
35,122748851.56782924,0.12488310184456793,0.3235669130190408,9390752006.60284
36,122748851.56782924,0.12488310184456793,0.3235669130190408,3571161096.2667356
37,122748851.56782924,0.12488310184456793,0.3235669130190408,4886843757.808992
38,122748851.56782924,0.12488310184456793,0.3235669130190408,9642333368.59122
39,122748851.56782924,0.12488310184456793,0.3235669130190408,2672691136.558998
40,122748851.56782924,0.12488310184456793,0.3235669130190408,9376092483.716244
41,122748851.56782924,0.12488310184456793,0.3235669130190408,3868546424.324359
42,9486102.774306474,0.294356529343412,0.6871543293070849,4886664235.77592
43,9486102.774306474,0.294356529343412,0.6871543293070849,2723142254.427797
44,9486102.774306474,0.294356529343412,0.6871543293070849,4273044301.43931
45,9486102.774306474,0.294356529343412,0.6871543293070849,3886204763.8541455
46,9486102.774306474,0.294356529343412,0.6871543293070849,6806537207.286376
47,9486102.774306474,0.294356529343412,0.6871543293070849,7335303757.627098
48,38788486.776549086,0.10096832897219694,0.613600116147655,13585321451.33535
49,38788486.776549086,0.10096832897219694,0.613600116147655,5698040842.25039
50,38788486.776549086,0.10096832897219694,0.613600116147655,2601773749.3182406
51,38788486.776549086,0.10096832897219694,0.613600116147655,3643375314.9052672
52,38788486.776549086,0.10096832897219694,0.613600116147655,5700406073.250354
53,38788486.776549086,0.10096832897219694,0.613600116147655,10724932402.099155
54,38788486.776549086,0.10096832897219694,0.613600116147655,9763071327.905125
55,38788486.776549086,0.10096832897219694,0.613600116147655,9022377391.127531
56,38788486.776549086,0.10096832897219694,0.613600116147655,10589803535.630213
57,38788486.776549086,0.10096832897219694,0.613600116147655,5319494757.459095
58,26955129.57327381,0.2875122537686118,1.1624120175186694,3204049858.75085
59,26955129.57327381,0.2875122537686118,1.1624120175186694,4605878058.324924
60,91024828.22720982,0.159624346218884,0.6474718547334388,2552167437.676985
61,17810716.335588,0.21587063382306632,0.8298155442736015,7675303777.3147955
62,26309276.42650713,0.3161061188817682,0.985793945076205,3965964409.5994873
63,54981080.16978383,0.0733299158470537,3.198999514406315,4997948977.216171
64,15842792.49995853,0.4592468531651532,0.6387357055706943,8435405712.467721
65,8819110.918181704,0.4620612697942874,1.7586208314380807,2458516875.0387673
66,8819110.918181704,0.4620612697942874,1.7586208314380807,2489269415.5597744
67,8819110.918181704,0.4620612697942874,1.7586208314380807,10332788618.972227
68,793375458.7898293,0.03203746752810561,0.16830150811452183,2803094931.972179
69,2208483256.520007,0.25978476051771654,0.21699114821143597,3244900278.769696
70,3310089.79175105,0.4409490724708473,17.128091123937242,2830686086.6660347
71,200274671.91309366,0.13342057993328202,0.2703722332361584,4692898953.165233
72,200274671.91309366,0.13342057993328202,0.2703722332361584,3312391552.788757
73,491106906.6030091,0.15567432491496117,0.19124597314605793,11583980136.161947
74,491106906.6030091,0.15567432491496117,0.19124597314605793,3258800998.317362
75,123912027.00796126,0.2595428745006481,0.2608198632504775,2843729421.143754
76,123912027.00796126,0.2595428745006481,0.2608198632504775,4613490985.720659
77,123912027.00796126,0.2595428745006481,0.2608198632504775,3269266997.3573513
78,123912027.00796126,0.2595428745006481,0.2608198632504775,8982603603.595745
79,70099994.35384236,0.23368155733806786,0.43986327453735996,7941796169.716408
80,70099994.35384236,0.23368155733806786,0.43986327453735996,7250247371.886483
81,70099994.35384236,0.23368155733806786,0.43986327453735996,5667640372.367363
82,70099994.35384236,0.23368155733806786,0.43986327453735996,5297407311.821891
83,70099994.35384236,0.23368155733806786,0.43986327453735996,3524500076.6493807
84,56246789.97153345,0.12760072718250182,1.294254846258489,4128604485.612744
85,57283069.14767917,0.15303358697686023,0.350774453646539,5159988658.487915
86,2368847152.1360784,0.05148716452742124,0.06221764193030544,2825873139.9345865
87,36456375.026796974,0.33338572216522055,1.26544009771676,5314173227.343169
88,36456375.026796974,0.33338572216522055,1.26544009771676,3718694469.178123
89,4614322.133632722,0.745766922294076,1.303999814284804,4972323091.102176
90,4614322.133632722,0.745766922294076,1.303999814284804,2845540148.018595
91,4614322.133632722,0.745766922294076,1.303999814284804,6876554302.748765
92,4614322.133632722,0.745766922294076,1.303999814284804,7033961696.901526
93,38250311.98493745,0.13244587115763806,1.9483997746213104,8835430637.727884
94,38250311.98493745,0.13244587115763806,1.9483997746213104,5621232323.115467
95,38250311.98493745,0.13244587115763806,1.9483997746213104,3244900278.769696
96,38250311.98493745,0.13244587115763806,1.9483997746213104,3795389658.3582625
97,28685218.3907982,0.08379641385237413,1.7367338392235627,3100287470.930618
98,1755971895.895148,0.08132730897419121,0.33116923350485045,7071646302.65044
99,1755971895.895148,0.08132730897419121,0.33116923350485045,2924665946.5622396
100,263868134.50678045,0.17779842080817465,0.35997697396167067,9127501173.96734
101,3790658.6445357744,0.3167764400783155,3.363334371519827,12444238246.123549
102,3790658.6445357744,0.3167764400783155,3.363334371519827,10803399042.711395
103,3790658.6445357744,0.3167764400783155,3.363334371519827,8902794584.202904
104,3790658.6445357744,0.3167764400783155,3.363334371519827,2882409552.836178
105,47636886.71438938,0.367664754696974,0.3660539579215654,8420761806.400688
106,6817887.857848023,0.6315627160099963,31.16581193828961,5510660226.320722
107,227068515.64311495,0.04048061987171287,0.3868408771195505,11074769338.306396
108,227068515.64311495,0.04048061987171287,0.3868408771195505,8474406213.042637
109,227068515.64311495,0.04048061987171287,0.3868408771195505,5353336704.841222
110,227068515.64311495,0.04048061987171287,0.3868408771195505,5064779598.508937
111,227068515.64311495,0.04048061987171287,0.3868408771195505,4668921959.353468
112,227068515.64311495,0.04048061987171287,0.3868408771195505,7996016995.88332
113,227068515.64311495,0.04048061987171287,0.3868408771195505,3442830619.6667023
114,227068515.64311495,0.04048061987171287,0.3868408771195505,4440362796.060466
