M1,M2,M3,qin,qout,t_triple,z_triple,M1_ID,M2_ID,M3_ID,sep_2_ovtks
350701039.19290274,189516473.51204318,9902089.622011552,0.5403932476168108,0.01832981972840973,2723142254.427797,2.439167785084403,9.2233720377382e+18,9.22337203784152e+18,9.22337203784152e+18,31.06115803325068
9478601.286457524,8493621.653868154,9653612.229895577,0.8960838627111943,0.5371406899385281,4273044301.43931,1.5230387444608597,9.223372037448362e+18,9.223372038148565e+18,9.223372038148565e+18,1.2286187735019265
11334513.065030003,1679806.3044092248,1516936.160441009,0.1482027763143946,0.11655900837988827,3886204763.8541455,1.6952334240071836,9.223372038707409e+18,9.223372038522178e+18,9.223372038707409e+18,0.0187183455809736
12054003.928250104,2031460.6100484242,1075953.400941278,0.16852994425258447,0.07638749847516561,6806537207.286376,0.8049591536290314,9.223372038284044e+18,9.223372037482312e+18,9.223372038284044e+18,0.0343385336431302
36143932.47901585,20824387.477275085,24343201.45060294,0.5761516815959398,0.42731120505713205,7335303757.627098,0.7060058172582154,9.22337203683746e+18,9.22337203755508e+18,9.22337203755508e+18,4.133194915339767
23687330.90438906,2516397.9159152713,3916408.693188319,0.10623391576165317,0.14945997648066156,13585321451.33535,0.013137062273967843,9.223372036792268e+18,9.223372038099124e+18,9.22337203783412e+18,0.0320297898595534
19351165.41881302,12064652.89756212,3004520.236672182,0.6234587238778383,0.09563717890188173,5698040842.25039,1.0568051945478567,9.223372036670242e+18,9.223372036522166e+18,9.223372036670242e+18,4.067491520675285
42383306.18482861,21572712.65775953,2871605.138363489,0.5089907937734605,0.04489968560161995,2601773749.3182406,2.547248496493762,9.22337203676482e+18,9.22337203689371e+18,9.22337203689371e+18,0.2291259298877632
50520230.814750165,9221839.7988738,36781129.384107366,0.18253756267838234,0.615665459973521,3643375314.9052672,1.818185991929147,9.22337203764394e+18,9.223372038213929e+18,9.223372038213929e+18,49.62514743073928
4929580640.784995,1595670265.648856,95891001.26090407,0.32369290248485694,0.01469537380797974,5700406073.250354,1.0561876784203856,6.059671812518353e+18,9.223372037288462e+18,9.223372037288462e+18,22.744528185046267
96736084.56838462,63672274.62016555,33496592.82013292,0.6582060345346558,0.20882074344242704,10724932402.099155,0.2566616346912636,9.223372037070969e+18,9.223372038131872e+18,9.223372038131872e+18,2.8524700913968104
60939493.3261903,4655811.728871716,7040353.713704105,0.07640056513024474,0.1073301466895274,9763071327.905125,0.36045932370081835,9.22337203676507e+18,9.22337203705435e+18,9.22337203705435e+18,3.7205541954914265
3109366.562094865,2892715.749051716,4762237.209818555,0.9303231675273483,0.7934308399894006,9022377391.127531,0.45109919792828446,9.22337203680816e+18,9.223372038503877e+18,9.223372038503877e+18,0.1660213177133818
11696071.03060857,3311974.8134610625,4191667.909600254,0.28316986146832024,0.2792947165241086,10589803535.630213,0.27041799507601144,9.223372038208518e+18,9.223372037665675e+18,9.223372038208518e+18,0.9081506018052922
1344051818.2526722,394835515.9666355,120741864.54532494,0.2937650993842927,0.0694362781125974,5319494757.459095,1.1611400637104725,9.223372037071747e+18,9.223372038136418e+18,9.223372038136418e+18,2.075845785515238
30012160.119579524,10329418.260140937,7749930.054236912,0.3441744352617313,0.19210775496411336,3204049858.75085,2.078264270260013,9.223372037193392e+18,9.22337203758588e+18,9.223372037408365e+18,20.390355818406547
26165553.274834596,21403141.572110906,10200296.573345158,0.8179892604333323,0.21443297122540547,4605878058.324924,1.3937761947302403,9.223372036675016e+18,9.22337203769789e+18,9.22337203769789e+18,0.8653921487140469
58170393.4424436,10173243.677433006,14529778.695454584,0.17488696698431086,0.2125988505699361,2552167437.676985,2.593840416581097,9.223372037542986e+18,9.223372038013868e+18,9.223372036667064e+18,61.76809695170107
14332520.842046306,3637572.048626989,3844810.6242062226,0.25379848309417424,0.21395607955937324,7675303777.3147955,0.6479301280445653,9.223372037628537e+18,9.223372038431e+18,9.223372037285763e+18,0.4436858437179732
24490203.84074958,9643699.835376311,8316523.261770764,0.3937778508535739,0.24364407132218954,3965964409.5994873,1.657521917913339,9.22337203673099e+18,9.22337203724375e+18,9.223372037043638e+18,10.600078610223452
175178491.25261724,13603549.338774808,4031757.9820303614,0.07765536306142587,0.021356681861262806,4997948977.216171,1.259424185678774,9.223372037044777e+18,9.22337203876067e+18,9.22337203853537e+18,7.936081255164078
8557338.960549328,6209301.256250236,7275752.600954445,0.725611230883349,0.49271550563526556,8435405712.467721,0.5310915013378815,9.223372037706746e+18,9.2233720398262e+18,9.223372039336415e+18,0.1107227765524466
12710333.63689623,9965464.945821373,4074969.589311702,0.7840443241311221,0.1797056705388734,2458516875.0387673,2.6859869182394562,9.223372037253212e+18,9.223372037538376e+18,9.223372037243933e+18,31.69676040046736
10424209.437011238,6309176.625488542,5569213.620789327,0.6052426962075187,0.3328204823571344,2489269415.5597744,2.6551004242823755,9.223372036749736e+18,6.737089914232367e+18,9.223372036749736e+18,0.9547235221603804
102475184.86993906,37545759.07910356,1338232.0947715917,0.3663887908741656,0.009557370897732344,10332788618.972227,0.2972921196650773,9.223372036457314e+18,9.223372037457115e+18,9.223372037457115e+18,36.00182068561814
133521591.38861924,4282538.885533416,25417740.498575043,0.03207375557013051,0.18444832130944147,2803094931.972179,2.3721876702790516,9.223372037070668e+18,9.223372037696537e+18,9.223372036916031e+18,80.91826782521136
449498531.1418904,154217181.73369154,573730293.9024369,0.3430871761514406,0.9503318891099912,3244900278.769696,2.0516800254036083,9.22337203819038e+18,9.223372040333783e+18,9.223372040211905e+18,31.380874837199233
53246299.369104356,28449056.985148925,1459581.0234678455,0.534291722095831,0.017866144278001622,2830686086.6660347,2.349794883339237,9.223372037349872e+18,9.223372038520994e+18,9.2233720383892e+18,0.6060607074677565
53628095.42674983,7745167.210668951,26720762.872592743,0.14442368592500196,0.4353811696545086,4692898953.165233,1.3624166879673847,9.223372037031006e+18,9.223372038558726e+18,9.223372036412188e+18,12.942642869032632
33799854.652749605,14817960.64964955,3144223.093206469,0.4384030878796727,0.06467224151578259,3312391552.788757,2.0089331251180558,6.502117976467729e+18,9.223372037142491e+18,9.223372037142491e+18,0.1874726403478159
92370443.3602443,16173052.835814215,76452736.14649832,0.17508904631689798,0.7043511479343201,11583980136.161947,0.17465800378175655,9.223372036555416e+18,9.223372037840138e+18,9.223372037270538e+18,4.024737906640903
47285585.77684284,9508638.121193333,25998818.043745097,0.20108957021422785,0.457772221527691,3258800998.317362,2.042757880027752,9.223372037528975e+18,9.223372037799051e+18,9.223372037799051e+18,70.01178214406661
30954111.741633933,9752699.151815124,32160483.674848206,0.3150695853661838,0.7900516638119591,2843729421.143754,2.339333018213526,9.22337203764784e+18,9.223372038041213e+18,9.223372037247363e+18,22.053434347948713
17842913.478513785,9483635.515216656,4677461.233653715,0.531507117749393,0.1711691159658276,4613490985.720659,1.3909950767954236,9.223372036962034e+18,9.223372038554262e+18,9.223372038554262e+18,0.1543087333955005
8926283.527931383,7351555.915578775,4166547.524033152,0.8235853020548696,0.25596440722324,3269266997.3573513,2.036081123980915,9.22337203752888e+18,9.22337203763578e+18,9.22337203763578e+18,64.19523797446438
20929618.625179954,5192884.301713509,17071921.9539185,0.24811174989428933,0.6535331626412695,8982603603.595745,0.45627420443997224,9.223372036626416e+18,9.223372037883562e+18,9.223372037883562e+18,11.384849042997564
30128960.297019936,7910886.4283355605,16381075.849995648,0.2625675214261552,0.43062938629236974,7941796169.716408,0.6050604316587581,9.223372037098926e+18,9.22337203919782e+18,9.223372038397594e+18,0.4703894848819189
38840209.63066427,32297910.629828546,15214802.663660929,0.8315586073544107,0.2138769285433397,7250247371.886483,0.7211770227627139,9.223372037210909e+18,9.223372037859287e+18,9.223372037859287e+18,5.5011740245919
7139048.019098142,6116478.172976928,2512691.77193697,0.8567638369449723,0.18955805567637174,5667640372.367363,1.06477806249304,9.223372037941254e+18,9.22337203764892e+18,9.223372037941254e+18,4.219437912316436
23586367.975004535,14453478.750350963,16381075.849995648,0.6127895047540988,0.43062938629236974,5297407311.821891,1.167588409296658,9.223372038397594e+18,9.223372038002602e+18,9.223372038397594e+18,2.820557414034312
8239370.138646132,2061777.185573847,3244591.0328267515,0.25023480568050216,0.3149737529913871,3524500076.6493807,1.8833390947683206,9.223372037687038e+18,9.22337203712044e+18,9.223372037687038e+18,0.2819417623800412
72581509.85298187,9505207.624069232,7177131.302049118,0.1309590781911618,0.08743352789147187,4128604485.612744,1.5842882729666024,9.22337203683758e+18,9.223372037612843e+18,9.223372037388065e+18,49.09183146618915
20049420.1704036,3118987.895255094,8766233.54471286,0.15556499234123777,0.37837012883533355,5159988658.487915,1.208683082317639,5.910383048745292e+18,9.223372037625448e+18,5.912147228769586e+18,28.20860464801417
147380510.76695478,7591961.70871424,121965223.06234352,0.05151265706168585,0.7870121778013982,2825873139.9345865,2.3536752322657755,9.223372036753796e+18,9.223372037308086e+18,9.223372036773228e+18,62.75738442058241
42070300.73251982,19443261.17533592,12154034.915834822,0.46216121199025617,0.19758301322301838,5314173227.343169,1.162689797575165,9.223372036605736e+18,9.223372038971363e+18,9.223372038009856e+18,7.319630771009871
23053174.993437998,17428702.656719416,1068961.157949056,0.756021791431351,0.026405918400993423,3718694469.178123,1.7786610083051704,9.223372037986132e+18,9.223372038561286e+18,9.223372038561286e+18,5.718399142673918
6848271.044808872,3656139.8175725006,3441208.8160727094,0.533877791000099,0.32759655549997974,4972323091.102176,1.2676881377475668,9.22337203963445e+18,9.223372038321537e+18,9.223372038705711e+18,0.4337211571910075
34865219.08454175,5841591.808907301,32160483.674848206,0.16754783025290945,0.7900516638119591,2845540148.018595,2.3378868671019375,9.223372036525336e+18,9.223372037247363e+18,9.223372037247363e+18,19.84809091315384
40458774.653427824,10829838.90643918,25318764.19139431,0.2676758997079916,0.49365273174796975,6876554302.748765,0.7911904973887165,9.22337203864225e+18,9.223372037943595e+18,9.22337203864225e+18,0.2787138085798831
42727807.225853495,18874932.760782007,41647298.81663118,0.4417482193975372,0.6760624417950633,7033961696.901526,0.7610069113065767,9.223372037431691e+18,9.223372037735197e+18,9.223372037735197e+18,0.5342936029279413
73481063.8096557,10916615.536920693,5066095.892896485,0.14856365668846247,0.06002648333602542,8835430637.727884,0.4757208473536001,9.22337203709192e+18,9.223372038470203e+18,9.223372037603774e+18,8.819632857828289
100173367.7927192,18022803.411387857,32470050.89099452,0.17991611751220157,0.2747132209124068,5621232323.115467,1.0770793126969946,9.223372037671135e+18,9.223372037249548e+18,9.223372037671135e+18,4.856647632697054
377420029.7054804,226295683.17010155,573730293.9024369,0.5995857807194052,0.9503318891099912,3244900278.769696,2.0516800254036083,7.887165493127123e+18,9.223372040211905e+18,9.223372040211905e+18,31.380874837199233
90676638.13163169,3265367.6973420414,58375004.74672461,0.03601112441555052,0.621394063620478,3795389658.3582625,1.7397242959404002,9.223372037599027e+18,9.22337203781039e+18,9.22337203781039e+18,43.872799465907605
49672970.45873537,4320238.14641729,2403718.4317210596,0.08697362180114081,0.04451890328095206,3100287470.930618,2.148345924384766,9.223372038181829e+18,9.223372039270093e+18,9.22337203811381e+18,56.268902446761565
577921635.1811203,50896002.83124322,142808468.92746103,0.08806730832164199,0.22710633464237084,7071646302.65044,0.7539335998181299,9.223372036944165e+18,9.22337203996387e+18,9.223372039722316e+18,17.7900571350165
96735726.62228623,27000277.71773827,32016350.315036967,0.279113815138469,0.2587472456849064,2924665946.5622396,2.2761289180505466,9.223372036588766e+18,9.223372037218632e+18,9.223372037218632e+18,77.82987643713992
92611934.24495664,19262959.60742871,46915337.61690458,0.207996515400257,0.4193553709986762,9127501173.96734,0.437581684563876,9.223372036774942e+18,9.223372040116627e+18,9.223372038616502e+18,2.762225483687412
12133659.403018115,4654255.930582671,1200791.3509681355,0.3835822134108179,0.07152712693068972,12444238246.123549,0.10075957935929551,9.22337203736329e+18,9.223372038774491e+18,9.223372037952748e+18,2.417718127683479
68628413.08046658,67734241.59226348,57420884.50576723,0.9869708266872688,0.4210895178271292,10803399042.711395,0.24878714453693812,9.223372037786952e+18,9.223372036960995e+18,9.223372037786952e+18,7.8076005502275185
62553814.98674315,9448111.409446012,5983976.8891013255,0.15103973133290627,0.08310856651493756,8902794584.202904,0.46676085584352117,9.223372036707788e+18,9.223372038004048e+18,9.223372038004048e+18,52.54405760326058
34450605.18957598,22237400.23246137,33889515.97934249,0.6454864902979973,0.5978251611965872,2882409552.836178,2.3087649479813046,1.6538528243228188e+18,9.22337203745462e+18,9.22337203745462e+18,18.289736703251062
15819080.898006195,8029807.029933757,17514404.26837351,0.5076026275929734,0.7343908160956498,8420761806.400688,0.5331922871425238,9.223372036831092e+18,9.22337203879555e+18,9.223372036471304e+18,0.0290109524744994
202973089.35670477,143709531.96583202,4305923.772954073,0.7080225877297309,0.012420362337539985,5510660226.320722,1.1070416984488296,9.2233720383217e+18,9.22337203763253e+18,9.223372038231486e+18,46.863959863908235
87759110.41956615,3636066.041708409,9191874.266583024,0.0414323484402337,0.10057285977753708,11074769338.306396,0.22217277691929913,9.22337203884788e+18,9.223372039898083e+18,9.223372038888438e+18,65.3053058667293
131267354.47727713,24775822.95698969,3804353.881141963,0.18874321841595793,0.02438013595784761,8474406213.042637,0.5255229450748913,9.223372037879888e+18,9.22337203805938e+18,9.22337203805938e+18,44.826358915766015
609855107.3179375,113269769.03712842,282820892.6778941,0.18573226275872962,0.3911093393764323,5353336704.841222,1.1513415934931175,9.223372038062326e+18,9.223372036844844e+18,9.223372038062326e+18,43.895571759230315
86389654.9949086,31762495.183049217,39872115.43633527,0.3676654940330662,0.337464154281415,5064779598.508937,1.23818516549484,9.22337203706661e+18,9.223372038517258e+18,9.223372038517258e+18,0.37393988318088
23172093.314641554,10657071.257883418,29261202.091334756,0.45990973336662794,0.8649696928992394,4668921959.353468,1.3709640386676682,8.462675048948673e+18,9.223372036543408e+18,9.223372036543408e+18,12.604817388228009
33479873.161617696,5470356.785166252,30951041.48222519,0.16339239873338676,0.7946305201410182,7996016995.88332,0.5966023051789305,9.223372037410267e+18,9.223372038083097e+18,9.223372038083097e+18,12.489121315249823
6991760.960875776,2689598.7158248443,2162256.003126934,0.3846811598501717,0.2233421828475879,3442830619.6667023,1.930206386641538,9.223372039336382e+18,5.347666635813107e+18,9.223372039336382e+18,0.1216586512403807
105316354.92411011,2037721.5460578084,1400787.3929627726,0.019348576463040043,0.01304829251967931,4440362796.060466,1.456116818769993,9.22337203771993e+18,9.22337203881815e+18,9.22337203881815e+18,10.50935925610034
96246706.45201537,7449364.748460282,2149177.498261303,0.07739864586612351,0.0207257369867591,5263846972.838826,1.177467897799698,9.223372036314336e+18,9.223372037059643e+18,9.223372037059643e+18,67.55904878517313
101754064.00401773,46392309.35231489,147010346.87506172,0.4559258620911997,0.9923317293867301,4134457009.536102,1.5817397584126378,9.223372037343586e+18,9.223372041706537e+18,9.223372039612705e+18,76.89947174799433
9014192.075668437,3137371.982569618,4350186.20473059,0.3480480509216318,0.35799393262313556,3050204504.674799,2.1835591019913747,9.223372037711843e+18,9.223372038739583e+18,9.223372037876484e+18,3.8722484597118143
1108531144.1180758,310536334.9614472,60171204.61692403,0.2801331623465603,0.04240193331465395,11823596992.89499,0.1533130573493467,9.22337203858447e+18,9.22337204155527e+18,9.223372036990794e+18,0.6139352069629154
288746498.86091125,7354543.383039511,77206631.72013171,0.02547058894931288,0.26074420790630976,6032543417.964211,0.973265466487233,9.223372037262866e+18,9.223372037461617e+18,9.223372037461617e+18,25.416422766289894
8707218.15933219,2954462.8795198295,1427147.4674275622,0.3393119163269507,0.12237922325888372,4128290316.322923,1.5844252448243406,9.223372038521113e+18,9.223372040033423e+18,9.223372040033423e+18,0.4957042009305852
269267319.75219375,20247608.9665891,3264556.698235087,0.07519519630240662,0.011275952893628082,12579607352.8481,0.08978578459687817,2.858918382415533e+17,9.223372037881168e+18,9.223372037881168e+18,18.53451985910122
456064121.31205875,43154195.683821075,21277633.99089347,0.09462308843692861,0.04262190161397679,8951689705.855415,0.4603198246620757,9.223372037655351e+18,9.223372037441657e+18,9.223372037655351e+18,0.3130240135925931
44734573.02084984,9857747.549863057,13708516.751481837,0.22036082797232845,0.25110705330295185,3375828646.824424,1.9700273730765085,9.223372038063671e+18,9.223372037823865e+18,9.223372038063671e+18,0.5556996435286276
1967869071.359408,725422510.4376,376220729.8686813,0.3686335239450035,0.1396880799730049,9412874591.71148,0.402011695366742,9.22337203650716e+18,9.223372037863873e+18,9.223372037863873e+18,2.8750905713410977
9297483.814783834,8171053.384408366,8239216.659720281,0.878845669127776,0.47166036662195665,4127913110.07132,1.5845897167583167,9.223372038427552e+18,9.223372038747509e+18,9.22337203852893e+18,0.3618906117951146
59164078.49004124,2335141.0834884522,16871271.276664034,0.039468899762911264,0.2743330955036333,5699568694.844237,1.0564062495374644,9.22337203806574e+18,9.223372039039488e+18,9.223372038062995e+18,76.83380564369659
7781617.594283415,6526209.927392874,11942052.374429677,0.8386700899035701,0.8346516867314431,2931047075.058879,2.2712675655195746,9.22337203737122e+18,9.223372039239664e+18,9.223372038562146e+18,8.016546651498368
150125480.17388353,133739136.83367822,91048972.39110726,0.8908490196252777,0.3207478739369685,3075626969.502947,2.1655676119535694,9.223372037145385e+18,9.22337203757171e+18,9.22337203757171e+18,46.14425330706739
2597756065.44398,112362908.6068526,5666088.278979701,0.04325383360721699,0.002090715696702629,3712352639.009656,1.7819388523941162,9.223372036990794e+18,9.22337204155527e+18,9.223372037655263e+18,56.836364152219765
7623784.348486638,4478248.955168011,7224105.997049668,0.5874049881876534,0.5969332438432545,3105939924.4162946,2.1444300018975646,9.223372036849656e+18,9.22337203836908e+18,9.22337203836908e+18,2.0788832779891044
36703869.76415673,29645188.861228526,57923150.21379912,0.8076856487262992,0.8730063608112388,6362001459.017682,0.8977551387988035,9.223372037241051e+18,9.22337204054838e+18,9.223372038657264e+18,36.58798132662215
10621728.525324311,3189243.614437141,2527218.710566221,0.30025655493202924,0.18298630139803265,12458881487.044895,0.09956443374219505,9.223372037702513e+18,9.223372037320577e+18,9.223372037702513e+18,2.893497334674229
67093954.576120466,14238015.307436295,2153366.595910989,0.21221010741411528,0.0264762626430169,5399589472.385801,1.1381066603290748,9.223372036962169e+18,9.22337203769485e+18,9.22337203769485e+18,56.5159305771677
19977757.525595695,9791674.412797619,4418475.596585986,0.4901288045093365,0.14842324185862366,7714402487.543819,0.641501024732467,9.22337203711326e+18,9.223372039639312e+18,9.22337203771963e+18,0.2108170114047769
15305472.447933286,10719616.208191201,11605319.92504997,0.7003780017021743,0.44592816102929544,4132246380.086331,1.5827016959170896,9.22337203816656e+18,9.22337203725034e+18,9.223372036698988e+18,0.2932586347128172
2707201.853060087,1906514.0946633155,1232257.8644662374,0.7042378803443438,0.2670857674006316,4153633101.178341,1.5734299057185723,9.22337203857848e+18,9.22337203814738e+18,9.22337203857848e+18,0.8198843372748171
