logv,outcome
1.3976582827406765, 0.05263157894736814
1.46877710320902, 0.05263157894736814
1.4878577623590634, 0.0789473684210531
1.5555073720728534, 0.0789473684210531
1.5780572419774501, 0.05263157894736814
1.6457068516912403, 0.0789473684210531
1.6647875108412835, 0.3421052631578956
1.7341717259323504, 0.3421052631578956
1.7532523850823938, 0.13157894736842124
1.8226366001734606, 0.10526315789473628
1.841717259323504, 0.39473684210526194
1.909366869037294, 0.39473684210526194
1.9319167389418908, 0.6052631578947363
1.999566348655681, 0.6052631578947363
2.0169124024284475, 0.7631578947368425
2.0880312228967908, 0.7105263157894761
2.1071118820468344, 1.2368421052631593
2.176496097137901, 1.2368421052631593
2.1955767562879442, 2.2631578947368443
2.2649609713790113, 2.2631578947368443
2.2840416305290545, 2.657894736842106
2.3534258456201216, 2.6315789473684212
2.372506504770165, 3.184210526315791
2.441890719861232, 3.184210526315791
2.4609713790112746, 5.157894736842104
2.5303555941023417, 5.131578947368421
2.5494362532523853, 7.026315789473685
2.618820468343452, 7.026315789473685
2.637901127493495, 8.368421052631579
2.707285342584562, 8.368421052631579
2.728100607111882, 10.342105263157894
2.795750216825672, 10.342105263157894
2.8130962705984386, 10.763157894736842
2.8842150910667823, 10.736842105263158
2.9032957502168255, 10.81578947368421
2.9726799653078926, 10.81578947368421
2.991760624457936, 10.131578947368421
3.0611448395490024, 10.105263157894736
3.080225498699046, 9.368421052631579
3.149609713790113, 9.368421052631579
3.168690372940156, 6
3.2398091934084996, 5.973684210526317
3.258889852558543, 3.947368421052632
3.326539462272333, 3.9210526315789487
3.3456201214223764, 2.7368421052631575
3.41673894189072, 2.684210526315791
3.4358196010407633, 1.5
3.5034692107545533, 1.5
3.522549869904597, 0.9473684210526336
3.5936686903729402, 0.9473684210526336
