M1,M2,t_merger,Merger,Redshift,Type,BH1-ID,BH2-ID
45331676.13636363,2792684.659090909,74747923169.23389,No,0,iso,9223372037783562377,9223372038484772897
23192471.590909094,1853082.3863636365,15197367842.21484,No,0,iso,7799677500737885328,9223372036804004045
102912500.00000001,1082636.3636363635,26476961956.53279,No,0,iso,9223372039038402696,9223372040548132371
7439900.568181818,6246079.545454546,777211822080.5233,No,0,iso,9223372037675856126,9223372039403491948
103790625.0,14993039.772727273,26820173283.183002,No,0,iso,9223372036433288948,9223372036788296781
33701278.409090914,22755823.863636367,179354942323.74246,No,0,iso,9223372038796467952,9223372040429743957
9781846.590909092,2504815.340909091,45493588852.182724,No,0,iso,9223372038422188210,9223372038819914663
45804971.59090909,23269318.181818184,6944339895.700946,Yes,0.7780639194880351,iso,9223372036948215746,9223372041402497236
7876392.045454545,2051193.1818181819,419692227396.45074,No,0,iso,9223372038330424008,9223372038907169774
70674005.68181819,4286832.386363637,30786090140.426556,No,0,iso,9223372037302926653,9223372038483041774
59497585.22727273,26403977.272727273,11041687314.876743,Yes,0.22536713797503805,trip,9223372039101308348,9223372039639311902
154119318.1818182,1006146.3068181818,57189783890.70299,No,0,iso,9223372038396319401,9223372038404864344
15281676.136363637,12407343.75,344705412491.2895,No,0,iso,9223372037665669798,9223372038752498227
14133622.159090908,2097883.522727273,461741773068.8965,No,0,iso,9223372038646209319,9223372039044011084
16144318.181818182,1197492.897727273,159317210114.2458,No,0,iso,9223372037937763781,9223372040094996899
6717585.227272728,5206846.590909091,3137891384.008091,Yes,2.122511381488543,iso,9223372037875441233,9223372037936631588
16171306.818181818,2461008.522727273,162357349394.75565,No,0,iso,9223372037473942085,9223372037965709443
21006250.0,14914488.636363639,11322487236.161768,Yes,0.19867829330674805,iso,9223372037993259900,9223372039024624990
490487215.90909094,9118068.181818182,5021751059.990926,Yes,1.2518083972194827,iso,9223372038754514258,9223372040613122675
6390497.159090909,2537542.6136363638,38033788209.65627,No,0,trip,9223372037641290230,9223372038841771813
75959375.0,11658096.590909092,7042345402.469032,Yes,0.7594283078489077,iso,9223372037711951707,9223372038117890985
12105625.0,7226250.0,3497530716.4407687,Yes,1.8986191548781055,trip,9223372038369081279,9223372039194806071
7142315.340909092,5888053.977272728,14873912981.189745,No,0,iso,9223372037302908623,9223372037864151196
3117755681.818182,1505909.090909091,64467446046.19285,No,0,iso,9223372039196670686,9223372045123859044
2345042.6136363638,1310250.0,247827868717.49374,No,0,iso,9223372037339061446,9223372038442209139
56811079.54545454,26006534.09090909,4975005452.7196455,Yes,1.2668199459890779,iso,9223372037799053068,9223372039144998164
5094616.477272727,2370525.5681818184,360826866758.64276,No,0,iso,9223372036882132860,9223372037582649871
1214217329.5454545,20492613.636363637,12503026542.536243,Yes,0.09597334561496959,trip,9223372037597828486,9223372041926223412
51036505.68181819,8255312.499999999,101586430710.33868,No,0,iso,9223372037648823822,9223372038220252253
8589616.477272728,5520099.431818183,4882299890.853861,Yes,1.2972638506257184,iso,9223372037958735424,9223372038753770646
7108096.59090909,1264116.4772727273,274724923355.88202,No,0,iso,9223372037380061014,9223372038183051285
5842826.704545455,1459105.1136363638,3389483053565.716,No,0,iso,9223372038434715950,9223372038469719406
21458238.636363637,6927272.7272727275,77120174076.83995,No,0,trip,9223372037184572645,9223372037715117296
1798678.9772727275,1740099.4318181819,13893843900.368475,No,0,iso,9223372039058566855,9223372039731807003
5483579.545454545,2468437.5,3122248968.950259,Yes,2.1331962878369186,trip,9223372039454808114,9223372040649464510
1796278.4090909092,1680553.9772727273,3144750815.4186106,Yes,2.1178532620400308,iso,9223372039877793991,9223372039941696828
17063778.40909091,2647428.9772727275,28079998297.682426,No,0,iso,9223372037179570062,9223372038135988755
3129062.5,1220328.1250000002,60355689842.176094,No,0,iso,9223372037944434309,9223372039282075109
3355951.7045454546,1735511.3636363635,17564510216.287075,No,0,iso,2124923873901230034,9223372037817218333
2617982.9545454546,1009355.1136363636,603548140631.8024,No,0,iso,9223372038279272553,9223372038550048870
68813636.36363636,21037784.09090909,43388179482.64523,No,0,iso,9223372036659367123,9223372040052490123
30524005.681818184,2760355.1136363638,3852784903.657676,Yes,1.7114087938078626,iso,9223372038282933621,9223372040173019504
297585227.27272725,1914971.590909091,36556403574.07608,No,0,iso,9223372037553773071,9223372038675932082
58980823.86363636,1393330.965909091,28369433543.063515,No,0,trip,9223372038977712510,9223372040327584589
10557926.136363637,2582599.4318181816,207625699198.12323,No,0,iso,9223372038470553394,9223372041722609078
1515894886.3636363,1765071.0227272727,19023404022.11332,No,0,iso,9223372038839802006,9223372039282966160
3450156.2500000005,2473849.431818182,4636000530.093385,Yes,1.382814723742252,iso,9223372037491798330,9223372039269247294
3352471.590909091,2224218.75,10112513887.901194,Yes,0.3211033035926496,iso,9223372037855743696,9223372039181850554
109275000.00000001,5976647.7272727275,57368098966.736115,No,0,iso,9223372038020727591,9223372039450306859
10556193.181818182,1023970.1704545454,9678481647.453306,Yes,0.3702950857626656,iso,9223372038479835067,9223372040604061011
111468892.04545456,1118863.6363636365,81225204314.6546,No,0,iso,9223372038354744198,9223372038704707642
40163636.36363637,15987784.09090909,5608272208.662599,Yes,1.0805431284234042,trip,9223372037329687673,9223372037373416718
46165909.090909086,13413821.022727273,18000424479.662212,No,0,iso,9223372037871843330,9223372038213018631
2695710.2272727275,1923536.931818182,27139046952.031967,No,0,trip,9223372037263178005,9223372037720906922
9559843.75,1310684.6590909092,1135513170761.1274,No,0,iso,9223372037857834409,9223372039335402708
214123579.54545456,2291292.6136363633,22268955614.92007,No,0,trip,9223372037273619212,9223372039496632812
397149147.72727275,78903693.18181819,12926211895.21306,Yes,0.06242851584301308,trip,9223372037019826063,9223372040175409426
10572471.590909092,7236519.886363637,615841481850.4126,No,0,iso,9223372037339895539,9223372037581785101
669242897.7272729,2101732.9545454546,35152923181.71193,No,0,iso,9223372039045582221,9223372040837687559
4140696.022727273,1700284.090909091,32308848564.28645,No,0,iso,9223372037986225849,9223372038588199879
2594971.590909091,1097674.715909091,20473587514.60173,No,0,iso,9223372038352606742,9223372038914813370
21267045.454545453,6490440.340909091,135898858173.57678,No,0,iso,9223372037920227260,9223372038881954119
34367755.68181818,1877741.4772727278,69668254130.2491,No,0,iso,9223372037695447339,9223372038909873308
20150142.045454547,6764005.681818183,11541648340.15443,Yes,0.1784940167497718,iso,9223372037071331318,9223372038385930919
3157045.454545454,1448849.4318181816,9219142971.247355,Yes,0.4259831985661308,iso,9223372037140271527,9223372039805259893
52362073.86363637,9885156.25,9727361480.238785,Yes,0.364596337815518,iso,9223372037102767274,9223372037420019786
5757755.681818183,1570965.9090909092,5992426698.385517,Yes,0.9828988106035125,iso,9223372036804539340,9223372038144203768
7499644.886363637,5251704.545454545,3742016958.713344,Yes,1.7666840102599803,iso,9223372037393753000,9223372037683365886
1094617.897727273,1050936.0795454546,3247647745.8086243,Yes,2.0499116363723364,iso,9223372039094202762,9223372039907977628
26951704.545454547,4551704.545454546,3233795416.2298875,Yes,2.0588525571530454,iso,9223372037119780610,9223372038795207403
202230113.63636366,4470170.454545455,4061521224.1021137,Yes,1.61392158745281,iso,9223372039139691328,9223372040752529318
22245738.63636364,3661377.8409090913,189924783423.11746,No,0,iso,9223372037810438874,9223372039036270608
12188309.659090908,3619602.272727273,6221124268.427809,Yes,0.9292831044916678,iso,9223372037339974043,9223372038561665837
3617329.5454545454,1186474.4318181819,158613882171.46616,No,0,iso,9223372037433009016,9223372039326916872
152534090.9090909,5211221.590909091,56754165451.00888,No,0,iso,9223372037564753618,9223372037921813413
774896306.8181819,1100288.3522727273,65252431375.7908,No,0,iso,9223372038610054061,9223372040068837779
3126406.25,1154693.1818181819,292866342515.7564,No,0,iso,9223372037623028228,9223372039447508412
20472017.045454547,5733678.977272727,256296501420.81058,No,0,iso,9223372038342917384,9223372040253332418
28293607.95454546,1455241.4772727273,4239161102.783764,Yes,1.5371053027092936,iso,9223372036690657709,9223372041677365128
10192088.068181818,2606747.159090909,134083903686.58118,No,0,iso,9223372037722444146,9223372038135093994
15664772.727272727,1860752.8409090908,19070838656.26806,No,0,iso,9223372036682305753,9223372040438569516
19963778.409090906,1311812.5,110160918954.36082,No,0,trip,9223372037234608908,9223372038607725501
1622159.0909090908,1550156.25,88058400880.42084,No,0,iso,9223372037423789620,9223372040269291124
12521676.136363637,1712443.1818181819,2387355414384.151,No,0,iso,9223372037326711923,9223372037583324945
1477244318.181818,2645710.227272727,47707726862.96375,No,0,iso,9223372038611687050,9223372040246897615
26446875.0,1048275.5681818182,185523787507.18637,No,0,iso,9223372037964666458,9223372038859161446
2789971.5909090913,2247926.1363636362,2088396760412.4678,No,0,iso,9223372038585041217,9223372039888629328
969845170.4545454,140750000.0,13969701857.005903,No,0,iso,9223372039144389871,9223372041332992397
3730326.7045454546,2075411.9318181819,66512619997.59918,No,0,trip,9223372038339492928,9223372039501756828
3937627.840909091,3496775.5681818184,264483636100.0483,No,0,iso,9223372037076702147,9223372037631990525
22476704.545454547,14812784.090909094,10071066947.907019,Yes,0.32566753851094515,iso,3881797519199004736,9223372037323435093
42655823.86363637,18220596.59090909,106898581848.37053,No,0,iso,4517621919207633965,9223372036515968025
4457556.818181818,3725752.840909091,1027386975105.4633,No,0,iso,9223372037882682081,9223372038387964314
2112698.8636363638,1012045.4545454547,3178515480.548542,Yes,2.095163704980205,iso,9223372039545676768,9223372040342677886
3905568.181818182,2063437.4999999998,146101633447.22665,No,0,trip,9223372037711182845,9223372037989672992
32861505.68181818,28469176.136363637,22355820901.051037,No,0,iso,9223372036504971160,9223372037003497134
44998153.40909091,3157329.545454546,126559600547.53845,No,0,iso,9223372037513104148,9223372038372977696
54607244.31818182,1026279.8295454547,100201286796.62152,No,0,iso,9223372037414312191,9223372037471099785
8844588.068181818,7479403.409090909,1281197968369.2676,No,0,iso,9223372037606827091,9223372038469719406
7178082.386363637,3748252.840909091,67948249970.86786,No,0,trip,9223372037366570381,9223372038627821394
204231534.0909091,11069630.681818182,26342576936.10855,No,0,trip,9223372038119234705,9223372039928649144
30279403.40909091,8843323.863636363,58991693207.65803,No,0,iso,9223372036457702368,9223372037847049212
7878536.931818183,4407798.295454545,3725919891683.7812,No,0,iso,9223372036841651953,9223372038507216462
70213778.40909092,1336465.909090909,178398117615.76956,No,0,iso,9223372040227320068,9223372042192698202
6894446.0227272725,2984730.1136363638,88169570615.98355,No,0,trip,9223372037847356252,9223372039198288662
4665383.5227272725,2709275.5681818184,220116156523.50778,No,0,iso,9223372037828848096,9223372038362954163
2354289772.727273,1372350.8522727275,47830150162.58494,No,0,iso,9223372038506720690,9223372039357048360
25901420.454545457,6229985.795454545,333161819223.76636,No,0,iso,9223372037860957167,9223372040231650773
28210085.22727273,20312926.13636364,4236482761.7499924,Yes,1.5382249188125976,iso,9223372037362056133,9223372038972237003
126422585.22727275,7080255.681818182,32004614790.794147,No,0,iso,9223372038172065818,9223372039939194032
67285085.22727273,8660071.022727272,11757371831.712599,Yes,0.15915068779725328,trip,9223372037688323728,9223372037707048790
64325710.227272734,34568892.04545455,4811698816.167502,Yes,1.3210723706807022,iso,9223372038971416946,9223372039326941326
5702485.795454546,1663082.3863636362,92350554009.32782,No,0,trip,9223372037286436310,9223372039593134835
30953693.181818184,3870184.6590909087,276380433332.445,No,0,iso,9223372037602827960,9223372038101785704
40353551.13636363,7752230.113636364,8927272045.927681,Yes,0.46352989666388195,trip,9223372037408363614,9223372037585880022
10974957.386363637,1598522.727272727,78453158302.5867,No,0,iso,9223372037531058537,9223372039918887701
19775568.18181818,3883309.6590909096,50993438329.434845,No,0,iso,7584358753214845024,9223372037365818971
406170454.5454545,11425909.090909092,15413109764.343424,No,0,trip,9223372038430133383,9223372039507268886
9097017.045454547,5222201.704545455,194795077155.00156,No,0,trip,9223372037523799835,9223372038253002382
30310937.499999996,9956022.727272728,138771906464.45703,No,0,iso,9223372037858400876,9223372039903082742
3552642.0454545454,1825184.6590909094,284665328771.211,No,0,iso,9223372038746413141,9223372040267025646
2125369.3181818184,1614588.0681818181,3179101131.14995,Yes,2.09477363587503,iso,9223372037940562982,9223372039631262593
603894886.3636365,573900568.1818181,4778361360.476906,Yes,1.3325088921177504,trip,9223372040211903585,9223372040333784899
14738352.272727273,2877883.522727273,5041830071.8130045,Yes,1.2454282524508526,iso,4035006189939093214,9223372037430079507
499366477.2727274,21283948.863636363,9895278617.597132,Yes,0.3453324762823446,trip,9223372037655350698,9223372037755283977
12565071.022727272,3788295.4545454555,5665677047.885728,Yes,1.0652952716653399,iso,9223372037860729952,9223372039724035064
2786079.545454546,2179758.5227272725,3196405850.6200495,Yes,2.0833002069919258,iso,9223372037889642696,9223372038303672322
24493465.90909091,1862599.4318181819,34967479533.37966,No,0,iso,9223372036745922409,9223372039443376847
36259659.090909086,7531477.272727273,23085586495.210163,No,0,iso,9223372036529792962,9223372037016019810
51068750.00000001,1222125.0000000002,250066175099.7445,No,0,iso,9223372038478912028,9223372038490149741
392063920.45454544,1015196.0227272729,69245499014.77359,No,0,iso,9223372039002174263,9223372039021568359
2402471590.909091,548923295.4545454,16259806425.1082,No,0,iso,9223372038384658129,9223372039357048360
5462045.454545454,2858394.8863636367,4863999803.749378,Yes,1.303382296327384,iso,9223372038478657289,9223372039430484593
9350923.295454545,3422812.5000000005,25028409036.02536,No,0,iso,9223372037743250161,9223372038795687334
17254119.31818182,11563423.295454545,85179588587.08163,No,0,iso,9223372036887889773,9223372037419147707
1328428.9772727273,1067092.3295454546,81129666661.94514,No,0,trip,9223372038277674673,9223372038763394184
15750568.181818182,8408693.181818182,52923883466.52982,No,0,iso,9223372037157305105,9223372037826926851
1942002.840909091,1878480.1136363635,2473904107533.7466,No,0,iso,9223372039917433959,9223372040181158344
203764204.54545453,88309375.00000001,23287080505.1064,No,0,iso,9223372037530172417,9223372039992483800
137003409.0909091,1005316.7613636364,92372541304.89369,No,0,iso,9223372037518570705,9223372039008708998
4615085.2272727275,1232623.5795454548,9571036031.782484,Yes,0.38297053601731723,iso,9223372038578482015,9223372041549276374
5578380.681818183,1704019.8863636365,301185911748.33374,No,0,iso,945212911239508725,9223372038947125449
9285625.0,8724062.5,33945563457.360546,No,0,iso,9223372036563001306,9223372037785302630
107385937.5,1401203.125,7801463552.000279,Yes,0.6273603385966128,trip,9223372038818151067,9223372039065031956
1481434.659090909,1164778.4090909092,329336961818.47723,No,0,iso,9223372039023016875,9223372040158991256
1603423.2954545454,1018877.840909091,36220826982.14156,No,0,iso,9223372038546759192,9223372040605224776
20425710.227272727,1729346.5909090908,81363193871.12746,No,0,iso,9223372037003892598,9223372039888384388
1736775.5681818181,1188950.2840909092,83941976672.00826,No,0,iso,9223372040250270400,9223372041804967482
1791988.6363636365,1407599.4318181819,3749006862.30912,Yes,1.7631179164924968,iso,9223372037689093130,9223372039338648066
5002400.568181818,1730411.9318181819,3217691087.282404,Yes,2.0693257888730603,iso,9223372037802471299,9223372039112415516
24299431.818181816,10170383.522727273,52867015257.397934,No,0,trip,9223372037736788700,9223372038916689250
3651519.8863636362,1486718.75,3204606157.757189,Yes,2.0778985177037543,iso,4664376560945622303,9223372039148999135
7877457.386363638,3905028.4090909096,78193872297.49991,No,0,iso,9223372038607380424,9223372038951152061
4707102.2727272725,1339159.090909091,8736755576.403091,Yes,0.48902935406435566,iso,9223372037430220777,9223372038684677937
134987642.04545456,1075832.3863636362,51993767973.30761,No,0,iso,1955731491781535645,9223372039861203849
7174105.113636365,3792997.1590909087,179131050646.1252,No,0,iso,9223372037435199950,9223372038784543797
25184375.0,1360822.4431818181,30273695361.62959,No,0,iso,9223372039673705368,9223372040117245084
5402031.250000001,1951917.6136363635,114318605696.41383,No,0,iso,9223372037520984057,9223372038462184948
4769900.568181818,4118409.0909090918,3208406941.0212398,Yes,2.0754025375365606,iso,9223372037275161930,9223372037782994148
81263920.45454545,1928224.4318181819,3572218786.7377143,Yes,1.8567629404054684,trip,9223372038843983575,9223372039282589562
24955823.863636367,3969147.7272727275,131692647017.1007,No,0,iso,9223372036566111605,9223372037256135091
203740056.8181818,9962840.909090908,42847716830.908875,No,0,iso,9223372036538830419,9223372038237164272
137776704.54545453,34063352.27272727,66213945927.21906,No,0,iso,9223372036726035278,9223372037632384759
1911306.8181818184,1602315.340909091,22190811159.705772,No,0,iso,9223372039159039690,9223372039805474861
8246377.840909092,4686576.704545455,4645106791.483151,Yes,1.3795233320217057,trip,9223372037429314617,9223372040649464510
6126335.2272727275,3490951.704545455,361466977270.60315,No,0,iso,9223372037932467412,9223372038211192392
5833295.454545454,2771292.613636364,4396444521.772645,Yes,1.4732868451271657,iso,9223372038584997396,9223372039336826533
28735795.454545457,9417826.704545455,9157348529.564655,Yes,0.4337853851943858,iso,9223372038387400406,9223372041660661222
2127244318.1818182,2609815.340909091,22401043438.022083,No,0,iso,9223372037562525944,9223372042426626905
549350852.2727274,8689772.727272728,34734194483.4152,No,0,trip,5832584167100798617,9223372038008892534
13082940.340909092,3279715.909090909,233121615359.94904,No,0,iso,9223372038853355894,9223372039798049681
2298394.8863636367,1039318.1818181818,10700442767.932924,Yes,0.2591362153459799,trip,9223372039159349849,9223372039305916796
4768536.931818182,2651164.772727273,9345534991.965849,Yes,0.41026139207736706,iso,9223372038301211213,9223372038379730714
63787073.86363637,3737627.8409090918,58079978195.02023,No,0,trip,9223372037877196489,9223372038125427503
879998579.5454545,34740340.909090914,15219991465.38781,No,0,iso,9223372038308025157,9223372038722948945
629941761.3636364,15935937.5,15067561286.30004,No,0,trip,9223372036499703178,9223372037763149387
78225426.13636364,8227926.136363636,36432007512.430534,No,0,iso,9223372037143880884,9223372037567815358
7696590.909090909,5229985.795454546,79715112021.01157,No,0,trip,2173694047732093804,9223372038460635936
9922599.431818182,6575298.295454546,3276416536.2008185,Yes,2.031540088308617,iso,9223372037810827311,9223372038131116287
9540582.386363637,3825056.8181818184,37378103674.78606,No,0,trip,9223372037325304001,9223372037804421168
14776846.59090909,1535227.2727272725,33104576154.97574,No,0,iso,9223372038469297665,9223372040103767786
45015056.81818182,3664673.2954545454,3648758553.854473,Yes,1.8153172100665926,iso,4843689172880462840,9223372036831344629
49154687.50000001,1147882.1022727273,63264130404.58033,No,0,iso,9223372038262165076,9223372041114094010
3536193.181818181,1623963.0681818184,165105119291.25815,No,0,iso,9223372037942689113,9223372038104207717
4126647.7272727275,1276828.125,3253989322.3197093,Yes,2.045839220362898,iso,9223372037888435910,9223372038051518404
15957670.454545455,9765440.340909092,151402580580.40198,No,0,iso,9223372037563616279,9223372038326417547
920044034.090909,2661321.022727273,19189185768.45876,No,0,iso,9223372037993583686,9223372038722948945
95630539.77272728,16984943.181818184,5507458778.539079,Yes,1.1079232853079064,iso,9223372036837815444,9223372040961844980
2991193181.818182,12281051.136363637,27175165242.481884,No,0,iso,9223372038273367541,9223372038800698741
101350852.27272728,28895738.636363637,48634413085.764595,No,0,trip,9223372038599237859,9223372040456173168
52216051.13636363,20011221.590909094,41509019328.44335,No,0,trip,9223372037797847416,9223372041674141703
10151619.318181818,3154559.659090909,3293991337.50417,Yes,2.0204457106888407,iso,9223372036835587544,9223372037982235332
23305255.681818184,3474062.5000000005,5412059819.850678,Yes,1.1345688906411069,iso,9223372037479013912,9223372037814521301
53065767.04545455,2058508.5227272727,37562433165.61978,No,0,iso,9223372036818223060,9223372041759979393
63627272.727272734,13517627.840909092,48929914357.16667,No,0,iso,9223372037289262384,9223372038776851996
75697443.18181819,1678380.681818182,530496135999.0055,No,0,iso,9223372037898163085,9223372042638943254
2230014.2045454546,1207156.25,7075236941.626342,Yes,0.7532626535052485,iso,9223372038704334519,9223372041081964126
11420326.704545455,1175113.6363636365,114519414986.63153,No,0,iso,9223372036654601850,9223372041229370302
4459247.159090909,1072622.1590909092,3248242544.3582625,Yes,2.0495291287694606,iso,9223372037733934583,9223372042586951110
13677968.75,2549090.909090909,7302177966.79903,Yes,0.7118823813179713,iso,9223372037982275459,9223372038929736161
23077414.772727273,4547073.863636363,39564212289.72935,No,0,trip,9223372037972692619,9223372038145469653
2643409.090909091,2284517.0454545454,4399714868.155143,Yes,1.471998834250206,iso,9223372038003351895,9223372038105645291
1308973.0113636365,1077911.9318181819,3275033285.2366323,Yes,2.032417381521057,iso,9223372040135413611,9223372040326630671
69686363.63636364,2022173.2954545454,18438593118.389034,No,0,iso,9223372038100720754,9223372039511123541
1308771306.8181818,1006434.6590909091,25977250636.91878,No,0,iso,9223372038797321124,9223372039544629638
156089488.63636366,3805482.9545454546,19273757284.10251,No,0,trip,9223372038059378106,9223372039056188270
3341150.5681818184,1728011.3636363638,138875656244.34885,No,0,iso,9223372036831239852,9223372037069535447
3785227.272727273,2812542.6136363638,233602613404.36987,No,0,iso,9223372038592594282,9223372038592594739
576051136.3636364,1155207.3863636365,23688436314.29077,No,0,iso,9223372037749452448,9223372041618740474
54402414.77272728,25430965.90909091,17219508822.46295,No,0,trip,9223372037428889599,9223372037648450520
57372017.04545455,33725142.04545455,23119795030.781178,No,0,iso,9223372037597041872,9223372037813335719
42084375.00000001,1557741.4772727275,101317402314.09987,No,0,iso,9223372038906544980,9223372039148778647
35986789.77272727,2276321.022727273,600670780174.3295,No,0,iso,9223372038281569844,9223372039119821057
35957386.36363637,1624573.8636363638,32955417636.980125,No,0,iso,9223372038020090540,9223372040412113928
2699545.454545455,1485184.6590909092,3252057670.7695045,Yes,2.047078320202092,iso,9223372037326179731,9223372039045615365
15142329.545454545,2795113.6363636362,73584659758.84354,No,0,iso,9223372036520739140,9223372038443798393
457909090.90909094,5667855.113636364,37607834767.43911,No,0,iso,9223372039387401546,9223372039726250644
522511363.6363636,7856974.431818182,8425492816.024909,Yes,0.5325129939805479,iso,9223372037352876875,9223372040601450001
47539630.68181818,43479829.54545455,21533436918.281124,No,0,iso,932865720658794892,9223372038335368916
16784943.18181818,1036224.4318181818,88063666065.61159,No,0,iso,9223372037549325171,9223372039554432629
93599715.9090909,1513721.590909091,49552992011.31061,No,0,iso,9223372038020950950,9223372040134463043
1733068181.818182,2414446.022727273,19682427344.55001,No,0,iso,9223372038234999620,9223372039432517374
694117897.7272727,4335326.704545455,30208775532.327023,No,0,iso,9223372037606524812,9223372041326161467
456872159.0909091,3655326.7045454546,4184375867.3951006,Yes,1.5602357269103495,iso,9223372037796606692,9223372041287401189
25423011.363636363,1238478.6931818184,462844076267.9269,No,0,iso,9223372037733637041,9223372038795779804
20876704.545454547,17920170.454545453,89096625517.06389,No,0,iso,9223372039828855715,9223372040934933623
436644886.3636364,4433991.4772727275,44222427454.85116,No,0,iso,9223372036532612331,9223372037407179224
4527684.659090909,1213772.7272727273,3277840842.5234404,Yes,2.0306373579856687,iso,9223372037438806054,9223372040518898132
18696590.90909091,3086974.431818182,613357120760.5315,No,0,iso,9223372037696462086,9223372038248241137
2201505.6818181816,1759403.409090909,87316258034.51399,No,0,iso,9223372039690037974,9223372039794119719
1855170.4545454546,1417978.6931818184,21917704135.674797,No,0,iso,9223372038808381138,9223372039127016873
19224289.772727277,2604346.590909091,41262494394.75919,No,0,iso,9223372037983860156,9223372039746484379
126829261.36363639,1004325.2840909092,61978168030.63703,No,0,trip,9223372038924084859,9223372039005981358
1831605.1136363638,1511164.7727272727,37148447731.71705,No,0,iso,9223372038564215056,9223372039845603742
1369090.9090909094,1082261.3636363638,81235593420.88268,No,0,trip,9223372039427544446,9223372040012750528
17800852.272727273,6321661.931818183,3506663690.3518486,Yes,1.893423298725617,iso,9223372037204535725,9223372038469719406
13770639.204545455,3927798.2954545454,106449943399.0427,No,0,iso,9223372037719199773,9223372039025430782
76525426.13636364,3064602.2727272734,58987767528.15721,No,0,iso,9223372037357467889,9223372039561221678
45045312.5,1143561.0795454546,6242127953.356474,Yes,0.9245126176976048,trip,9223372040017302605,9223372040869725494
5779261.363636363,3468508.5227272725,141438872423.9591,No,0,iso,9223372038825704997,9223372038998307908
4382002840.909091,1986107.9545454548,27910825657.599655,No,0,iso,9223372038528625875,9223372042705357865
1200529829.5454545,1792116.4772727275,25407549113.331783,No,0,iso,9223372039112733575,9223372039993033736
19872869.318181816,5578877.840909091,37673608089.07924,No,0,iso,9223372038017118117,9223372038314766880
32307244.31818182,5380823.863636363,172194567591.61298,No,0,iso,9223372037516823832,9223372037787538499
9526349.431818184,2371946.022727273,8921741130.398554,Yes,0.4642588177069634,iso,9223372038363123842,9223372040215902206
1200741477.2727275,3593082.3863636367,20267473578.657368,No,0,iso,9223372037806695466,9223372040068604960
1204809659.090909,39040056.81818182,13223367462.591045,Yes,0.039780402503473825,iso,9223372038039847771,9223372039993033736
14905681.81818182,1386284.090909091,221708461620.0526,No,0,iso,9223372038205841757,9223372038505490440
5526732.954545455,5405823.863636364,3828964301.945439,Yes,1.7230771817291866,iso,9223372037443971607,9223372038555458069
6100539.772727273,2986619.3181818184,3309370197.298375,Yes,2.0108163526158074,iso,9223372036854223994,9223372040153744644
1344612215.909091,1549261.3636363638,63214456472.91396,No,0,iso,9223372038909700733,9223372040333784899
119655539.77272728,1399494.3181818181,49806155938.113884,No,0,iso,9223372039142977788,9223372039596127439
5553309.659090908,1897542.6136363638,75753591311.16895,No,0,iso,9223372038639050489,9223372038956705804
6004786.931818183,1282563.9204545456,229669114490.25262,No,0,iso,9223372037022620531,9223372040925174812
38778835.22727273,2091463.0681818181,60293980568.807014,No,0,iso,9223372039378859889,9223372039634876570
54608522.727272734,13712585.227272728,3499460979.0779715,Yes,1.8975191756545748,trip,9223372038063673349,9223372039821869475
16282670.454545457,4167784.0909090913,3540834777.913924,Yes,1.874176316284352,trip,9223372037635779596,9223372037734565114
2431221.590909091,1596079.5454545454,4571064349.431133,Yes,1.4065883665205214,iso,9223372037863049381,9223372040920414650
14764488.636363637,2579332.3863636367,159725208406.8511,No,0,iso,9223372038328160420,9223372038590577932
410789772.7272727,17504971.59090909,7095175023.595917,Yes,0.7495464466270337,iso,9223372037678900196,9223372041217167701
41576420.45454545,2620113.6363636362,20975392268.217728,No,0,iso,9223372036692871003,9223372040095388104
1881661.9318181819,1156690.340909091,10746557986.25779,Yes,0.25448318428286115,iso,9223372039419994954,9223372040313279966
6018948.863636364,1699190.340909091,650689711026.8765,No,0,trip,9223372037400653591,9223372037611693452
28586931.818181816,2526278.409090909,4000932383.339587,Yes,1.6413721048208745,iso,9223372038385930919,9223372038672200611
5962585.2272727275,2545355.1136363638,435067737155.3972,No,0,iso,9223372037509677067,9223372038220056369
40617187.5,2656505.681818182,42291034526.429306,No,0,trip,9223372038381162459,9223372038797493586
6249289.772727273,1828664.7727272732,191347080517.20865,No,0,iso,9223372037697326721,9223372038128638574
2417528.409090909,2164786.931818182,347217243559.9135,No,0,iso,9223372038306633237,9223372039078001325
141011931.81818184,2366903.409090909,8443650005.617062,Yes,0.5299111815410966,iso,9223372036902859524,9223372038982685251
16356250.000000002,2381392.045454546,73705008673.77525,No,0,iso,9223372037933071783,9223372038113919150
5630667.613636364,1810440.340909091,6806284920.510784,Yes,0.8050091585841171,iso,9223372038123929517,9223372040674923311
28451562.500000004,4402130.681818182,6320162808.331869,Yes,0.9070047286430707,iso,9223372037701208076,9223372037814521301
22534517.045454547,1974275.5681818184,724300866754.4926,No,0,iso,9223372036946597798,9223372040256570115
32475568.181818184,5789474.431818182,134564934688.23418,No,0,iso,9223372037717046307,9223372037785316528
8022414.772727273,4870795.454545455,6956527900.337261,Yes,0.775724530601535,trip,9223372037595126639,9223372037759892650
14696590.909090912,1747613.6363636365,23019139983.333614,No,0,iso,9223372036427043192,9223372036449886661
147529829.54545456,5549062.5,105348560790.83264,No,0,iso,9223372037497882748,9223372039939194032
34814204.54545455,8944559.65909091,4750093842.937117,Yes,1.342306200679455,iso,1128906919569099396,9223372037259887711
