M1,M2,t_merger,Merger,Redshift,Type,BH1-ID,BH2-ID
12984019.886363637,3276576.704545455,3125062101.3620796,Yes,2.131268284947163,iso,9223372036523379456,9223372036567085647
10597187.5,2885980.1136363638,325572663676.466,No,0,trip,9223372036508590288,9223372036739677941
2357514.2045454546,1409632.1022727273,1400501600.1727164,Yes,4.380986809564532,iso,9223372036731030509,9223372036752841304
1159612.2159090908,1078595.1704545454,10418882111.340479,Yes,0.2881837503074702,trip,9223372036677189947,9223372036990794320
2642855.1136363638,2339730.1136363633,69992355310.49475,No,0,iso,9223372037068178754,9223372037222112443
4272102.272727273,4079346.590909091,9237626907.325325,Yes,0.42366431787567743,iso,9223372036351898159,9223372036408644085
64981534.09090909,6709573.863636364,205720346787.2486,No,0,iso,9223372036555315663,9223372037260654689
6372144.886363636,5710284.090909092,6683284144.95526,Yes,0.8297327854279121,iso,9223372036610580793,9223372036743628252
57604261.36363637,6651974.431818183,28134845582.16468,No,0,iso,9223372036486510624,9223372036599118495
17391477.272727273,16502840.909090908,2162792394.9877243,Yes,3.0192942755605374,iso,9223372036380359578,9223372036465631503
20307812.500000004,7123494.318181818,3297537876.8948946,Yes,2.0182185839413243,iso,9223372036779561303,9223372036844090815
20491051.136363637,2248508.522727273,3948462650.82886,Yes,1.6656915943335353,iso,9223372036401941970,9223372036794245166
64562073.863636374,3214332.3863636367,118444340429.18419,No,0,iso,9223372036536458503,9223372036599118495
7613508.5227272725,1783068.1818181819,87098551474.76884,No,0,iso,9223372036392371741,9223372037402994628
6026335.2272727275,5761775.568181818,201833095639.3066,No,0,iso,9223372036614189978,9223372037071147552
28111505.681818184,2100980.1136363638,29990566821.519123,No,0,iso,9223372037088418174,9223372037786592201
8311747.159090908,1130859.3750000002,1744870703.4590983,Yes,3.6438338990127126,iso,9223372037645515191,9223372038174396789
11025156.25,5365042.613636364,113601687063.15448,No,0,trip,4136506141736857071,9223372036820333678
11934261.363636365,1022032.6704545455,62305105189.773605,No,0,iso,9223372036427197285,9223372037335742006
7262301.136363638,1014421.875,34736656051.30504,No,0,iso,9223372036962203747,9223372037680967508
16556534.090909092,6539687.5,52749516026.78829,No,0,trip,9223372036649465243,9223372036820333678
23732954.545454547,5638821.022727273,145558288536.85162,No,0,iso,9223372036420549646,9223372036789057092
10092897.727272727,2629133.522727273,11116361962.640392,Yes,0.21817591465093622,iso,9223372036527887058,9223372037008733485
22359232.954545453,4506107.954545455,59408615336.31242,No,0,iso,9223372036788675194,9223372037127988278
55242471.59090909,2420497.159090909,37552700484.10975,No,0,iso,9223372036849763822,9223372036858472384
6711548.295454545,1255629.2613636365,1749688337.642203,Yes,3.635246900451158,iso,9223372037359707694,9223372037682221023
302230113.6363636,17925142.045454547,4717367277.126802,Yes,1.3537657176923528,iso,9223372036536320012,9223372036581589630
18105823.863636367,2554275.5681818184,50088100029.06128,No,0,iso,9223372036538072373,9223372037306570274
51157812.50000001,3313707.3863636362,5639706309.184325,Yes,1.0721634358210594,iso,9223372036743674751,9223372036844570706
27688778.40909091,1752840.909090909,182307381143.21945,No,0,iso,9223372037212581781,9223372037920066753
19370738.636363637,1656960.2272727273,1438504945498.466,No,0,iso,9109276603988052608,9223372036496608519
29211505.68181818,1572301.1363636362,6868416368.1592455,Yes,0.792779734246706,iso,9223372036730782960,9223372037424147496
42853693.18181818,3200965.909090909,402430788400.9994,No,0,iso,9223372036591916533,9223372036981037857
95646732.95454545,3004701.704545455,63699441367.01238,No,0,iso,9223372036404741271,9223372037334470061
12757585.227272728,3691150.5681818184,34917669917.377556,No,0,iso,9223372036623267977,9223372036815109229
12593778.40909091,3441008.522727273,5883422237.79142,Yes,1.0095901196298198,iso,9223372036640332808,9223372037107667060
132557386.36363636,14086931.818181818,12064974236.550056,Yes,0.13242136192946774,iso,9223372036798253062,9223372037876245525
14737073.863636365,2584133.522727273,104778319183.39848,No,0,iso,9223372036518646144,9223372036821165568
59348721.59090909,1907116.4772727273,24103171741.01764,No,0,iso,9223372036556639083,9223372037218867007
22164914.772727273,1390052.5568181816,15791113279.288082,No,0,iso,9223372036624522302,9223372036995455122
12420113.636363637,4402357.954545454,21537113083.516026,No,0,iso,9223372036393207590,9223372036627948190
2107755.681818182,1701278.4090909092,28764369517.422817,No,0,trip,9223372036749056202,9223372037587491116
14783664.772727275,1905000.0000000002,7646787608.66904,Yes,0.6526503840833658,iso,9223372036791909624,9223372036880646214
2737642.0454545454,2626832.3863636367,1789741817.884534,Yes,3.5653395486331,iso,9223372036787774136,9223372037007458287
2044659.090909091,1589332.3863636365,17421733774.689583,No,0,iso,9223372037477470343,9223372037709997230
154586647.72727272,102820738.63636364,23097516629.607807,No,0,iso,9223372036511933116,9223372037088415852
10799303.977272727,6609687.5,3211470348.4636846,Yes,2.073394273604109,iso,9223372036425412018,9223372036983779767
6307471.590909091,2842556.818181818,88357255903.53085,No,0,trip,9223372037034738108,9223372037242310598
14839346.590909092,4113181.818181818,5795609579.265955,Yes,1.0316606105309798,iso,9223372037112769831,9223372037549337471
10964602.272727273,2727784.090909091,26178834240.50908,No,0,trip,9223372037153101865,9223372037220761818
185264204.54545453,2588707.3863636362,10152729305.501968,Yes,0.31670048443423954,iso,9223372036716939194,9223372037752715152
5012315.340909091,1061768.465909091,53034434886.26841,No,0,trip,9223372037174268176,9223372037602932048
9788082.386363637,1923409.090909091,124518653202.27194,No,0,iso,9223372036767505624,9223372037830872669
3900738.6363636362,1757855.1136363638,722770277314.8026,No,0,iso,9223372036658355516,9223372037191146216
6743593.75,3282968.7500000005,9167657055.215527,Yes,0.4324784583820227,iso,9223372037360666318,9223372037474892649
38092187.5,15744318.181818182,257961218963.2073,No,0,iso,9223372036798345935,9223372037221978938
48833380.68181818,38112926.13636364,32182378531.07224,No,0,trip,9223372036625457278,9223372037514935971
5046931.818181818,1832002.840909091,8870450265.515862,Yes,0.47105038714608005,iso,9223372036803031472,9223372037592157313
3172201.704545454,1143882.1022727273,77167950922.21706,No,0,iso,1852416884603719631,9223372036634528095
3429985.7954545454,1690965.9090909092,155241927470.28326,No,0,iso,9223372037161378641,9223372037573117040
9894758.522727273,7528693.181818183,267611141260.73224,No,0,iso,9223372036764878381,9223372036908342758
5387258.522727273,2234417.6136363638,39150111221.95848,No,0,iso,9223372037015863851,9223372037080642239
24889630.681818184,1652230.1136363638,4755172518.104454,Yes,1.3405391327521614,iso,9223372036820962780,9223372037032628415
31728693.18181818,4321889.204545454,11706369928.231354,Yes,0.16367824081703858,trip,9223372036901645152,9223372037185156516
10565468.75,2329957.3863636362,210381739091.71982,No,0,iso,9223372036798335994,9223372037804676363
160373579.54545456,15127840.90909091,4842898772.35237,Yes,1.31048283805551,iso,9223372036561192022,9223372037002398366
547242897.7272727,77670738.63636364,6213882902.777627,Yes,0.9309336157547844,iso,9223372036761186651,9223372037978222605
20530539.772727273,4658693.181818183,11814459223.048574,Yes,0.15411577916830566,iso,833266896904762181,9223372036631517136
17125284.09090909,11601818.181818184,2082157396.8608239,Yes,3.123547820791477,iso,3076607044862249855,9223372037122656540
6171732.954545454,5267954.545454546,2194281050739.621,No,0,iso,9223372036729438771,9223372036908962952
2311335.2272727275,1155615.0568181819,56956573337.104614,No,0,iso,9223372037655674272,9223372037937046141
26426846.590909094,6838522.7272727275,457800342298.89594,No,0,iso,9223372036591933923,9223372037145381097
5526732.954545455,2712201.7045454546,230069631650.34174,No,0,trip,9223372036760225193,9223372036901643573
5998096.590909091,1259231.5340909092,10498046526.908625,Yes,0.2799035982284243,iso,9223372037308166069,9223372037701790777
3414375.0000000005,1005183.2386363636,470851257449.6095,No,0,iso,9223372036886513176,9223372037358749078
2544375.0,1253251.4204545456,1872788933.1088693,Yes,3.4283212432957817,iso,9223372037507580946,9223372037707873939
21164062.5,2013025.5681818184,50560742208.50452,No,0,iso,9223372036714843979,9223372036854552540
174565340.90909094,3116420.4545454546,5131548881.294072,Yes,1.217404753007394,iso,9223372036342746839,9223372037588398011
5306008.522727273,2760312.5,149731975563.98853,No,0,iso,9223372036783355066,9223372036842546567
48120028.409090914,1512997.1590909092,20325862345.230465,No,0,iso,9223372036690200944,9223372038189253998
3436718.75,3010241.477272727,610958581944.6321,No,0,trip,9223372036773911505,9223372037023377264
34345454.54545455,8097258.522727273,13281936892.104729,Yes,0.03540040023307981,trip,9223372036709049487,9223372036941786747
97630681.81818183,40811079.54545455,41956706998.95274,No,0,iso,9223372036419465599,9223372036614063509
2373281.25,1568267.0454545454,705592775985.07,No,0,iso,9223372037279354282,9223372037562432065
65368181.81818181,3152059.659090909,161627487995.4021,No,0,iso,7423367998543687835,9223372036831798112
95589204.54545455,1764531.25,29619987060.747578,No,0,iso,9223372036677039621,9223372037480469503
2472017.045454546,1483352.2727272727,19130073059.64721,No,0,trip,9223372036771082617,9223372037031005568
2233977.272727273,1108380.6818181819,95175606362.13438,No,0,iso,9223372037060362009,9223372037228161606
14384232.954545453,10576221.590909092,4503746900.27355,Yes,1.4318106024899153,iso,9223372036596461143,9223372037361993931
45732812.5,24571022.727272727,41164099467.837555,No,0,iso,9223372037070236710,9223372037783635507
3755653.409090909,1001775.5681818184,7627609411.362136,Yes,0.6558399202088936,iso,9223372037189598917,9223372037462252154
7061803.9772727275,1700823.8636363638,604021456838.814,No,0,iso,9223372036505115226,9223372037301848636
1906093.75,1151808.2386363638,1834306884.3192604,Yes,3.4905369316100696,iso,9223372036923294764,9223372037813446030
15241477.272727272,2524786.931818182,227059228748.14478,No,0,trip,9223372037213276812,9223372037370768501
15513068.181818184,6395071.022727273,435103942103.2052,No,0,iso,9223372036817980435,9223372037413490700
56074715.90909092,2528508.5227272725,46846705778.545616,No,0,iso,5988422340519404043,9223372036338144693
33223863.636363637,2388238.6363636367,266713399591.89316,No,0,iso,9223372036915824722,9223372037041064142
3871448.8636363638,1262380.6818181819,65205379291.44254,No,0,iso,9223372037078597886,9223372037454018592
17283522.72727273,14714346.590909092,5335186075.733257,Yes,1.156584664124124,iso,9223372036600626538,9223372037053877164
2265071.022727273,1200661.9318181819,3998863716.013753,Yes,1.6423211696832123,trip,9223372036733078706,9223372037021023074
3144886.3636363633,2644758.522727273,82994170412.27417,No,0,iso,9223372036915977391,9223372036961773314
1409188.9204545454,1233771.306818182,39705199149.69053,No,0,iso,9223372037325681140,9223372037851623198
82345170.45454547,1436065.340909091,254333913589.62686,No,0,iso,9223372036817936035,9223372038025409039
670035511.3636364,2299332.3863636362,26967987353.4768,No,0,iso,9223372036665946237,9223372037259344814
1573409.0909090908,1148853.6931818181,18756975736.751442,No,0,iso,9223372037333434136,9223372037676808911
13373579.545454545,2707244.3181818184,267208652074.11227,No,0,iso,9223372037012310412,9223372037534666394
2992443.181818182,2668948.8636363638,1252010933841.7195,No,0,iso,9223372036474156676,9223372036882672975
2678451.7045454546,1939630.6818181819,59507932987.918236,No,0,iso,8162568964831112190,9223372037402678259
1896122.1590909092,1215063.9204545456,35952501034138.43,No,0,iso,9223372037085637908,9223372037695447339
3028096.590909091,2372144.8863636367,1932410961141.4377,No,0,iso,9039377753535071635,9223372037622439415
1098636.3636363638,1094115.0568181819,1843990544.870242,Yes,3.474678971861333,iso,9223372037472238808,9223372037505583818
386210227.2727273,3176008.522727273,43688813142.234985,No,0,iso,9223372036492252208,9223372037586093343
734805397.7272726,7947698.863636363,50156260330.64255,No,0,iso,9223372036498589166,9223372037705294033
14699857.954545455,3567556.8181818184,18767513998.98856,No,0,iso,9223372036511920744,9223372036635414389
22503125.0,1697002.840909091,9201701308.639553,Yes,0.4281775908816861,iso,9223372037306123149,9223372037393915510
357286931.81818175,2440000.0,13579530712.403704,Yes,0.013555484359197787,iso,9223372036853752909,9223372037577257684
70805823.86363636,3657201.7045454546,159017893452.50607,No,0,iso,9223372036725982532,9223372036831798112
3701321.0227272725,1027309.6590909092,20572376374.168106,No,0,iso,9223372036960277671,9223372037859461534
6572968.750000001,4466164.772727273,124772200409.80042,No,0,iso,9223372036761214988,9223372037293426252
10566775.56818182,1911605.1136363638,534935531513.1055,No,0,iso,9223372036857242728,9223372037312395494
24500426.136363637,1112978.6931818181,48677372647.67149,No,0,iso,9223372037548760927,9223372038714350338
7232471.590909092,3111193.1818181816,35658261839.982185,No,0,iso,9223372036401438844,9223372036875906261
1991974.4318181819,1378164.7727272727,2328819180.975574,Yes,2.8235771714618942,trip,9223372036919052957,9223372038136418138
31019602.272727277,9761690.340909092,121856824258.64429,No,0,iso,9223372036587775551,9223372037297969338
20311931.81818182,1016401.9886363636,108364567169.29868,No,0,iso,9223372037749603041,9223372037986423052
25667329.545454547,1960823.8636363638,45684737108.64484,No,0,iso,9223372037124852183,9223372038714350338
11072400.568181818,5406818.181818183,3617862765.2270026,Yes,1.8318758504128536,iso,9223372036673281876,9223372036715011264
69736647.72727272,1853451.7045454546,41165597808.75388,No,0,iso,9223372036383753436,9223372036616649233
105215340.90909092,2034559.659090909,71371252874.89877,No,0,iso,9223372036418615656,9223372037469487189
3887017.0454545454,1005132.1022727274,83178612330.09119,No,0,iso,9223372037275737866,9223372037400752684
38656534.09090909,7736278.40909091,7287375174.979834,Yes,0.7145215459226165,iso,9223372036656568482,9223372037189780826
16021022.727272728,8817088.068181818,62561736978.30012,No,0,iso,9223372036654832394,9223372037341011850
94241619.31818183,1710312.5,29156788212.142754,No,0,iso,9223372037088711440,9223372038379068250
1965284.090909091,1764204.5454545454,70028776966.99416,No,0,iso,9223372037358800017,9223372037616199395
10878522.727272727,2265767.0454545454,2438218678.3800426,Yes,2.7067238287304285,iso,9223372036668722852,9223372037373890302
16972301.136363637,7747315.340909091,7327739306.607002,Yes,0.707344200853656,iso,9223372036715011264,9223372037063104533
3793366.477272727,2095468.7500000005,215900325316.09225,No,0,iso,9223372036948746444,9223372037401054011
9533607.954545455,5900340.909090909,17105777113.371992,No,0,iso,9223372036788124558,9223372036851401999
34369176.13636364,1642826.7045454546,161470453239.2104,No,0,iso,9223372036352285964,9223372037299726451
14960937.5,3217357.954545455,2830595595.5592217,Yes,2.3498677409245823,trip,9223372037453332246,9223372037755283977
2852173.2954545454,1615767.0454545456,24847951400.25944,No,0,iso,9223372036890144631,9223372037627572607
30684517.04545455,2755156.25,164505200211.83844,No,0,iso,9223372036983779767,9223372037461291381
9142897.727272728,1599644.8863636365,4735829449.384301,Yes,1.347285491403191,trip,9223372036969610294,9223372037245002243
3138693.1818181816,1519247.159090909,2242906372.2371716,Yes,2.9218737078952173,iso,9223372036785341582,9223372037439294741
47976562.50000001,1405663.3522727273,491472955808.4323,No,0,iso,9223372036720356556,9223372037586771113
77193750.0,8915298.295454547,556043797534.0316,No,0,iso,9223372037236456229,9223372038007242864
11179715.90909091,1605596.5909090908,11607793584.57999,Yes,0.17250881261613554,iso,9223372036980677662,9223372037691890912
46709943.18181818,9510553.977272727,8996969392.681,Yes,0.4544011677629079,iso,9223372036916266557,9223372037596981404
59077130.68181818,2507116.477272727,22232177514.837063,No,0,trip,9223372036940147456,9223372037948537677
7294389.204545455,4112173.2954545454,1914157692.4845307,Yes,3.3637525802048325,iso,9223372036609791249,9223372036961610818
4418451.704545454,2595639.2045454546,86773730000.99097,No,0,iso,9223372036723679320,9223372036756068153
33303977.272727277,2619318.181818182,29617236903.902813,No,0,iso,9223372036658691805,9223372037580929902
13356747.15909091,2572485.7954545454,95162469542.66768,No,0,iso,9223372036819829411,9223372036993310756
7014474.4318181835,2877428.9772727275,507483813581.32996,No,0,iso,9223372037367428028,9223372037430881495
20120738.636363637,2125127.8409090913,3265584630.975839,Yes,2.0384263007071435,iso,9223372036968230575,9223372037260823497
10243920.454545455,3914801.1363636367,8539938117.288952,Yes,0.516251511968179,iso,9223372036427702539,9223372037031845779
36572727.27272727,10759857.954545455,24642823871.9159,No,0,iso,7488216254583286493,9223372037560384144
18477556.81818182,1508693.1818181819,7610231407.508163,Yes,0.6587405453575225,iso,9223372036583546569,9223372037402425553
46747869.31818181,6028352.272727273,19135715696.70052,No,0,iso,9223372036550902116,9223372036559335619
27032386.363636363,2429332.3863636362,44737739314.13467,No,0,iso,9223372036761710654,9223372037128143657
1357836.6477272727,1093176.1363636362,44620563712.35418,No,0,iso,9223372037248371034,9223372037601466641
5206178.9772727275,1372431.8181818181,1900692341.2361388,Yes,3.3845143543492853,iso,9223372037288350106,9223372038204852619
4341406.250000001,1412917.6136363638,1894831646.3605387,Yes,3.3936268842126176,iso,9223372036899395601,9223372037158360086
11920880.681818182,10788508.522727273,708035123576.8412,No,0,iso,9223372036691948285,9223372036691948442
5677414.772727273,1881534.0909090908,246921542726.36154,No,0,iso,9223372036969943390,9223372037268028027
12355383.522727273,2078593.7500000002,247677591556.68893,No,0,iso,9223372036708990824,9223372037991955475
292475852.27272725,4473735.795454545,6455477183.769153,Yes,0.8774259003260179,iso,9223372036696745164,9223372037290241006
19154261.363636363,12876505.681818182,912152707517.1135,No,0,iso,9223372036646891650,9223372037426751774
8980838.06818182,5954857.954545455,5440388854.392749,Yes,1.1265796269582171,iso,9223372036612970013,9223372036837578654
8650553.977272728,1486761.3636363635,17794181094.35258,No,0,iso,9223372037332267236,9223372038180717032
13364531.25,1946178.9772727275,26122220321.843918,No,0,iso,9223372037487871627,9223372037593618098
6697642.045454546,1737414.772727273,7429426879.811746,Yes,0.6895259876639798,iso,4398030178735335392,9223372036743305577
3983295.454545454,2979005.681818182,186763140945.847,No,0,iso,1141562243142820635,9223372037455001409
5106562.5,5078536.931818182,2932719221.101048,Yes,2.269996503800185,iso,9223372037198070633,9223372037245872051
33004971.590909094,16564914.772727273,3728155375.66436,Yes,1.7737878382392207,iso,9223372036637360035,9223372037393915510
1428536.9318181819,1404544.0340909092,617031842620.5967,No,0,iso,9223372037745092160,9223372038039847771
5108252.840909092,1942883.522727273,42537143664.8819,No,0,iso,9223372036670926448,9223372037530989467
41530397.72727273,28343323.86363637,2563527683.0975723,Yes,2.5830398611769763,iso,9223372036708680581,9223372037260823497
4120482.954545454,2989346.590909091,171616548465.25385,No,0,iso,7099740843405936443,9223372037251124901
4279985.795454546,3311818.181818182,4276007304.731985,Yes,1.521817187104768,iso,9223372036954152426,9223372037145382883
96128977.27272728,1477656.25,15533298192.302488,No,0,iso,9223372037062043677,9223372037634698589
4208366.4772727275,1529161.9318181819,3747780993.10605,Yes,1.7637425621957856,iso,9223372037241013874,9223372037731189068
169031250.0,33396732.954545453,24724390578.099686,No,0,iso,9223372036698341371,9223372036773217188
107630113.63636364,5203394.886363637,6741411765.054539,Yes,0.8179625074243604,iso,9223372036835206812,9223372037885907152
24260085.227272727,3281377.8409090913,12780312981.629917,Yes,0.07381726999114423,iso,9223372036906006903,9223372037331670294
