M1,M2,M3,qin,qout,t_triple_form,z_form,t_form1,t_form2,t_merge_bin,a_2nd_ovtks,bin_merger_flag,bhid1,bhid2,bhid3,bhid4,f-gas,Vescape,Phi_DM,Phi_star,M_halo,M_star,rhalf,sigma,rbulge
60199795.06941427,3935005.940663878,3107373.234220245,0.06536576970281312,0.04845065682408451,8146277781.326389,0.5736054094251852,1767189274.1740272,2266455389.1671896,16518953912.94677,0.31188782238519386,No,9223372036624522302,9223372036995455122,9223372036995455122,9223372037236343862,0.5329520464176207,1214.7699768854081,6.619912515811509,4.830015035809608,722519186410.037,16530823724.513706,17.586464635985287,0.4001170000184011,2.7574853550198504
33782047.92870719,25382921.23243116,3307455.8982340787,0.751373075013056,0.05590226691787972,4054479914.722598,1.617077754527757,1774214620.284013,2284629291.6091557,42781922551.8754,0.2774449124970141,No,9223372037034738108,9223372037242310598,9223372037242310598,9223372038404387147,0.7510015373619159,1116.0603295510305,6.858628013037694,2.8061076871820276,719951450089.2045,8295872059.989051,16.914040681831903,0.2112897682625818,2.6205310056081155
84061133.31192471,61746445.52609147,1856679.0799960825,0.7345421491876587,0.01273376250255651,2472644915.076664,2.6717189226535765,1789906188.1735508,1948609481.4146008,3952550294.2147365,1.5120098914498783,Yes,9223372036625457278,9223372037514935971,9223372037514935971,9223372037703750230,0.4230033196817762,1715.8354479614895,13.407284730580274,9.436387009991423,1637016180479.391,36087236727.65667,19.67403992867703,0.8097703046149249,2.9743872147291834
15187787.783087786,14031239.325129787,22381709.727378607,0.9238501041444717,0.7659977741382076,7995775224.481062,0.5966398333562163,1803849265.4964175,4158301747.7985096,10220348775.361849,0.006349502513939194,Yes,9223372037655674272,9223372037937046141,9223372037937046141,9223372040079916769,0.8734322610932246,893.6577809943659,5.353455808897438,0.8431963939929412,299208414349.2817,3575835884.972052,9.00577286787204,0.06259821999487081,3.812600653664677
7106758.655807678,4235556.9384970665,1564365.2660340685,0.5959899785024708,0.13792291821077302,9075394169.456907,0.444253143787887,1805333761.2109184,2798778206.075063,439182325475.7662,0.9213819400398735,No,9223372036760225193,9223372036901643573,9223372036901643573,9223372040700063837,0.6259380987950797,839.022814334749,3.666379440489715,1.7957524111130567,277708433039.3171,4524335857.8194275,12.204867475239864,0.1439503504430865,2.0977215215452407
620606130.9596993,164575611.9678903,78214145.20570883,0.265185282190803,0.09961279144632612,6263700801.132547,0.9196387216347987,1806425903.76021,4836504653.026859,10838941702.36101,0.029571742222496596,Yes,9223372037308166069,9223372037701790777,9223372037701790777,9223372044104899727,0.7675080021348409,1077.5965795188313,6.5696119950880805,2.440434821082964,571994341563.2853,7692666046.998718,14.029216615587806,0.18661716780618146,2.751256039359036
4931826.221875077,3708066.9777894435,2953299.6426978814,0.7518648895904606,0.34182131357972756,7895597201.020212,0.612335932067241,1812946174.6960282,1969268258.3509607,811604634723.4159,1.6230390044830925,No,9223372036773911505,9223372037023377264,9223372037023377264,9223372037857933032,0.7436760448938081,986.0506667613096,5.676021020809624,1.8681773840859763,478328869450.5411,6140977228.9070215,13.57888177855323,0.13826784708035025,2.964299017043052
46082988.97420846,11718890.412714984,3972500.0007010694,0.25429970306990646,0.06872613906045018,2249181640.9495406,2.9144849209730626,1814101175.1082363,2222430819.5582223,3671137434.5532913,5.496421670727943,Yes,9223372036709049487,9223372036941786747,9223372036398468862,9223372036941786747,0.4625139961968193,1295.1125968259214,7.646211765840139,5.368354357121266,829192341982.6411,13804280791.770329,17.473921069032013,0.4712166798070524,1.9552345075356516
14053044.707368158,10849365.778640378,3322494.048779902,0.7720295497922911,0.13342057993328202,6701675090.605282,0.8259918220688938,1820088671.4879017,2422365436.0735455,8839081416.54613,0.012055879918171596,Yes,9223372036771082617,9223372037031005568,9223372037031005568,9223372038558725667,0.8764931043338139,959.8395587237286,6.0123677491499405,1.1360829951611189,563508345936.0017,5288442603.366342,15.102061171925627,0.08030294784175483,4.395436707654074
273583517.98362607,53816473.85243913,3025920.135513122,0.19670948838248375,0.009242273093972015,12139918104.365969,0.12605455010265704,1828471492.0000997,3559582790.380239,66175869695.73256,2.4814710278543357,No,9223372037213276812,9223372037370768501,9223372037370768501,9223372038820460038,0.6618843988269448,1451.6909760567291,8.340777426289305,8.0109256962305,728500077702.0204,14524085057.391031,14.07357653446395,0.6149875375091018,1.5762612245961207
45026998.506065734,13286802.813980406,5405895.613775621,0.29508524340547587,0.09270353657972341,13617836472.787018,0.010792238419783738,1842963278.7351947,2514945237.178984,16691667937.917412,0.19547545318142914,No,9223372036511920744,9223372036635414389,9223372036635414389,9223372037401203290,0.7465424838068512,1406.0011002066574,8.337919966932276,7.0006884452217575,630920414550.9285,13316630978.475918,12.192654481904148,0.5388164005725518,1.6495264443546611
916255285.4651867,40496276.82943934,10019128.750244483,0.044197591513896926,0.010472027582808536,5375134892.871086,1.145081814756602,1872101746.490564,4269863272.524695,7014450010.2813635,99.90051159091229,Yes,9223372036940147456,9223372037948537677,9223372037948537677,9223372041520821975,0.44309567114534837,2024.2770263855514,13.846824325613829,17.94786105268154,1613211526895.2808,52018382036.54255,18.772518593683156,1.4318275815138441,2.4247771987980733
48407220.52822879,15866175.712564409,1963607.5725457042,0.3277646503854112,0.0305508606576392,8342074323.745085,0.544574550482988,1883527949.0060024,2392651011.6549263,2048803254107.9348,4.260580463518271,No,9223372036691948285,9223372036691948442,9223372036691948442,9223372037300073384,0.6908972885164534,1008.4352247534501,5.525256636677238,2.3653547277975995,437927998983.3859,14286693202.104124,12.771198845624726,0.18711595755252128,5.095967104357675
50020749.3870999,8194075.625765512,6679281.896963169,0.16381353190759518,0.11473506783687927,12914826164.525415,0.06331078039394329,1890792142.1106384,3404634430.606479,16555948808.588541,0.0920739898512095,No,9223372037487871627,9223372037593618098,9223372037593618098,9223372039033098969,0.4670067283067175,1149.9140013866127,6.042330046664824,4.217622761068236,664432311261.2422,16206325751.475315,17.718530854129888,0.3621894582224812,2.9864447323761945
9537330.418890968,6193370.270577097,4399972.5652722865,0.6493819547564006,0.27970607617104637,4706990554.838355,1.3574257253161015,1894651595.1857915,2269518639.0781193,342286486214.47253,1.4994011331100354,No,1141562243142820635,9223372037455001409,9223372037455001409,9223372038013868724,0.833507473181234,924.1305576668759,5.309224171864191,1.3172315640211638,559425059645.1193,9478875012.560326,16.978224147265312,0.09521619889842992,6.644337437143228
245560904.94908345,52242756.98367205,123480966.3949792,0.2127486742830846,0.41463884491407427,2563405600.083315,2.5831555064094065,1913435372.0758922,2338198883.5611053,4042332709.239889,1.3839307914112038,Yes,9223372036698341371,9223372036773217188,9223372036773217188,9223372037117914745,0.20375498265169992,2416.479628897127,12.099783739877264,33.20884472875717,2068906981466.2534,64817606048.1505,27.55146939436952,2.9316704213058244,1.4756506901429827
26167518.78112521,10844365.9819903,3543209.7937598187,0.4144208731709178,0.0957316769042476,4464764325.416541,1.4466940442106737,1934844766.748254,4185367993.6225777,7130445204.419925,0.04319317029772288,Yes,9223372036613355638,9223372036903693803,9223372036903693803,9223372038529334552,0.779301495086075,997.0624881636917,5.623534630320785,2.0901058622560322,422070730657.4861,6836778484.284878,12.093646536869647,0.15568965343983596,2.9308762419010645
16316328.697269615,13948410.786957812,1435270.0567686488,0.8548743437175268,0.04742383649185696,9328636432.40259,0.41234529055109637,1941654362.4749207,2856815442.5520797,1060909603464.2451,2.4038255541387974,No,9223372036726690893,9223372037353466665,9223372037353466665,9223372039425737729,0.5737067861420185,895.0312615727204,4.642828340965156,1.5728860174432107,438122135925.6994,6723612452.994779,15.205264472739536,0.13953822104605548,3.215993887453362
221837435.62402123,72142077.1661561,1878050.578174991,0.325202448194656,0.006388372306458703,2961721215.5608974,2.2481383533659027,1945130968.2649443,2174079023.347137,4194928867.2152443,0.04539334569743667,Yes,9223372036817778456,9223372037393915510,9223372037393915510,9223372039357048360,0.4971717170570993,2378.3005053220454,20.095661794310736,23.792571163093687,3027481050984.6167,72034610943.36076,24.275072158251383,1.896274151638669,2.5353960734201073
52784358.88256306,18119881.926098123,2064898.5336820194,0.3432812732728653,0.029122355872256735,10171680328.47468,0.31463444152509207,1948182413.4041917,3606621891.97494,330985545251.47156,1.1324956773794477,No,9223372036451155678,9223372036872991649,9223372036872991649,9223372040420187749,0.7377699509491606,939.362546284069,5.108916577643553,1.7377805970751505,464287826696.1568,6292964416.471395,14.643331516752575,0.13266720725169912,3.1659016025843947
533633837.2567812,92981329.41501853,34962066.98097236,0.17424181699759136,0.05579511770624654,2647496254.299439,2.5055779015125923,1956653742.3439193,2425877716.1975713,1518124654827.8823,7.220020886136444,No,9223372036783515532,9223372037442445899,9223372037442445899,9223372038007242864,0.5717630201461623,899.952333779998,1.6570867064478707,4.627166193800291,60485490513.11883,10006206698.149485,5.88149026664321,0.3743793121216621,1.7838706147244632
23473073.526674304,22661529.89097686,6497617.062276939,0.9654266138273191,0.1408404230433016,4231978981.7786117,1.5401101759090456,1957773197.4002714,2748194873.4747314,63383897014.98648,13.064506189449308,No,9223372036910490870,9223372037444191263,9223372037444191263,9223372037516818696,0.5443366978061579,1284.6109196016737,7.1855826758144055,5.618776789089708,802318928869.1025,20389688963.239845,17.9914620399595,0.4515135737013451,3.0140157234202385
72802694.00569883,7225543.487289423,73951347.83805,0.09924829823912593,0.9240656817480117,5714496480.805315,1.0525172743014997,1963864424.9916115,4202192815.1177893,3638414523388.4727,0.4751395183030411,No,9223372037107667060,9223372037118998295,9223372036567030454,9223372037118998295,0.6574064302352985,992.3790905228996,5.633863870010349,2.0074818555697727,681135031309.9948,11085071124.729109,19.48086680353521,0.16745064715444813,4.418322142376632
40819666.82854566,13932691.472716276,2090700.535137884,0.34132300812835115,0.03818466637791742,3035211873.43967,2.1942846561801637,1970994902.8390875,2388725658.749437,650125697496.2747,15.05214748649317,No,9223372036719477778,9223372036982152488,9223372036982152488,9223372037774199883,0.5033087462090995,1291.7242302098266,5.477673809547852,7.4688821108329115,716876474854.7058,13572980057.109488,21.087717301945826,0.6129633878804557,1.4779045957118953
46466870.63375133,17274723.210496917,31537515.153181285,0.37176429087844315,0.49477136122831805,3486652677.997926,1.9048366329877353,1971322638.718869,2669468217.4422846,9475148681.413952,0.06141162386096923,Yes,9223372037181860483,9223372037813446030,9223372037162407386,9223372037813446030,0.631858291532765,1100.2588599415294,4.713004931292699,4.679996490894061,384563222866.16675,6350208581.848578,13.14774473476865,0.3411812642238655,1.2422486690248706
484550610.7289191,28548529.83498925,63952752.76645449,0.05891753968082535,0.12464014789845267,2454749204.1680202,2.689814699106521,1973705519.8477454,2402352261.2128677,3985731183.947338,2.8712057464892404,Yes,9223372036444230620,9223372036639888014,9223372036639888014,9223372036911134467,0.4874987690003676,1884.996243947416,17.05796399865356,10.511963087135356,3004139916050.5864,63587454408.413826,28.377515615267516,0.9552191814431904,4.442977645370041
159204085.3679037,7080370.795020126,3462977.923520063,0.04447354964954663,0.020825626179557473,5521635326.615581,1.1040256019536558,1976795742.0986514,1990106883.8952036,32985916393.848118,8.788120544718224,No,9223372037541183311,9223372038007242864,9223372036556799640,9223372038007242864,0.5067603568782363,2123.7462763227923,22.102071349402774,12.894048890227937,4247017305665.8086,85601810602.71465,30.96224644426348,1.0359712121667162,5.514942479055637
17006622.58140882,1242932.8236571078,3199504.9818513133,0.07308522416531124,0.17531961249659572,3886208645.4534955,1.6952315604428871,2008247984.8115456,2092632379.1240828,10185697115.95795,30.287386259894642,Yes,9223372036571095457,9223372038624704370,9223372037291559096,9223372038624704370,0.5903266651171952,1222.050369426788,6.451890454585142,5.13569240026354,544644962911.5788,12359377990.585266,13.602161140249846,0.41264203728080695,1.9990739931915333
2519583.334104012,1847359.261225324,6755850.081800827,0.7332003018992275,1.5470434827850834,7263204737.574226,0.7188484210271159,2009249531.8357263,2084268710.251861,12158153134.07943,0.049080479421712904,Yes,9223372037262850611,9223372037894862176,9223372036977127474,9223372037894862176,0.78714635436637,1162.6293473224944,7.87647548797101,2.6116337439639223,1183312454747.7136,12924486601.894554,24.207443050919622,0.18612349068640596,4.63465952679584
488475782.01057136,19142030.78120493,1642197.2803321397,0.039187266771785766,0.0032351057014734143,3058103570.466583,2.1779427648884453,2047675324.960573,2269807936.594983,110538059534.03473,20.99470078509774,No,9223372037336745861,9223372038007242864,9223372037816845108,9223372038007242864,0.5260324941207997,2497.958331515822,26.666055643821114,21.749510927922245,5085490977137.604,142644754600.33118,30.72950156979779,1.715064820710287,5.551124797922805
81226553.96523951,8424679.843974093,4171986.250812236,0.10371829694485614,0.046535737139888365,9193937830.697886,0.42915630749963846,2053620193.4944663,5970434994.48886,36912859772.604126,1.22365160290579,No,9223372036711006692,9223372037102870191,9223372037102870191,9223372041360815282,0.6695597525089122,1175.516243894691,6.344742187050686,4.377161675269854,580899970055.6425,11339889259.612722,14.752607347304275,0.3636468518988394,2.081300098989658
33516434.405643865,6635285.548394206,15983040.571620362,0.19797110480453983,0.39806614984155725,4803100452.469379,1.3240099619343444,2072074755.0967848,3130316648.385786,11830095974.141783,0.13906673221604798,Yes,9223372036742214851,9223372037329687673,9223372037329687673,9223372037373416718,0.6648463710137965,1232.556727729942,7.66655525654961,4.121128401756843,720283402849.6661,14038638015.25321,15.138559302660575,0.31453478018062836,2.9789418407527575
114183755.80968237,37605002.45222501,14678456.161190912,0.3293375855923303,0.09670318361695558,8527906397.133901,0.5179458142029844,2075249259.9956136,7249403569.986601,653582365886.4861,0.4478797500824832,No,9223372037214500401,9223372038504224291,9223372038504224291,9223372045371230974,0.8530298189533869,708.1695006309654,3.1377099545856324,0.7535395334360625,225527345372.1946,2560386253.869431,11.581580266489299,0.05509331562327173,3.101789351552903
3723106.322260145,2988779.5347154993,2470758.194447058,0.8027650236163908,0.3681168373683241,2436095165.886601,2.7089096378246142,2076619356.9733644,2424094581.3678584,330094264727.9346,1.1358527032540013,No,9223372036876342008,9223372037469676084,9223372036956699335,9223372037469676084,0.6717669512085457,740.5243444512884,3.195936175681874,1.0590026441425573,354865337298.67505,4702344370.0957365,17.891505716164854,0.07812451713477533,4.017286529296157
1138544998.0708416,65907198.23318901,39028473.770681486,0.05788721424701054,0.032403505834805106,4053440736.2010818,1.6175443116820587,2080270006.1217792,3267125327.955483,130345439083.52248,1.417058744860439,No,9223372037846303319,9223372038039847771,9223372038039847771,9223372039993033736,0.883534076216398,996.0058392088376,6.52792839351863,1.1693715157792695,730047008043.8325,7011765106.157824,18.02008571959307,0.08570161694247484,5.460646545261989
9080886.39304501,8617128.155363908,1415551.4771199895,0.9489302896646421,0.07998363168072149,6880899438.458844,0.7903431303363008,2084268710.251861,2272688359.3321238,8223930688.856362,0.10462016678734486,Yes,9223372036977127474,9223372037894862176,9223372037527058614,9223372037894862176,0.78596095027068,1181.1872381575752,8.333987210945008,2.491616659547512,1182592240246.8594,13129306978.292086,22.86459980016256,0.1771731627724271,4.945948483053907
39449947.9939818,5227559.458129303,15329257.33164897,0.13251118756675626,0.34310905432851385,3873602432.2677345,1.701306515467513,2093209994.2164109,2717513905.63974,180519105929.10703,2.3932978357611825,No,9223372036779326504,9223372037952879321,9223372036753840606,9223372037952879321,0.6318708100243936,1025.2923949447295,5.793859035704848,2.3627587359699107,832148336339.742,11112970481.587004,23.14271108488525,0.19559795310211175,3.7920283780543995
10171737.938509997,2636051.816634185,11989424.67869867,0.25915451543970136,0.9361041138173883,2267954564.3194284,2.8925821772311395,2097858339.211282,2237932795.3984294,1703516294150.3223,2.2474895264592925,No,9223372036858037885,9223372037046960705,9223372037046960705,9223372037836740539,0.7429689225642883,1064.5350497517647,7.037902384082185,1.7550469245276124,827664241872.0507,11839819675.184448,18.94926470824144,0.12643846390292213,6.249878875367866
23406181.964221224,10574358.136933101,2230715.798954521,0.45177629367733296,0.06564686118331425,4121689625.0463376,1.587306911746457,2117564809.219225,2410753246.9982505,670224190859.6592,0.03108912361871667,No,9223372036754558593,9223372037168095608,9223372037168095608,9223372037728887851,0.8259060220085837,1062.8195375157711,7.05697605368544,1.7076561830372115,1218327317725.5286,14207841542.718765,27.818054103566087,0.11594312170666546,8.17878589197209
47033012.53612031,7353261.231552087,25423420.630981397,0.15634255249767268,0.4674602407876906,4453724898.140064,1.4509467381923575,2129270669.5933566,3245611220.4817514,7074400421.010385,0.8696127221277221,Yes,9223372037364585476,9223372037428889599,9223372037428889599,9223372037648450520,0.5986675441656921,886.6673018047172,4.597398515146038,1.5026884315639808,452682996719.05963,5463114215.341523,15.865853505452137,0.13005668852505442,2.8035823163704277
451212472.84930754,42405233.593906775,1524874.1454788896,0.09398063250806665,0.0030891804033255656,2333084065.1534,2.8188532187934894,2135285749.1469774,2315309145.1290116,12711990230.607096,0.558058097513078,Yes,9223372036518556622,9223372038230223952,9223372038230223952,9223372039209365423,0.42409923123173104,2897.3966461115183,35.383425441808654,29.75399343964766,13907203674316.406,281423872167.4139,63.3317297282506,2.4969484248970186,7.522411481464367
3706653.412795036,1826391.9648968277,2620372.8820304335,0.49273340706532903,0.47358600972174464,3611054814.2019916,1.8355554382364596,2141848758.4878094,3290716297.725493,38025025705923.766,1.1452591109436123,No,877063022620932697,9223372037455195090,9223372037455195090,9223372039033718382,0.8637115501027249,829.1631394370291,4.442878595822294,0.8916323876628347,380492452955.3814,4631457797.420974,13.799489168522278,0.06034100853298567,5.122840921763641
27524460.86926814,5461630.050843677,2278414.710836882,0.19842822995823853,0.069071982986857,2388293432.624593,2.758957833170775,2153866473.3549967,2365212772.961446,253619450921.1776,1.9213692496285508,No,9223372037432271035,9223372037523858306,9223372037523858306,9223372038908281781,0.722632971802468,1110.783726317366,7.1025326152681805,2.4710316304683944,740148759108.3755,8656763364.507986,16.791410835902443,0.19002213913864877,3.0405844279849057
6467173.293151576,1969981.7805991415,2792296.2896397654,0.30461249317151545,0.3309523488938857,4886664235.77592,1.2958100682955056,2177364457.043264,2398956848.9587455,337710693345.67633,95.96771007934898,No,9223372037367837144,9223372038397341499,9223372037401950115,9223372038397341499,0.5758548741114823,846.7902200486303,3.689164015673039,1.8745693165257582,441767056843.0119,4920719022.100622,19.295088371002226,0.14529796023777222,2.2603452185744004
350701039.19290274,189516473.51204318,9902089.622011552,0.5403932476168108,0.01832981972840973,2674500643.920476,2.48151707598385,2186462346.912383,2546692032.349131,4295225346.308941,2.752931215734479,Yes,9223372037738201703,9223372037841519134,9223372037841519134,9223372038202898867,0.7101173362066675,1999.715662260346,23.5702562392421,7.4575546233872645,3443226605992.426,86986671932.12633,23.53871282982887,0.5440726817198469,10.670911515743764
9478601.286457524,8493621.653868154,9653612.229895577,0.8960838627111943,0.5371406899385281,4317037074.744223,1.5050403095803446,2199661412.222295,3380502027.8588147,6546821522.251489,0.018160070270780915,Yes,9223372037448361683,9223372038148562736,9223372038148562736,9223372038715215736,0.8210338064869627,680.1913045978313,2.9017821282487617,0.6880719091592182,142107717375.3557,1944608732.3806505,7.891040474869745,0.05750052808796628,2.2571796284501255
12054003.928250104,2031460.6100484242,1075953.400941278,0.16852994425258447,0.07638749847516561,2830980175.6250277,2.3495581191579995,2214659268.3851533,2735006324.2276115,11749243965.704363,0.03815392627014474,Yes,9223372037482311802,9223372038284043549,9223372038284043549,9223372038966171019,0.8577332745286603,781.5771786550944,3.9457307241663777,0.7940514029300527,389642298898.91364,4084666387.9082456,15.911827518457775,0.059078411133942375,4.614594121532319
36143932.47901585,20824387.477275085,24343201.45060294,0.5761516815959398,0.427311205057132,7472212882.214672,0.6821390261749687,2215625376.371627,5593416040.219813,10004314268.333044,0.061092270217769716,Yes,9223372036837458592,9223372037555081455,9223372037555081455,9223372040358126487,0.6095863701587811,1054.106664028101,5.8664792920519835,2.7550390615804656,574173757129.0948,10918615590.030228,15.770563301819443,0.21558459081251524,3.3803026347051985
19351165.41881302,12064652.89756212,3004520.236672182,0.6234587238778383,0.09563717890188171,5514827735.515063,1.1058953017517728,2218602810.9616375,2503856006.7663007,14309294124.108358,1.9454685851152749,No,9223372036522166318,9223372036670241606,9223372036670241606,9223372037640578553,0.6539426327493219,1197.530135067385,6.6716796763548345,4.4555625222093935,809301890972.5784,14584265013.995306,19.545949733129607,0.35036678455815434,2.7782245427649057
42383306.18482861,21572712.65775953,2871605.138363489,0.5089907937734605,0.04489968560161995,2526524348.177027,2.618513022001488,2241246647.501315,2380160434.745522,2907345010.827015,0.2828715183799547,Yes,9223372036764819911,9223372036893709408,9223372036893709408,9223372037670773471,0.7377491100148728,1178.2593559653806,8.20328098425668,2.5687212078019743,986380727792.3281,14698527057.506992,19.37485226863659,0.21486657804516998,4.565734700689257
96943239.17589258,28525489.554690354,88179227.49610685,0.2942493958029819,0.7027984453835724,2615414938.671428,2.5346910695308242,2243172753.5538063,2264418287.968146,2757002112.653114,0.03729904148853565,Yes,9223372037625580542,9223372038927286997,9223372038183888626,9223372038927286997,0.39240831849888463,2495.3849896233137,17.6248076411001,30.691057002636928,2696157358586.788,148028853264.72195,24.649167670188874,2.630336361621306,3.756131686275096
31274529.153906256,5506600.230201112,59742070.61362396,0.17607300187006417,1.62425873305124,2470380238.4609957,2.6739969846663043,2244876519.868537,2465458216.992725,1867584081302.5994,55.13905270082142,No,9223372037643938840,9223372038213925965,9223372038213925965,9223372039365882143,0.8575973663620917,1478.3815574190685,14.76756607161432,2.1909446964226875,1780796063301.9155,18358092041.394646,19.430620664097802,0.16340111999091048,7.498566332880467
38694315.610389985,20826655.84931663,7594919.240867499,0.5382355397888048,0.1276007271825018,3314591484.5526295,2.007563645984211,2253059900.431217,2547589492.944412,24017050917.226402,0.15962154682346788,No,9223372037284730445,9223372037612845619,9223372036837578654,9223372037612845619,0.7334684465710786,385.1472390840631,0.41754663075377224,0.733434535301727,9801179826.767607,2072505659.1882923,3.782289636971984,0.06242712927758685,2.215787379812561
1192874432.0396836,513735549.7805153,97804211.85867439,0.43067026669528347,0.05730905883625531,6403662788.791194,0.8886378754043883,2255592748.586455,4914825792.82794,187432611533.2716,0.0664258990776578,No,9223372037131163752,9223372037851918404,9223372037851918404,9223372046238585691,0.7420374719174574,934.4136067742506,5.153537923237209,1.6212069827515792,577173634559.2548,8488621697.324561,18.04606082983366,0.12337531788343012,4.592134696502567
96736084.56838462,63672274.62016556,33496592.82013292,0.6582060345346559,0.20882074344242704,7492580678.66522,0.6786450337196802,2257627504.64023,6381528953.267396,11590774726074.924,2.8524700913968104,No,9223372037070967974,9223372038131871407,9223372038131871407,9223372040937510194,0.805751216978449,836.4031913906479,3.8919530603876367,1.5361239643258504,346736303128.47144,4637581296.265125,14.35532832158367,0.11283621356238724,2.743144941543842
60939493.3261903,4655811.728871716,7040353.713704105,0.07640056513024474,0.1073301466895274,4610844919.611314,1.3919608998135546,2260963038.4685206,3642730340.282165,8942766708.195002,1.2972770331914607,Yes,9223372036765070571,9223372037054349772,9223372037054349772,9223372039497414856,0.4846250116856819,1062.3419289066983,5.64430864011446,3.11244808604475,558711068323.7288,12924486334.42043,15.94989874429113,0.2479725484836876,3.4786874462233803
94371553.90552148,71033901.767519,25197777.371138964,0.7527045897605269,0.1523394574175824,4577659259.042372,1.4041493432377115,2278505113.913649,3003818654.6597795,5361947128.811733,0.20054636208399618,Yes,9223372036380092502,9223372037417976295,9223372037059596005,9223372037417976295,0.3662236091053466,1782.9702785801237,10.223228352668013,14.44300561579433,1340838930230.9265,50805952738.63186,21.133428472411314,1.2077649475611456,2.807617252414781
