M1,M2,M3,qin,qout,Mbin,t_binary_form,t_triple_form
5090776.068202094,1092728.2519703442,83754546.35486692,0.2146486581477669,9.753696454942194,8586954.365637299,1270160091.0356574,2122448505.4275727
31654667.884062346,9249967.820769018,12011648.196738532,0.29221496983155015,0.02079558948261238,577605564.2366723,1274763589.6300113,2080013757.4255538
17185524.60204559,3470319.4946552753,1342270.6689125097,0.20193270645006695,0.061903729657159706,21683195.444707174,1277688886.5687573,1299199288.2990353
3871578.2481711674,1344201.91393067,2885805.469379375,0.34719740316901404,0.03458121406316205,83450091.25788632,1296324613.8623307,2791032112.143211
19414976.571539696,15704430.077088678,17919823.71887706,0.8088822574274807,0.05930958311792076,302140443.02500707,1302507665.1354923,1747671391.6360772
5890510.310354765,3229410.8789707692,1156838.486407765,0.5482395766787603,0.017649291563759262,65545887.90312674,1310984586.2838418,2016810355.4311914
1907090.255102478,1383485.709653017,397031314.9724623,0.7254432274253717,5.033340414270849,78880282.73366405,1317634430.66408,3134533300.7727647
3078873.1698713615,2273387.793657258,1212255.27819726,0.7383830603688825,0.06388823613054834,18974624.306737073,1319456972.2506714,1992433443.9727626
2050115.989094482,1200179.3167013507,165405455.67304048,0.5854202021181539,6.564287525712193,25197777.371138964,1320546437.213836,3003818654.6597795
1550193.3356802145,1330350.9110577747,2419779.006100027,0.8581838667717053,0.043815873717881135,55226081.34395188,1324272800.5406044,1745254609.1236794
4150302.3453509784,2337303.4835597607,6368039.041756979,0.5631646297234044,0.0737785506635978,86312877.99068893,1326320946.2852564,1950958867.3105268
4307088.200097376,1402487.1725853744,5185705.281043292,0.32562304448598633,0.07261523165639293,71413464.67889084,1332861712.362009,2414314203.324682
15584011.270073967,2438693.8470131876,5226815.239334282,0.1564869150021869,0.2292343430820587,22801187.50558788,1334043928.7431705,1370363431.1069798
32865814.116407264,12537813.061870156,8204738.256013711,0.38148493804116757,0.1554861557754461,52768288.05172233,1335148374.53504,1352007768.3689477
11414538.477851542,8702758.06507185,5300287.752010477,0.7624275026062983,0.057322431478185276,92464461.38677078,1336074547.3343332,2073149826.6375825
5714667.6113850465,1256442.448219393,1848315.0850277257,0.21986273457379138,0.011874287278200975,155656928.43063474,1344844273.146656,2083179091.827275
343037396.35075885,31878181.09425239,5234114.209476448,0.09292917166866746,0.011189259748341758,467780204.15980965,1348234215.5602221,1373154520.1772573
6381855.963835436,1525186.552761239,2962047.0466036675,0.2389879310037916,0.05261033946141178,56301614.41509509,1348861040.0790548,2679339442.2894325
8240125.480905298,1783206.5673198884,45719243.73543651,0.2164052685183111,1.8612498554746213,24563732.591279656,1370340929.6340454,1824604801.2583387
10594043.351753647,2885123.8534906125,313274922.5745633,0.27233453344449776,7.438097614263173,42117613.779877335,1383456618.195847,5511766980.444574
1159268.163044583,1078275.1550623756,1419067479.0795228,0.9301343635889252,23.583830307435615,60171204.61692403,1384190203.4958348,2830381547.5668216
57587170.38196325,6650000.814408412,3213378.705253834,0.11547712398960383,0.04978669664721011,64542918.523474716,1390165096.4486618,1396431176.1996307
20484971.51358671,2247841.3981596795,4301507.470008133,0.10973124354450739,0.01049503166705933,409861314.0453153,1396397220.1517005,2404772685.2192817
7611249.621535769,1782539.1517621416,1194325.9402566026,0.23419796227921738,0.004275565293423889,279337551.4796973,1398321810.9372694,5458083639.673872
6024547.234813712,5760066.069642834,5505482.53519003,0.9560994121446115,0.26492261437015274,20781474.42519841,1730424457.3279464,2011341854.4034028
28103165.096989248,2100356.760228687,1483082.5712991368,0.0747373739925722,0.022510997928660566,65882577.7515134,1734143461.586284,1993559087.4807851
11021885.124931276,5363450.824369138,6537747.197727833,0.48661828385755207,0.3949913347861151,16551621.825496439,1735900857.1824887,1743275802.0566614
16551621.825496439,6537747.197727833,72574057.73281921,0.3949913347861151,1.5594092788380856,46539454.854914084,1743275802.0566614,2775390679.8045325
10089903.20002766,2628353.468061361,1128652.2493743328,0.26049342753398824,0.020974481448250384,53810734.35159852,1744671820.9702623,2894935620.2150145
29202838.73085946,1571834.6401484245,1026844396.1890393,0.05382472076207519,2.522457878396762,407080889.2324049,1761073546.1830575,9273195626.07076
95618354.90539907,3003810.220121388,6435050.403820946,0.03141457749501376,0.016069289551603697,400456434.81349397,1764812860.0542927,2263748135.4880466
12753800.096621783,3690055.416795096,10440679.776782077,0.28932987727889153,0.15916637261247846,65596015.07161281,1764959072.2430706,2251892184.325065
12590041.879346587,3439987.5876053437,2216543.868600666,0.2732308296168969,0.09285935250514593,23869904.41784346,1765154027.68252,1963864424.9916115
132518057.05348906,14082752.275074493,1002869.9773349192,0.10627044033244606,0.002203436366075635,455139069.4894679,1765178397.5828447,2186566388.620676
14732701.425671598,2583366.8194030346,15535730.144619951,0.17534915999190356,0.5668101773418921,27409052.91693274,1765348989.811682,2302674170.535247
59331113.03402422,1906550.6425238743,4192903.338398637,0.032134078479709914,0.05912194496838345,70919577.16615833,1765641445.546157,2050583329.087337
22158338.52049872,1389640.133115302,3107373.234220245,0.06271409437263284,0.04845065682408451,64134801.01007815,1767189274.1740272,2266455389.1671896
12416428.632346364,4401051.790429493,2484220.108250118,0.3544539191377622,0.07891707303870045,31478867.786085673,1769676430.536171,2155510934.374412
2107130.3181232647,1700773.64577267,463679148.5624218,0.8071516180771771,25.487222317623367,18192612.07769223,1770896020.6166136,4682968981.234228
14779278.511403706,1904434.7932025075,68056364.42342523,0.12885844134631091,2.4065589740242133,28279533.208206553,1771091179.1657896,3800299824.4078183
10796099.861778688,6607726.428974119,2754338.804834302,0.6120475462039194,0.08978978700947601,30675413.057206847,1773043130.5046506,1865293494.8215053
6305600.186280129,2841713.4415750485,3307455.8982340787,0.4506650211914981,0.05590226691787972,59164969.161138356,1774214620.284013,2284629291.6091557
14834943.808985978,4111961.4516080855,1657633.0401464081,0.277180790473729,0.0384960640567752,43059805.74278137,1774995746.2256186,2429029290.9077487
10961349.113810554,2726974.76696669,10953396.928441657,0.24878094280665572,0.03385659357058834,323523301.46872824,1775386348.9957926,9467548222.780514
5010828.204582656,1061453.442940957,12663414.989705669,0.21183193667869196,1.8919866762846351,6693184.021027721,1777144389.5254998,2713526342.9934435
3899581.3009344945,1757333.5642089439,3209686.6191897034,0.45064673065998573,0.4288926501785558,7483659.647358033,1783411760.996179,1970616766.4716182
48818891.9895841,38101618.165274605,1856679.0799960825,0.7804687204577254,0.01273376250255651,145807578.83801618,1789906188.1735508,1948609481.4146008
3171260.5234607155,1143542.7164775908,98130393.46210931,0.36059563949973805,22.30192539808558,4400086.167920413,1790787353.6805618,8520197394.504287
3428968.130737015,1690464.2054551365,23739687.38242779,0.49299501803529205,2.251899965247002,10542070.140235504,1791582966.467484,2541214054.2539787
24882246.01596598,1651739.9027748154,3578795.823285629,0.06638226716812291,0.0245479959090245,145787698.3745939,1795084970.124364,2349044011.8011384
17120203.079372514,11598375.963183202,4058539.8063263227,0.6774671953020024,0.10823033112181527,37499098.12027056,1801960453.5249147,2139031603.426312
2310649.4622429432,1155272.1898967128,29219027.10821757,0.4999772612741061,1.3054868222366034,22381709.727378607,1803849265.4964175,4158301747.7985096
5525093.1923229685,2711397.0038422626,1564365.2660340685,0.4907423113893729,0.13792291821077302,11342315.594304744,1805333761.2109184,2798778206.075063
5996316.97675413,1258857.924525195,785181742.9275895,0.20993852216375464,10.038871368631659,78214145.20570883,1806425903.76021,4836504653.026859
2543620.0928895692,1252879.585167507,29908453.17903884,0.4925576695473527,1.7227057091444467,17361324.700022258,1807027282.7453775,3334969900.8847337
21157783.197119392,2012428.3105783206,1046832.7821270006,0.09511527232457465,0.03280872123297121,31907149.769524794,1807972431.6237483,2468435904.323499
3435699.0876385453,3009348.3492175834,2953299.6426978814,0.8759056810432124,0.34182131357972756,8639893.19966452,1812946174.6960282,1969268258.3509607
34335264.369931154,8094856.094612784,3972500.0007010694,0.23575924761778716,0.06872613906045018,57801879.38692345,1814101175.1082363,2222430819.5582223
65348787.308626235,3151124.4540801896,3656116.6256671282,0.04822009074473264,0.05165114258946824,70784816.02481756,1818797221.7937279,1845223471.915554
2471283.606694646,1482912.1673269463,3322494.048779902,0.6000574613572371,0.13342057993328202,24902410.486008536,1820088671.4879017,2422365436.0735455
2233314.4595304276,1108051.829169587,1265165.7115624517,0.49614680299099656,0.03270108276748027,38688801.85278149,1820789861.6008067,2525112470.6397815
3754539.1199382343,1001478.3448953624,1527685811.0200348,0.2667380237369421,103.71552247727205,14729577.352848103,1827018105.8357508,2967271854.859022
7059708.764878756,1700319.2351801614,95224011.7130879,0.24084835392063977,1.3970333333333336,68161588.87625293,1827362944.6238947,3060149229.665838
1905528.2186907304,1151466.5011844554,2438168.4347655997,0.6042768036128148,0.7579816351757019,3216658.9817185034,1827917192.1985757,1971322638.718869
15236955.180045709,2524037.8364186627,3025920.135513122,0.1656523765144455,0.009242273093972015,327399991.8360652,1828471492.0000997,3559582790.380239
15508465.509069452,6393173.627655097,1094237.7471573332,0.4122376661905285,0.030448244796029655,35937629.72176373,1830738505.1386662,2132768097.2545805
56058078.73817266,2527758.3231448242,10071953.981623579,0.045091775887487764,0.10255314349828952,98212045.36545064,1831194477.156374,2046056051.7273352
33214006.23291679,2387530.05436295,1766180.3704318407,0.07188323015357252,0.018167317641766018,97217454.18109797,1832500970.2402031,2384682085.493857
3870300.2183797373,1262006.1379114168,325170539.86657107,0.3260744817464685,5.499759823229898,59124498.21774308,1833351578.4045491,3966129992.965574
17278394.76688949,14709980.89604618,1887138.790025158,0.8513511292284426,0.011045046542553193,170858382.7831407,1833413221.4274256,2088064475.0497534
2264398.9841242023,1200305.6996473921,1683591.2452434478,0.5300769467142437,0.2906202890024635,5793096.039585786,1834362604.9960349,2224378244.7388797
3143953.286917167,2643973.8321788358,60661258.04028226,0.8409710930442639,2.4245530393325385,25019563.216889597,1834411927.7790194,2108939614.572734
669836714.184852,2298650.182534519,1645662.1611000162,0.0034316574978005315,0.0017507266431804312,939988071.5303726,1836286497.4413052,2316459996.632673
1572942.2659676636,1148512.832333151,235529530.29568887,0.7301684602051135,12.963944318084117,18168045.505034745,1836286497.4413052,12807894812.140057
1895559.5863175786,1214703.415264399,4288173.359184216,0.6408152104699334,1.1472810786783225,3737683.3270223783,1839210526.1460397,2068658681.1504414
3027198.1653045523,2371441.0793219516,1462875.5002635312,0.7833782097589809,0.20581090098333407,7107862.087353625,1839519051.70067,1952404106.4299035
386095640.0571285,3175066.2121729734,18359039.95719841,0.008223522575140129,0.03913038214517037,469176096.6986713,1842247111.1964774,2250003222.484577
734587383.551089,7945340.809346519,1228636.7800571863,0.010816059446784574,0.000690841657284755,1778463656.7605822,1842457013.49663,1983978345.6427453
14695496.558409976,3566498.3366258717,5405895.613775621,0.24269328514692667,0.09270353657972341,58313801.32004614,1842963278.7351947,2514945237.178984
22496448.401986964,1696499.3461368883,16560000.020795813,0.07541187461337442,0.5018915022271955,32995179.131961986,1845013472.739418,1900395408.3682594
3700222.8538024705,1027004.8599295191,3313789.2458671643,0.2775521638849766,0.09370419894072818,35364362.358652405,1847731676.0993469,3974162498.301319
24493156.9461307,1112648.4763194292,1960242.0940949393,0.04542691163766864,0.07639376196748165,25659714.139085736,1848955268.1001298,1853023330.10876
7230325.742034627,3110270.1017474853,1349240.1913751066,0.43017012133567434,0.044932918438089664,30027877.962882437,1849771134.009046,2179871735.882919
1991383.4200127777,1377755.876088107,52638213.01961681,0.69185866581096,4.373598160338011,12035447.951521156,1852207025.398117,2284075941.015625
11069115.425890112,5405213.997886859,7745016.739705415,0.48831490050635223,0.45646817592166383,16967265.514331423,1853283086.4812477,1858282467.203506
69715957.10925183,1852901.7919458568,1808227.5505698791,0.02657787210813409,0.02169713265313077,83339470.67927256,1853283086.4812477,2129915823.322117
105184123.88763037,2033956.0123984036,1716663.8161794464,0.019337100859168694,0.0063297309750452915,271206441.94000095,1854149021.395553,2403662678.451861
38645064.833252564,7733983.082506073,45964199.445460536,0.20012860932895327,0.06362026436047369,722477341.2607415,1855881261.711445,2020911531.1613207
10875295.107854284,2265094.8003439805,3140985.417734847,0.20827892741118342,0.0503672954485422,62361605.67612445,1857180765.7552001,2733813289.8484936
3792240.998785412,2094847.0317945234,34743097.8767074,0.5524034554938534,2.3028933943261616,15086715.677897634,1862121416.1453605,2248009824.0482507
9530779.366608163,5898590.2987028025,3834401.7815715782,0.6188990503094615,0.14479012504557837,26482481.318146177,1862270069.9290304,2171937138.737333
34358978.92272768,1642339.2836422988,5274570.952540707,0.04779942056298794,0.09842703298566946,53588641.17451007,1862319622.0085301,2284102290.1489935
14956498.64248196,3216403.375760218,499218316.9958798,0.21505055779729415,23.462116004511515,21277633.99089347,1863347919.950291,3178875954.249194
9140185.061685203,1599170.2773540053,2738576.4374066684,0.17496038281080073,0.07913833502263112,34604928.65592282,1866830571.5873039,2483582751.806808
3137761.942594241,1518796.4038040903,2291223.409413211,0.4840381238572799,0.057237826984611245,40029881.11392176,1867338884.7612214,5331313865.72378
77170846.88597168,8912653.157817662,53828626.76867854,0.11549248864648429,0.5516937250307454,97569764.3936021,1868938490.6489,1953233695.5868077
11176398.926715132,1605120.2160496614,5986717.552987391,0.14361694017676085,0.2723326464565556,21983106.435762685,1870637760.1404917,2285288093.7543435
46696084.5060193,9507732.22936938,8456282.919629116,0.20360876784313248,0.058732345747199,143979996.23627162,1870737002.2871916,2330839955.4857874
59059602.705000475,2506372.6246349,10019128.750244483,0.04243802040379608,0.010472027582808536,956751562.294626,1872101746.490564,4269863272.524695
7292224.984932874,4110953.228105958,1188750.8902997656,0.5637447057105301,0.039111780783516716,30393678.489851665,1872275463.222804,2114435345.8079755
20114768.884002563,2124497.322955693,41518075.80438662,0.10561877867984469,1.4652620817191797,28334914.49916851,1874856982.4259963,1902602157.7995896
18472074.592084866,1508245.5578592871,1356938.1908188183,0.0816500361310558,0.04747385521877158,28582852.27870588,1876818675.619822,2921079856.862558
5204634.322287468,1372024.6224900954,27409052.91693274,0.2636159502339604,1.764259076450587,15535730.144619951,1881564105.7986555,2302674170.535247
4340118.170040327,1412498.405951574,1315551.3260730184,0.32545160076561913,0.06670288289845054,19722555.741343793,1883018283.8667045,2902759527.1123753
11917343.798462033,10785307.610206615,1963607.5725457042,0.9050093538124233,0.0305508606576392,64273396.2407932,1883527949.0060024,2392651011.6549263
5675730.303739488,1880975.8463642634,1243589.7286169142,0.3314068403012334,0.0421620047181166,29495507.553096876,1884671741.4161053,2197017100.551792
19148578.361681674,12872685.26788678,1471608.7038383011,0.6722527920739214,0.03619838694466082,40653985.662069954,1887469953.7766418,1987111393.280577
8978173.485124959,5953091.169141773,7594919.240867499,0.6630626127914389,0.1276007271825018,59520971.45970661,1888825987.8079736,2547589492.944412
8647987.388343578,1486320.2467707589,77190585.34608376,0.17186891932499063,1.2201693385828893,63262190.66915195,1890481000.2465787,2739405164.436083
13360566.040599577,1945601.5528175612,6679281.896963169,0.14562268895684072,0.11473506783687927,58214825.01286541,1890792142.1106384,3404634430.606479
3982113.6247988236,2978121.8213136503,4399972.5652722865,0.7478746469631702,0.27970607617104637,15730700.689468065,1894651595.1857915,2269518639.0781193
5105047.400873059,5077030.147778716,228071516.4461455,0.9945118525070792,3.2031031869490647,71203299.77985573,1897304798.2003293,2761985282.248557
32995179.131961986,16560000.020795813,19017367.303094886,0.5018915022271955,0.2623709421468174,72482749.60438706,1900395408.3682594,1945130968.2649443
1428113.0899366422,1404127.3108177092,3849269.52814521,0.9832045660193499,1.0546816333677023,3649698.0760479476,1900906505.8926966,2080270006.1217792
41518075.80438662,28334914.49916851,2710317.778685055,0.6824717656152737,0.007286877641480258,371945010.19979805,1902602157.7995896,2691168100.0958
4278715.938727636,3310835.5770158595,127858644.44055654,0.773791862892493,1.4738730598361112,86750106.18266807,1905932478.2795324,2828210957.4707823
4207117.869745539,1528708.2348531787,1385811.7238734192,0.36336234975647125,0.05803752601843592,23877856.60321236,1909389425.3665326,2705127314.6556363
168981099.0228406,33386824.26138012,123480966.3949792,0.19757727020622193,0.41463884491407427,297803661.9327555,1913435372.0758922,2338198883.5611053
107598180.160331,5201851.057408354,1470614.680667189,0.0483451583442873,0.006126877636381922,240026775.12841997,1913710192.092193,2254175300.709686
7769682.71468001,3400255.061422894,2158691.7200419465,0.43763113453763874,0.1799215771676646,11997959.077639218,1915484321.241547,1955408734.8661442
1910271.1292500366,1226552.1714640544,25325864.35690226,0.6420827665157631,4.222649979401361,5997623.407207591,1917696440.088065,3767520335.334885
12319014.361577386,3570119.421034923,6024263.228193395,0.28980560589084237,0.0976505440324463,61692060.06872543,1917696440.088065,2361074399.853686
96639926.7186819,2193922.7412923602,2723637.6891779564,0.02270203233575345,0.017341705771195558,157057081.06880108,1920459559.2692513,2062291685.497063
19102143.27925973,6786934.606394601,14872290.679557757,0.35529702123863544,0.2776873352812349,53557684.45289544,1923286447.3504717,2267467571.494003
30254373.242585827,2181128.2430470465,193394308.10535184,0.0720929905094483,4.1608872322874335,46479103.448096566,1926089567.8082545,5263994916.442025
10938301.97657177,1174480.9776619019,1218891.0928809836,0.10737324496777167,0.023247954454968214,52430036.166923925,1926990834.403437,3966770022.2209873
6510056.552246855,2709905.9690855946,14990153.426989611,0.41626458193367133,1.5178905229979927,9875648.605659971,1927729467.777907,2015160446.4294229
1421964.3466067638,1364174.6795045137,8639893.19966452,0.9593592713909082,2.9255051112158243,2953299.6426978814,1927842148.221217,1969268258.3509607
11378711.042698462,3794541.4524099855,1494016.8261813691,0.3334772662888634,0.08712105529011371,17148745.744714443,1928793751.677189,2029083344.6231103
4003868.5319151613,1037596.8868342683,18604421.677152924,0.25914859056022926,3.1101615449441535,5981818.438786911,1932075370.7227614,2567111118.7399144
37272602.84056717,2266756.2390728393,2290612.7951795277,0.060815614320492845,0.010700795393484274,214060049.8327708,1932451236.4395053,3131496587.887321
32665731.45239343,4239267.419165504,3482347.1750257313,0.12977720781620186,0.05890576470842571,59117256.048924975,1934681827.9016807,3066000778.2986712
5422836.6086775735,1663653.980497144,3543209.7937598187,0.3067866691456239,0.0957316769042476,37011884.76311551,1934844766.748254,4185367993.6225777
38977352.57902429,1128564.2073220343,7523590.978174705,0.02895435766279756,0.06002277117237551,125345611.86067519,1936812897.6687043,3960233666.0451345
12580115.847966481,10261301.195389405,1435270.0567686488,0.8156762083433514,0.04742383649185696,30264739.484227426,1941654362.4749207,2856815442.5520797
72482749.60438706,19017367.303094886,1878050.578174991,0.2623709421468174,0.006388372306458703,293979512.79017735,1945130968.2649443,2174079023.347137
4322623.362228756,1162451.8772583448,93022392.39238495,0.2689227767137643,5.427409131958541,17139373.526243962,1946461871.0601764,3998953112.728317
32244407.631152093,18280512.12668056,2558672.4437664086,0.566935895854986,0.04616989056098068,55418637.832527295,1947667457.7472005,1959320629.98105
6700156.3835565215,1755728.9268041488,2064898.5336820194,0.26204297725244846,0.029122355872256735,70904240.80866118,1948182413.4041917,3606621891.97494
10401401.661192136,1689328.1789738657,5569213.620789327,0.16241351252464245,0.3328204823571344,16733386.06249978,1950644728.1629665,2471670760.470305
13736349.400272971,4197333.841675593,1078319.1760885247,0.3055639980730384,0.04787031375095348,22525843.087189853,1952140168.8058288,2722098827.0917296
97569764.3936021,53828626.76867854,6984929.8217490995,0.5516937250307454,0.044446904254165615,157152223.2866075,1953233695.5868077,1976795742.0986514
12891145.698207436,5805095.319294209,4140007.105364461,0.45031647730902846,0.09404916287622182,44019606.116145104,1954013104.5642223,2097601442.8625872
11997959.077639218,2158691.7200419465,9350889.57329892,0.1799215771676646,0.4737566099499982,19737750.09553079,1955408734.8661442,2015122376.4858541
19152696.457676284,6346369.336626737,1382047.2161211078,0.33135644114921226,0.015003406887153415,92115559.25371045,1956062648.096213,2492807917.5488663
16432197.041652836,2447881.4611804658,626615166.6717997,0.1489686044401428,17.92271512473295,34962066.98097236,1956653742.3439193,2425877716.1975713
22127807.808814567,17531018.6556621,6497617.062276939,0.7922618818425681,0.1408404230433016,46134603.41765117,1957773197.4002714,2748194873.4747314
10068986.112441259,6155346.483801038,1308198.3946729924,0.6113174072407827,0.04320185516924433,30281069.864895687,1959043826.127098,2305949895.857906
55418637.832527295,2558672.4437664086,4570461.739449014,0.04616989056098068,0.053200921680314456,85909446.58652762,1959320629.98105,2060745583.5801313
2587996.127314213,1907047.6541094303,61877800.39841322,0.736881958200045,8.892346748240403,6958545.606721584,1962894982.0289328,5321039750.782374
9635563.609174388,5895750.2324996255,2301405.046751601,0.611873936142776,0.05483016442249137,41973338.41675593,1963058644.0377824,2567887956.6507287
286493098.2786023,1618070.9179361498,1887394.395983444,0.005647853046577216,0.004226539892517569,446557809.45656806,1963725924.258798,2443904453.315904
11258121.831711555,1911875.7666548314,8639026.979472551,0.169821911259613,0.17611802033395865,49052487.434795424,1963814060.746344,2977575753.2638865
23869904.41784346,2216543.868600666,80028237.49298826,0.09285935250514593,1.0821741568287082,73951347.83805,1963864424.9916115,4202192815.1177893
9989123.450807918,3981133.801958728,1118990.344151124,0.398546861650482,0.028653404215088794,39052614.33340849,1964997723.9335275,2113392499.8070297
101942188.31670359,2562080.523210221,2377589.82265183,0.02513268123351061,0.016119069624152806,147501678.32821137,1969205250.7660859,2091515791.068406
8639893.19966452,2953299.6426978814,2580611.9551859526,0.34182131357972756,0.05656986680031254,45618137.37860339,1969268258.3509607,2676126035.7517037
7483659.647358033,3209686.6191897034,1388286.8415694882,0.4288926501785558,0.06737075678432128,20606668.350392856,1970616766.4716182,2401683761.645439
23321061.624079466,6772052.659489953,2090700.535137884,0.2903835497993656,0.03818466637791742,54752358.30126193,1970994902.8390875,2388725658.749437
3216658.9817185034,2438168.4347655997,63741593.84424825,0.7579816351757019,2.0211355756675218,31537515.153181285,1971322638.718869,2669468217.4422846
15158569.35283802,7705681.822791411,49824843.43874947,0.508338329523738,2.00509171952683,24849159.244698964,1972507666.9855595,2001368004.6419656
242676556.8959843,13877727.895867134,63952752.76645449,0.057186108429152414,0.12464014789845267,513099140.56390834,1973705519.8477454,2402352261.2128677
163404629.03290212,2625754.8074854543,3308364.719419095,0.01606903563886644,0.006878818030700731,480949591.14394236,1974033391.4152513,2753586430.3916807
9417020.5148399,4547187.396913976,7518990.070925559,0.4828690125234673,0.05148716452742125,146036204.16737193,1975546861.162564,2567533601.2973194
2303620.2983900793,1320764.2675889502,116157287.67684615,0.5733428675341968,9.569630441623957,12138116.344766013,1975761298.2165585,9462057683.441135
12759267.2240629,1933744.2764192962,2797905.4203910404,0.15155606058413904,0.11106783091033105,25190961.212251343,1976253269.0734425,2284945509.662865
157152223.2866075,6984929.8217490995,3462977.923520063,0.044446904254165615,0.020825626179557473,166284456.1629238,1976795742.0986514,1990106883.8952036
145641434.9651303,11626748.22455294,10122691.76434334,0.0798313215420916,0.04578525826300306,221090633.718736,1977552757.61507,2165048404.5435805
6704345.4812062085,3149960.0269368873,85710925.95892555,0.46983856004541164,6.979624875690929,12280162.25591792,1980543838.149808,2032594067.5508926
2105795.4870077716,1064114.5849733339,73335763.48851134,0.5053266528201115,2.1577185974998327,33987640.26666226,1981957826.553991,7406581331.076844
4040505.3859361475,1506427.9154892534,1012311.7774273817,0.3728315573424803,0.01965472937764164,51504742.597928785,1985986859.7983522,5619746661.641999
15618376.07113241,2017327.4247788012,5789560.15716283,0.1291637117451312,0.2591966737870003,22336552.674748093,1987515767.3901727,2183276788.725877
166284456.1629238,3462977.923520063,1442398.6229386237,0.020825626179557473,0.008016652855057023,179925294.13678396,1990106883.8952036,2036781349.566797
2801966.7150615836,1650405.0716593224,1745405.2861555994,0.5890166584734211,0.1748242696987196,9983769.926014928,1990574658.3470595,2153866473.3549967
18974624.306737073,1212255.27819726,72574057.73281921,0.06388823613054834,1.5594092788380856,46539454.854914084,1992433443.9727626,2775390679.8045325
48596372.80256517,11395155.026014857,11774105.05950479,0.23448571094617499,0.07917184680168439,148715806.6300696,1993141691.5125096,2632912719.776995
65882577.7515134,1483082.5712991368,3187306897.508667,0.022510997928660566,9.250910859422655,344539791.3722396,1993559087.4807851,5042808220.897027
2239534.204515386,1724062.188638723,14790638.77621641,0.7698307019212478,1.5886988035606422,9309907.417987073,1996165249.855865,3834505200.2982006
3780156.517090893,1128185.05848391,234495746.1977324,0.2984492979015935,1.9881290633277153,117947949.41794935,1997038418.5913763,4621694299.561929
5554757.683815155,4535046.113895394,5379227.392127787,0.816425553019012,0.16655161952665062,32297658.872461665,1999456054.0272548,3265976012.3259583
46513184.2425347,1877297.9606311491,10254144.228557399,0.04036055564036025,0.0861085141903172,119083975.89922024,1999506694.600067,2876420970.734241
8426533.226150833,4342205.618699661,56998708.66466494,0.515301548354915,3.8551080974654,14785242.650430376,1999835867.7798676,5043366494.312337
28129293.706058476,2101563.788365037,23303169.20699945,0.07471086228917305,0.36663032453228117,63560397.62048556,2000279011.3999183,2186462346.912383
2745321.594639214,1240077.9867566857,2772245.4222453344,0.4517059091285277,0.27140303122141374,10214496.904361043,2000772834.9730198,3037015418.381839
349238680.9053963,2088641.4871405808,3977569.5188737405,0.005980555996047768,0.01077265070342366,369228486.87645906,2002330519.8059053,2109968932.3393683
21115608.214002207,5044809.596703671,15086715.677897634,0.23891377153694066,0.4342363404505771,34743097.8767074,2005497673.210545,2248009824.0482507
4839799.417827325,1468640.8346559808,148133593.0584183,0.3034507647664623,3.7027952790842136,40005882.554504916,2006714260.9795625,3054071900.726845
14805407.120472934,1071241.7311102073,3199504.9818513133,0.07235476352615072,0.17531961249659572,18249555.40506593,2008247984.8115456,2092632379.1240828
3397258.791578542,1896184.4008822774,19375641.654625695,0.558151297034752,1.5117135782225497,12817005.769973494,2008577591.3085432,2631444135.4423933
