M1,M2,M3,qin,qout,t_merger,z_merger,t_form,a_triple_int,merger_flag,Slingshot_kick,gw_kick_random,gw_kick_cold,gw_kick_5deg
221837435.62402123,72142077.1661561,1878050.578174991,0.325202448194656,0.0063883723064587,4000214164.4093256,1.6417015325586488,2961721215.560898,0.04550963870366518,Tr-ej,1431.8081981982277,383.34645658001375,107.34373013804533,140.37357896149965
52784358.88256306,18119881.926098123,2064898.5336820192,0.3432812732728653,0.0291223558722567,366128443308.1826,0.0,10171680328.47468,0.5186698989738258,No,209.73460739782692,0.0,0.0,0.0
533633837.2567812,92981329.41501851,34962066.98097236,0.1742418169975913,0.0557951177062465,1585515810825.5203,0.0,2647496254.299439,1.0353570318284544,No,357.0228001103268,0.0,0.0,0.0
23473073.526674304,22661529.89097686,6497617.062276939,0.9654266138273192,0.1408404230433016,4742679897.591578,1.3448912166788873,4231978981.778612,0.575640930301232,Tr-ej,178.90801546034407,70.93316069128225,224.56950786379588,45.96299132538675
72802694.00569883,7225543.487289423,73951347.83805,0.0992482982391259,0.9240656817480116,3466124313296.386,0.0,5714496480.805315,0.23512730682286975,No,3423.5592379262125,0.0,0.0,0.0
40819666.82854566,13932691.472716276,2090700.535137884,0.3413230081283511,0.0381846663779174,653769993617.3214,0.0,3035211873.43967,0.45617842932394337,No,195.74873008854064,0.0,0.0,0.0
46466870.63375133,17274723.210496917,31537515.153181285,0.3717642908784431,0.494771361228318,75601309409.10735,0.0,3486652677.997926,0.0614116238609692,No,1483.1475490153014,0.0,0.0,0.0
484550610.7289191,28548529.83498925,63952752.76645449,0.0589175396808253,0.1246401478984526,2950702593.5654335,2.256401451928194,2454749204.16802,0.38086489171676036,Tr-ej,2539.7005798645264,103.53957870180136,368.24566622361124,55.921767592485196
159204085.3679037,7080370.795020126,3462977.923520063,0.0444735496495466,0.0208256261795574,5610292989.87031,1.0800022143760775,5521635326.615581,0.16963506961760458,Tr-ej,260.5989626521578,60.13195136882646,24.088128406150187,21.104981436851684
17006622.58140882,1242932.8236571078,3199504.9818513133,0.0730852241653112,0.1753196124965957,468230823066.6366,0.0,3886208645.453495,0.08676354260841909,No,1118.1046625117688,0.0,0.0,0.0
2519583.334104012,1847359.261225324,6755850.081800827,0.7332003018992275,1.5470434827850834,11776827647.44653,0.157430872672158,7263204737.574226,0.0490804794217129,Tr-ej,699.4376483741677,1200.640273626702,132.1227350058138,166.09738522069944
488475782.01057136,19142030.78120493,1642197.2803321397,0.0391872667717857,0.0032351057014734,93984783401.62717,0.0,3058103570.466583,0.2619618836168969,No,347.4708717810285,0.0,0.0,0.0
81226553.96523951,8424679.843974093,4171986.250812236,0.1037182969448561,0.0465357371398883,9444923955.129328,0.3981156339824725,9193937830.697886,0.26286167968993424,Tr-ej,220.54518825461935,95.10891126831537,111.63513967196691,95.02298667790141
33516434.405643865,6635285.548394206,15983040.571620362,0.1979711048045398,0.3980661498415572,15787423908.913687,0.0,4803100452.469379,0.1390667322160479,No,1134.7652723938093,0.0,0.0,0.0
114183755.80968235,37605002.45222501,14678456.161190912,0.3293375855923303,0.0967031836169555,10164885532.948204,0.31537457085715703,8527906397.133901,0.4478797500824832,Tr-12,0.0,1154.5884556676172,272.32331885360423,184.21651395258957
3723106.322260145,2988779.5347154993,2470758.194447058,0.8027650236163908,0.3681168373683241,332207691608.79065,0.0,2436095165.886601,0.24013699049563594,No,100.89859007146184,0.0,0.0,0.0
1138544998.0708416,65907198.23318901,39028473.770681486,0.0578872142470105,0.0324035058348051,134506317483.18645,0.0,4053440736.2010818,0.5819886835327787,No,425.11674083233214,0.0,0.0,0.0
9080886.39304501,8617128.155363908,1415551.4771199897,0.948930289664642,0.0799836316807214,8061780072.619187,0.5864584538757107,6880899438.458844,0.10807795368343354,Tr-ej,259.46415747985475,808.8660713495694,224.9197860057531,313.67928768203404
39449947.9939818,5227559.458129303,15329257.33164897,0.1325111875667562,0.3431090543285138,169224855125.5162,0.0,3873602432.2677345,0.22098459035541249,No,1163.7996470032815,0.0,0.0,0.0
10171737.938509995,2636051.816634185,11989424.67869867,0.2591545154397013,0.9361041138173885,1446356627612.5037,0.0,2267954564.3194284,0.1871922218214055,No,860.8672770693187,0.0,0.0,0.0
23406181.964221224,10574358.1369331,2230715.798954521,0.4517762936773329,0.0656468611833142,595066524562.7711,0.0,4121689625.0463376,0.03192749967433721,No,615.0023885792308,0.0,0.0,0.0
47033012.53612031,7353261.231552087,25423420.630981397,0.1563425524976726,0.4674602407876906,4900617979.865318,1.2911758099891393,4453724898.140064,0.27592993167698265,Tr-13,0.0,1225.1229265536326,107.4946333035735,206.34237233708237
451212472.84930754,42405233.593906775,1524874.1454788896,0.0939806325080666,0.0030891804033255,13860909306.028444,0.0,2333084065.1534,0.558748527513711,No,345.14848639413555,0.0,0.0,0.0
3706653.412795036,1826391.9648968277,2620372.8820304335,0.492733407065329,0.4735860097217446,36875099985100.55,0.0,3611054814.201992,0.16644838965267125,No,179.75034496274878,0.0,0.0,0.0
27524460.86926814,5461630.050843677,2278414.710836882,0.1984282299582385,0.069071982986857,256345441504.40558,0.0,2388293432.624593,0.26113357290065264,No,169.94750368411897,0.0,0.0,0.0
6467173.293151576,1969981.7805991415,2792296.2896397654,0.3046124931715154,0.3309523488938857,5141474060.401877,1.2143523096892914,4886664235.77592,0.16635376677578603,Tr-12,0.0,826.9842092774719,586.9290810647345,125.76093944396355
350701039.19290274,189516473.5120432,9902089.622011552,0.5403932476168108,0.0183298197284097,3909747580.900654,1.6839728794883666,2674500643.920476,1.7063847279959068,Tr-ej,350.29463427398923,610.0523777753672,161.821799939117,87.98832734854093
9478601.286457524,8493621.653868154,9653612.229895577,0.8960838627111943,0.5371406899385281,4874877345.058283,1.2997410993868117,4317037074.744223,0.0181600702707809,Tr-13,0.0,1021.2920726518114,434.1093739362444,475.7460573014159
12054003.928250104,2031460.610048424,1075953.400941278,0.1685299442525844,0.0763874984751656,3384101954.1006265,1.9650409969668996,2830980175.6250277,0.0381539262701447,Tr-12,0.0,270.0213968094531,84.24188989121178,72.39602367845347
36143932.47901585,20824387.477275085,24343201.45060294,0.5761516815959398,0.427311205057132,9817499019.27064,0.35419599260588996,7472212882.214672,0.0610922702177697,Tr-ej,565.5520868545517,1921.5276759625494,381.5007066030428,405.9449423815979
19351165.41881302,12064652.89756212,3004520.236672182,0.6234587238778383,0.0956371789018817,6504054966.931698,0.8670398939424911,5514827735.515063,0.4411531405408252,Tr-ej,165.83999063705463,1794.6287406177219,251.41661234480782,135.97011721042972
42383306.18482861,21572712.65775953,2871605.138363489,0.5089907937734605,0.0448996856016199,2906272998.8393993,2.290238953103298,2526524348.177027,0.28804476615578956,Tr-ej,288.46140488395815,247.36509785689668,429.4103207601166,101.41045942977468
96943239.17589258,28525489.554690354,88179227.49610685,0.2942493958029819,0.7027984453835724,3127111476.615093,2.1298655063800744,2615414938.671428,0.0372990414885356,Tr-23,0.0,290.06817633343695,798.948867445443,347.10774109106893
31274529.153906256,5506600.230201112,59742070.61362396,0.1760730018700641,1.62425873305124,1774047293980.3472,0.0,2470380238.4609957,0.24705105702083568,No,2248.6763650153844,0.0,0.0,0.0
38694315.610389985,20826655.84931663,7594919.240867499,0.5382355397888048,0.1276007271825018,25080311819.894173,0.0,3314591484.5526295,0.16820687463149783,No,359.7372899339357,0.0,0.0,0.0
1192874432.0396836,513735549.7805153,97804211.8586744,0.4306702666952834,0.0573090588362553,462066020160.1122,0.0,6403662788.791194,0.0679843466464194,No,2965.793279819441,0.0,0.0,0.0
96736084.56838462,63672274.62016556,33496592.82013292,0.6582060345346559,0.208820743442427,12135207247837.404,0.0,7492580678.66522,1.0585936720337632,No,237.3347591818935,0.0,0.0,0.0
60939493.3261903,4655811.728871716,7040353.713704105,0.0764005651302447,0.1073301466895274,4698145599.902569,1.3605556414583582,4610844919.611314,0.1708972574363228,Tr-ej,857.3977721111414,193.76871993911232,49.35946757381418,47.02888523115804
94371553.90552148,71033901.767519,25197777.371138964,0.7527045897605269,0.1523394574175824,4627123535.118483,1.3860331752904025,4577659259.042372,0.2005463620839961,Tr-12,0.0,1144.573572742271,128.30155289655414,272.0792199816377
11696071.030608568,3311974.813461064,4191667.909600254,0.2831698614683204,0.2792947165241086,11018032322.98706,0.22765962974709011,10981051977.0477,0.2132017570034138,Tr-13,0.0,1152.171767237436,707.4356545575902,341.35299885025955
1344051818.2526722,394835515.9666355,120741864.54532494,0.2937650993842927,0.0694362781125974,6650757867.749418,0.836388008415575,3665209214.840625,1.2607838326257195,Tr-ej,632.8629287930305,1041.4342277614633,129.92231953799413,157.98645102886604
24384669.55269082,11544155.96384306,2283697.2339747916,0.4734185935510935,0.063561700143075,3558886450.6428385,1.8641299038876327,2584410556.2719035,0.08241586858760477,Tr-ej,397.2227286618403,1484.7406778545146,241.1511584483228,221.36732503190584
7469302.5101100365,5082071.86788029,11372207.291093186,0.6803944358929737,0.9060527515644112,21208735212.30094,0.0,6034815741.850698,0.0812910924767436,No,620.6595410414733,0.0,0.0,0.0
30012160.119579524,10329418.26014094,7749930.054236912,0.3441744352617314,0.1921077549641133,2012613554719.4463,0.0,3200067162.803055,0.4193901710789418,No,169.2450657231671,0.0,0.0,0.0
26165553.274834596,21403141.572110903,10200296.573345158,0.8179892604333323,0.2144329712254054,250987872669.3672,0.0,4378474433.777206,0.5974775859071597,No,174.73467037216042,0.0,0.0,0.0
718856512.7739446,383238277.53447807,12675811.87868254,0.5331220775278601,0.0115015622886078,9508524121.270765,0.3904410605130885,5529135873.99676,0.006430958406407195,Tr-ej,8149.609507864921,1597.3584777465248,275.0299342856275,193.73479636041927
24490203.84074958,9643699.835376311,8316523.261770764,0.3937778508535739,0.2436440713221895,4900234711.075345,1.291302815356033,3125954637.1052823,0.3789720008250989,Tr-13,0.0,819.5677563454367,213.0164220243847,166.4972247848869
45275175.468741275,41391006.75762292,3078305.1566307256,0.9142097480373093,0.0355191041944189,110548812094.92763,0.0,11911962563.48797,0.5303765732170784,No,262.12281623576905,0.0,0.0,0.0
175178491.25261724,13603549.338774808,4031757.9820303614,0.0776553630614258,0.0213566818612628,4261812268.900857,1.5276817936847154,3956116908.602434,0.296529533968932,Tr-ej,268.92860725569943,122.47228440239655,192.65296068953936,28.10213800171284
8557338.960549328,6209301.256250236,7275752.600954445,0.725611230883349,0.4927155056352655,25151376550.60615,0.0,7666770846.473613,0.0253298197922734,No,423.3860185487714,0.0,0.0,0.0
12710333.63689623,9965464.945821373,4074969.589311702,0.7840443241311221,0.1797056705388734,2741271196.6379046,2.4236998641606973,2451516206.0951524,0.37537090607950574,Tr-12,0.0,541.0564292702002,286.0013649996466,83.57594914564464
10424209.437011238,6309176.625488542,5569213.620789327,0.6052426962075187,0.3328204823571344,2773044916.9048815,2.3969905643718157,2489180643.0275083,0.30746100747983984,Tr-12,0.0,281.7774985838728,359.8984420759864,148.04562899084937
133521591.38861924,4282538.885533416,25417740.498575043,0.0320737555701305,0.1844483213094414,2776450164.3199444,2.39415784365591,2723298843.5507917,0.11311219796346603,Tr-ej,4939.473154957252,897.4728662050804,409.8493568901846,108.95808221382049
427302867.0557072,146427426.8467296,603715712.875582,0.3426783158645176,1.0522639632102888,3708252334.2179675,1.7840629591631625,3320829154.299503,0.9697680197560392,Tr-ej,2276.4655735540473,308.64371522503586,114.44230823964756,259.0320741246076
53246299.369104356,28449056.985148925,1459581.0234678455,0.534291722095831,0.0178661442780016,6022437083.357927,0.9756829040431333,2951994734.192759,0.07421319475062181,Tr-ej,652.1717962388033,1816.8754281777979,469.48957154109337,113.29041943874071
53628095.42674983,7745167.210668951,26720762.872592743,0.1444236859250019,0.4353811696545086,5925581873.544815,0.9991758738005994,2899407891.9200797,0.2764421952995221,Tr-ej,1365.4427677319206,136.52721760511375,130.19562506438845,246.27769270666118
47285585.77684284,9508638.121193333,25998818.043745097,0.2010895702142278,0.457772221527691,6087526943.648874,0.9602230711254395,3547267924.1455345,0.2630414155480684,Tr-ej,1089.4197940631695,1254.2395171701219,245.36661845608242,90.36134149029063
24625922.855771877,7534560.81907633,40706810.89344905,0.3059605466647664,1.265740008919228,30903582704.512035,0.0,2943509177.5493135,0.3255491594335091,No,1133.2509696819957,0.0,0.0,0.0
17842913.478513785,9483635.515216656,4677461.233653715,0.531507117749393,0.1711691159658276,20122643221.268238,0.0,4487195971.221219,0.12075916226520342,No,284.3607391088149,0.0,0.0,0.0
8926283.527931383,7351555.915578775,4166547.524033152,0.8235853020548696,0.25596440722324,4187033377.572584,1.5591025023307725,3269266997.3573513,0.31974574932024064,Tr-12,0.0,1167.4930841005034,67.20223823606689,59.617412927494556
120024850.61673994,37242395.35109627,20028004.8614955,0.3102890373095957,0.1273501340869895,7973824523.300385,0.6000537579486742,6470823245.829779,0.019990633176156226,Tr-ej,1512.015632995014,1085.1664706879149,427.2340229756328,248.9679836285247
20929618.62517995,5192884.301713509,17071921.9539185,0.2481117498942893,0.6535331626412694,11508040707.373312,0.18155371380452473,11315611714.18028,0.26049402118813614,Tr-12,0.0,316.4121990556821,154.98589287097707,209.8065490240578
30128960.297019936,7910886.42833556,16381075.849995648,0.2625675214261552,0.4306293862923697,3528156931.062384,1.8812818264352098,3343872932.343226,0.308622541031027,Tr-ej,619.8450976119234,268.4345302844352,196.82151864595315,198.45645724203345
10726163.431577072,5767663.046684711,6996815.498809397,0.5377191093047413,0.4242081428485334,8595920555.826916,0.5084144628107989,6706791447.416197,0.0080195973302181,Tr-ej,961.7237062947975,1507.9856783353182,66.25952712578842,84.13259256161001
38840209.63066427,32297910.629828542,15214802.663660929,0.8315586073544107,0.2138769285433396,2093322629740.625,0.0,5265471408.522357,0.731632175042864,No,193.27417078442426,0.0,0.0,0.0
7139048.019098142,6116478.172976929,2512691.77193697,0.8567638369449724,0.1895580556763717,13766495275.699802,0.00017043966242230563,3825837283.2755938,0.3132861544720061,Tr-ej,128.27498506463877,218.8616492362784,292.84820522787584,75.90488958734707
23586367.97500453,14453478.750350969,16381075.849995648,0.612789504754099,0.4306293862923697,44728223183857.82,0.0,3200833802.6043067,0.4649703916822934,No,146.18089093073925,0.0,0.0,0.0
47732650.157492906,9911321.548533889,6821100.6028188225,0.2076423897653217,0.1183315514344696,6982931695.2959,0.7706779942809661,6369111202.253725,0.3459124929434178,Tr-12,0.0,297.8915627172391,215.01150857151933,92.15071556970257
147380510.76695478,7591961.70871424,121965223.06234352,0.0515126570616858,0.7870121778013982,3854120468.959397,1.7107580194575462,3531721891.5066566,0.18559326056983327,Tr-ej,7074.059915676081,329.44100625821756,191.0001766699426,112.92140020280597
42070300.73251982,19443261.17533592,12154034.915834822,0.4621612119902561,0.1975830132230183,444377125925.0014,0.0,5314229980.073652,0.5891073208051353,No,187.64001375367772,0.0,0.0,0.0
23053174.993438005,17428702.65671941,1068961.157949056,0.7560217914313503,0.0264059184009934,2087920816615.956,0.0,3718929750.1341434,0.5045060626736915,No,182.55390993890862,0.0,0.0,0.0
27217565.44865294,6146680.28641192,2404584.651913029,0.2258350511917712,0.0720707032014777,4630786939.349812,1.384703777520687,3312724094.616861,0.2860367828925259,Tr-ej,170.193968341644,1053.4674687129448,96.02235973019397,135.52572767709356
6313327.7212770125,2151560.598947729,1467504.80817471,0.3407965963332769,0.173363753030087,9139132058.272808,0.43610017921545097,3385244286.356964,0.10337583103004756,Tr-ej,156.3816533597923,628.8054275525715,385.91386699726286,416.3844099908999
14806701.13130001,4506175.060235466,1810897.2128008655,0.3043334919963924,0.0937663139783681,4293388427112.209,0.0,12672485999.441994,0.26136541540514785,No,146.97214010656563,0.0,0.0,0.0
6848271.04480887,3656139.8175725015,3441208.8160727094,0.5338777910000992,0.3275965554999797,5361586471.582011,1.1489677933588667,4982736766.968264,0.2353402251044515,Tr-12,0.0,631.3997418431292,509.07089394989384,127.54251815206487
34865219.08454175,5841591.808907301,32160483.674848206,0.1675478302529094,0.7900516638119591,2959476023.972929,2.2498179892199426,2852353754.6703086,0.25094177410892266,Tr-ej,1573.666949209153,102.60516980760137,130.48541630462506,168.85244784770725
19130044.91639637,6188719.274997944,51288613.55986701,0.3235078277152183,2.0257155196105376,7102740142.299528,0.7481405721727539,6903612418.847019,0.0222320091468255,Tr-ej,4979.034420115948,595.3951659196867,390.4492283570966,107.18732617050807
42727807.225853495,18874932.760782007,41647298.81663118,0.4417482193975372,0.6760624417950633,9820901749.737278,0.3538060952270116,9803271282.524916,0.0148602219272416,Tr-ej,3491.7780059304328,1876.4135026882404,113.45783952649262,101.60006763866105
126230286.7716197,121267282.5042579,11451629.742465036,0.9606829359712932,0.0462696655000286,39092008018.842415,0.0,4697861285.112327,0.7644073326245041,No,368.17222947593046,0.0,0.0,0.0
73481063.8096557,10916615.536920693,5066095.892896485,0.1485636566884624,0.0600264833360254,24926161983.55034,0.0,8432298888.020374,0.2792596660805707,No,237.89866001161155,0.0,0.0,0.0
359205439.24165297,214524854.66078383,603715712.875582,0.5972205073333083,1.0522639632102888,5028182985.531641,1.2497602346035268,3368765648.6747236,0.7069608864021525,Tr-12,0.0,649.0781472798437,261.1759558814094,122.72128028020823
15874093.03578059,9702123.156931734,1758583.1933383418,0.6111922826118578,0.0687585364499472,17448227243.818676,0.0,13656683313.13567,0.014917174508266753,No,817.4159714697104,0.0,0.0,0.0
577921635.1811203,50896002.83124322,142808468.92746103,0.0880673083216419,0.2271063346423707,3945530655.559054,1.6670659446663767,3723390593.1114297,0.5969191816715886,Tr-ej,2650.241801124282,862.9374615858055,221.98778819994206,103.84860829694708
11401881.091063892,4072787.6301877527,14766782.220109724,0.3572031314534369,0.9542551434287077,6245992150.300287,0.9236376692409621,6078203453.351398,0.24411035936231498,Tr-23,0.0,236.9543161530473,302.6680388539878,288.9383690746809
12133659.403018115,4654255.930582671,1200791.3509681355,0.3835822134108179,0.0715271269306897,30650679543.68166,0.0,11387081650.277603,0.270460368698159,No,143.37821139679022,0.0,0.0,0.0
68628413.08046658,67734241.59226348,57420884.50576723,0.9869708266872688,0.4210895178271292,102105809446.71912,0.0,10780141809.276863,0.8321459862392134,No,244.20837926883934,0.0,0.0,0.0
23733124.78682528,13948731.593619734,4412539.858221346,0.5877326192361718,0.1170998534061403,31629633506.234295,0.0,12881303677.026611,0.01752386710015084,No,900.0058341399722,0.0,0.0,0.0
23967329.2105719,2946132.1539064143,3559639.5767451986,0.1229228391708695,0.1322624217130013,65613296929.77482,0.0,11368363165.039968,0.16183315802393475,No,346.1475638379313,0.0,0.0,0.0
34450605.18957598,22237400.23246137,33889515.97934249,0.6454864902979973,0.5978251611965872,3574421733.64354,1.8555499561958815,2882483869.5022817,0.5743730862130478,Tr-12,0.0,664.710884316609,69.30168364763509,77.35489993639655
37205761.030992374,11698190.941376897,3532573.74582892,0.3144188055078972,0.0722349340565528,10690257356319.678,0.0,8295242489.541904,0.4193689698265781,No,187.25204251981518,0.0,0.0,0.0
11813563.619266242,5700840.649107271,23848887.92793995,0.4825673973440165,1.3616728015696704,20863555300.222206,0.0,8036952356.721624,0.0545892252846496,No,1598.3102684990088,0.0,0.0,0.0
202973089.35670477,143709531.96583202,4305923.772954073,0.7080225877297309,0.0124203623375399,12059965720.202225,0.1328488455330909,4424035882.816857,1.4532452871474075,Tr-ej,314.4402501861723,1895.5872381656845,162.75546479460965,112.77041269602329
87759110.41956615,3636066.041708409,9191874.266583024,0.0414323484402337,0.100572859777537,1706672452822.1084,0.0,9723990502.814869,0.11686623147142537,No,2180.9461746407524,0.0,0.0,0.0
376878615.8773488,274814335.36850554,8592449.893740447,0.7291852702461128,0.0131848133040476,7831295810.318551,0.6225694871802757,4684313819.473976,0.007930775553697823,Tr-ej,5848.648907702146,80.0222715299589,222.75391834057615,461.68990390914206
131267354.47727711,24775822.95698969,3804353.881141963,0.1887432184159579,0.0243801359578476,6395876781.175588,0.8903347911876479,5949363294.192919,0.539167458342379,Tr-ej,256.04492545686963,225.32094184386233,158.26254103572518,166.7778944844197
66816675.85199248,5778540.374040405,5593978.998081031,0.0864835058068529,0.0770571297792348,8381910233.916194,0.5387923233102709,7255464159.981244,0.12616986738008182,Tr-ej,263.5780685672956,333.5181418986605,44.60109078681943,40.76054379237413
221011525.60459897,61809367.073295146,723124876.3550658,0.279665808849604,2.5568297642658093,4636321336.927767,1.3826985809610923,4363847350.646773,0.9190771400212403,Tr-12,0.0,816.4972988526173,289.1820382924169,345.5269099534991
8495155.346215436,1661574.6115729827,7652032.972213394,0.1955908448823374,0.7533953353112076,5280580802.2820635,1.1725293969174835,5104430053.783338,0.13954371869081883,Tr-12,0.0,340.30360717128565,265.6503612374035,219.22498155995217
86389654.9949086,31762495.183049217,39872115.43633527,0.3676654940330662,0.337464154281415,73900369620.76082,0.0,5058557250.924668,0.2726021748388616,No,527.3072663210395,0.0,0.0,0.0
23172093.31464155,10657071.257883418,29261202.091334756,0.4599097333666279,0.8649696928992394,917292864911.8318,0.0,4668925932.449628,0.4016208098297607,No,600.0160724542659,0.0,0.0,0.0
33479873.1616177,5470356.785166252,30951041.48222519,0.1633923987333867,0.7946305201410181,152215143951.4981,0.0,4573350481.798594,0.24109288619473096,No,1601.3364145304006,0.0,0.0,0.0
6991760.960875776,2689598.7158248443,2162256.003126934,0.3846811598501717,0.2233421828475879,29950353075.99063,0.0,3443054142.6451,0.10821071436633824,No,166.49124814607626,0.0,0.0,0.0
105316354.92411011,2037721.5460578084,1400787.3929627726,0.01934857646304,0.0130482925196793,3799693736.7687726,1.737576935208448,3708424680.600981,0.06173945976722982,Tr-12,0.0,5.400688533934854,6.730739507548747,9.10609970678889
15007023.25550592,6270610.735387549,499218316.9958798,0.4178450735116258,23.462116004511515,7835934488.156437,0.6218270150591484,3429329107.0827312,0.306809903737803,Tr-ej,4042.0966960689584,14.275431612839743,7.516384709126048,16.872658822309564
