qout,percent
0.3661971830985351, 0.09868421052631504
1.1549295774647321, 2.07236842105263
1.9436619718309291, 11.743421052631579
2.732394366197127, 15.098684210526319
3.521126760563324, 13.519736842105265
4.281690140845014, 12.269736842105264
5.070422535211212, 8.651315789473685
5.859154929577411, 8.05921052631579
6.619718309859099, 6.677631578947368
7.408450704225297, 7.9934210526315805
8.197183098591495, 6.743421052631579
8.957746478873185, 3.848684210526315
9.746478873239383, 2.532894736842106
11.323943661971777, 0.16447368421052388
12.084507042253467, 0.09868421052631504
12.873239436619665, 0.09868421052631504
14.422535211267553, 0.16447368421052388
15.999999999999945, 0.09868421052631504
16.788732394366143, 0.09868421052631504
